mvmt_id,osm_node_id,node_id,ib_link_id,ob_link_id,ib_osm_node_id,ob_osm_node_id,signal_phase_num,ring,barrier,stage_no,timing_plan_id,green_time_window,green_time,cycle_time,start_green_time,end_green_time,red_time,capacity,v_over_c,mvmt_txt_id,protection,osm_web_address,geometry
352,41573980,55,1573,1571,5646687226,41654675,8,2,2,4,0,000124_000200,60,120,84,120,60,790.5000000000001,0.392156862745098,WBT,protected,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9262177277877 33.41683513004448, -111.9263897366158 33.41683655400024)"
350,41573980,55,1573,1013,5646687226,4347879974,8,2,2,4,0,000124_000200,60,120,84,120,60,790.5000000000001,0.1391524351676154,WBR,protected,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9262177277877 33.41683513004448, -111.9263028681245 33.41691010875997)"
345,41573980,55,1034,1571,4347879972,41654675,1,1,1,1,0,000000_000012,12,120,0,12,108,61.92809859585631,1.695514675579361,NBL,permissive,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263029415787 33.41676579867902, -111.9263897366158 33.41683655400024)"
344,41573980,55,1034,1013,4347879972,4347879974,2,1,1,2,0,000012_000112,60,120,12,72,60,1581.0000000000002,0.392156862745098,NBT,protected,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263029415787 33.41676579867902, -111.9263028681245 33.41691010875997)"
346,41573980,55,1034,1572,4347879972,5646687226,2,1,1,2,0,000012_000112,60,120,12,72,60,790.5000000000001,0.1391524351676154,NBR,protected,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263029415787 33.41676579867902, -111.9262177277877 33.41683513004448)"
343,41573980,55,1014,1572,4347879974,5646687226,5,2,1,1,0,000000_000012,12,120,0,12,108,61.92809859585631,1.695514675579361,SBL,permissive,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263028681245 33.41691010875997, -111.9262177277877 33.41683513004448)"
341,41573980,55,1014,1035,4347879974,4347879972,6,2,1,2,0,000012_000112,60,120,12,72,60,1581.0000000000002,0.392156862745098,SBT,protected,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263028681245 33.41691010875997, -111.9263029415787 33.41676579867902)"
342,41573980,55,1014,1571,4347879974,41654675,6,2,1,2,0,000012_000112,60,120,12,72,60,790.5000000000001,0.1391524351676154,SBR,protected,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263028681245 33.41691010875997, -111.9263897366158 33.41683655400024)"
358,41573982,56,1337,1025,316008195,4347879979,3,1,2,3,0,000111_000126,14,90,71,86,76,286.992125984252,0.3658636962247585,EBL,protected,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9263726110033 33.41910372634076, -111.9262968978746 33.41920925058242)"
359,41573982,56,1337,1566,316008195,8444419082,4,1,2,4,0,000126_000130,15,90,86,90,75,299.0393700787401,0.3678445415767023,EBR,protected,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9263726110033 33.41910372634076, -111.9263821664201 33.41914197879996)"
354,41573982,56,1017,1566,4347879978,8444419082,1,1,1,1,0,000000_000012,12,90,0,12,78,82.57079812780842,1.2716360066845207,NBL,permissive,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9262970228552 33.41906493834914, -111.9263821664201 33.41914197879996)"
353,41573982,56,1017,1025,4347879978,4347879979,2,1,1,2,0,000012_000111,59,90,12,71,31,1045.968503937008,0.2963760369773709,NBT,protected,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9262970228552 33.41906493834914, -111.9262968978746 33.41920925058242)"
355,41573982,56,1026,1018,4347879979,4347879978,6,2,1,2,0,000012_000111,59,90,12,71,31,2091.937007874016,0.2963760369773709,SBT,protected,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9262968978746 33.41920925058242, -111.9262970228552 33.41906493834914)"
356,41573982,56,1026,1566,4347879979,8444419082,6,2,1,2,0,000012_000111,59,90,12,71,31,1045.968503937008,0.1051656905403574,SBR,protected,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9262968978746 33.41920925058242, -111.9263821664201 33.41914197879996)"
