movement_code,signal_node_code,signal_link,stageNo_in_Order,osm_node_id,node_id,groupNo,directionNo,ib_link_id,ob_link_id,ib_osm_node_id,ob_osm_node_id,lanes,movement_str,volume,geometry
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,1,1,887,3505,41520521,,1,EBL,200.0,"LINESTRING (-111.9440078135452 33.42189535810562, -111.9439344964505 33.42196741467087)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,1,887,902,41520521,5665460110,1,EBT,500.0,"LINESTRING (-111.9440078135452 33.42189535810562, -111.9438395486543 33.42187475680959)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,1,887,2347,41520521,,1,EBR,500.0,"LINESTRING (-111.9440078135452 33.42189535810562, -111.9439069374977 33.42182497192402)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,1,2,1406,2347,5665460110,,1,WBL,200.0,"LINESTRING (-111.943838589718 33.42191454082253, -111.9439069374977 33.42182497192402)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,2,1406,886,5665460110,41520521,1,WBT,500.0,"LINESTRING (-111.943838589718 33.42191454082253, -111.9440078135452 33.42189535810562)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,2,1406,3505,5665460110,,1,WBR,500.0,"LINESTRING (-111.943838589718 33.42191454082253, -111.9439344964505 33.42196741467087)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,1,3,2346,886,,41520521,1,NBL,200.0,"LINESTRING (-111.9439069374977 33.42182497192402, -111.9440078135452 33.42189535810562)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,3,2346,3505,,,1,NBT,500.0,"LINESTRING (-111.9439069374977 33.42182497192402, -111.9439344964505 33.42196741467087)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,3,2346,902,,5665460110,1,NBR,500.0,"LINESTRING (-111.9439069374977 33.42182497192402, -111.9438395486543 33.42187475680959)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,1,4,3504,902,,5665460110,1,SBL,200.0,"LINESTRING (-111.9439344964505 33.42196741467087, -111.9438395486543 33.42187475680959)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,4,3504,2347,,,1,SBT,500.0,"LINESTRING (-111.9439344964505 33.42196741467087, -111.9439069374977 33.42182497192402)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605143,,,4346605143,482,2,4,3504,886,,41520521,1,SBR,500.0,"LINESTRING (-111.9439344964505 33.42196741467087, -111.9440078135452 33.42189535810562)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_4346605144,,,4346605144,483,1,1,1584,3507,8444584097,,1,EBL,200.0,"LINESTRING (-111.9447371702651 33.42186563380294, -111.9446314373515 33.42196348670834)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_4346605144,,,4346605144,483,2,1,1584,889,8444584097,41520521,1,EBT,500.0,"LINESTRING (-111.9447371702651 33.42186563380294, -111.9445725245591 33.42189463150075)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_4346605144,,,4346605144,483,2,2,888,885,41520521,8444584097,1,WBT,500.0,"LINESTRING (-111.9445725245591 33.42189463150075, -111.9447387548356 33.42192120370049)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_4346605144,,,4346605144,483,2,2,888,3507,41520521,,1,WBR,500.0,"LINESTRING (-111.9445725245591 33.42189463150075, -111.9446314373515 33.42196348670834)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_4346605144,,,4346605144,483,1,4,3506,889,,41520521,1,SBL,200.0,"LINESTRING (-111.9446314373515 33.42196348670834, -111.9445725245591 33.42189463150075)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_4346605144,,,4346605144,483,2,4,3506,885,,8444584097,1,SBR,500.0,"LINESTRING (-111.9446314373515 33.42196348670834, -111.9447387548356 33.42192120370049)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,1,1,891,1919,41563475,,1,EBL,200.0,"LINESTRING (-111.9418318242387 33.42192964018274, -111.9417520188079 33.42200177317608)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,1,891,895,41563475,41533533,1,EBT,500.0,"LINESTRING (-111.9418318242387 33.42192964018274, -111.9416597238028 33.42192997962323)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,1,891,3029,41563475,,1,EBR,500.0,"LINESTRING (-111.9418318242387 33.42192964018274, -111.9417279279162 33.42185921605176)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,1,2,894,3029,41533533,,1,WBL,200.0,"LINESTRING (-111.9416597238028 33.42192997962323, -111.9417279279162 33.42185921605176)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,2,894,890,41533533,41563475,1,WBT,500.0,"LINESTRING (-111.9416597238028 33.42192997962323, -111.9418318242387 33.42192964018274)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,2,894,1919,41533533,,1,WBR,500.0,"LINESTRING (-111.9416597238028 33.42192997962323, -111.9417520188079 33.42200177317608)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,1,3,3028,890,,41563475,1,NBL,200.0,"LINESTRING (-111.9417279279162 33.42185921605176, -111.9418318242387 33.42192964018274)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,3,3028,1919,,,1,NBT,500.0,"LINESTRING (-111.9417279279162 33.42185921605176, -111.9417520188079 33.42200177317608)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,3,3028,3027,,,1,NBR,500.0,"LINESTRING (-111.9417279279162 33.42185921605176, -111.9417247601854 33.42185983185907)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,1,4,1918,895,,41533533,1,SBL,200.0,"LINESTRING (-111.9417520188079 33.42200177317608, -111.9416597238028 33.42192997962323)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,4,1918,3029,,,1,SBT,500.0,"LINESTRING (-111.9417520188079 33.42200177317608, -111.9417279279162 33.42185921605176)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605154,,,4346605154,486,2,4,1918,890,,41563475,1,SBR,500.0,"LINESTRING (-111.9417520188079 33.42200177317608, -111.9418318242387 33.42192964018274)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,1,1,893,2439,41533533,,1,EBL,200.0,"LINESTRING (-111.9408336390307 33.42193160666162, -111.9407675317829 33.42200196509826)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,1,893,901,41533533,4346605156,1,EBT,500.0,"LINESTRING (-111.9408336390307 33.42193160666162, -111.9407239244697 33.42192997141333)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,1,893,2325,41533533,,1,EBR,500.0,"LINESTRING (-111.9408336390307 33.42193160666162, -111.9407784888223 33.42186442629125)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,1,2,900,2325,4346605156,,1,WBL,200.0,"LINESTRING (-111.9407239244697 33.42192997141333, -111.9407784888223 33.42186442629125)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,2,900,892,4346605156,41533533,1,WBT,500.0,"LINESTRING (-111.9407239244697 33.42192997141333, -111.9408336390307 33.42193160666162)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,2,900,2439,4346605156,,1,WBR,500.0,"LINESTRING (-111.9407239244697 33.42192997141333, -111.9407675317829 33.42200196509826)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,1,3,2324,892,,41533533,1,NBL,200.0,"LINESTRING (-111.9407784888223 33.42186442629125, -111.9408336390307 33.42193160666162)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,3,2324,2439,,,1,NBT,500.0,"LINESTRING (-111.9407784888223 33.42186442629125, -111.9407675317829 33.42200196509826)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,3,2324,901,,4346605156,1,NBR,500.0,"LINESTRING (-111.9407784888223 33.42186442629125, -111.9407239244697 33.42192997141333)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,1,4,2438,901,,4346605156,1,SBL,200.0,"LINESTRING (-111.9407675317829 33.42200196509826, -111.9407239244697 33.42192997141333)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,4,2438,2325,,,1,SBT,500.0,"LINESTRING (-111.9407675317829 33.42200196509826, -111.9407784888223 33.42186442629125)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605155,,,4346605155,487,2,4,2438,892,,41533533,1,SBR,500.0,"LINESTRING (-111.9407675317829 33.42200196509826, -111.9408336390307 33.42193160666162)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_N|T_EW|R_N|OSMID_4346605156,,,4346605156,488,2,1,901,899,4346605155,41662590;2941419916;2941419917,4,EBT,2000.0,"LINESTRING (-111.9407239244697 33.42192997141333, -111.9406142129708 33.42192880150652)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_N|T_EW|R_N|OSMID_4346605156,,,4346605156,488,2,2,898,900,41662590;2941419916;2941419917,4346605155,2,WBT,1000.0,"LINESTRING (-111.9406142129708 33.42192880150652, -111.9407239244697 33.42192997141333)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_N|T_EW|R_N|OSMID_4346605156,,,4346605156,488,1,3,1396,900,5986666325,4346605155,1,NBL,200.0,"LINESTRING (-111.9407036064834 33.42185606766469, -111.9407239244697 33.42192997141333)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_N|T_EW|R_N|OSMID_4346605156,,,4346605156,488,2,3,1396,899,5986666325,41662590;2941419916;2941419917,1,NBR,500.0,"LINESTRING (-111.9407036064834 33.42185606766469, -111.9406142129708 33.42192880150652)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_Nu|T_W|R_WS|OSMID_4346605157,,,4346605157,489,2,2,1236,878,2065989266;2916726375,41662590;2941419916;2941419917,1,WBT,500.0,"LINESTRING (-111.9389319338835 33.42198345898645, -111.9391040344018 33.42198318354027)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_Nu|T_W|R_WS|OSMID_4346605157,,,4346605157,489,2,2,1236,1969,2065989266;2916726375,,1,WBR,500.0,"LINESTRING (-111.9389319338835 33.42198345898645, -111.9389933722966 33.42205259020037)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_Nu|T_W|R_WS|OSMID_4346605157,,,4346605157,489,2,4,1968,1967,,,1,SBR,500.0,"LINESTRING (-111.9389933722966 33.42205259020037, -111.9390242097511 33.42205541561167)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,1,1,2718,3199,,,1,EBL,200.0,"LINESTRING (-111.9102822319098 33.42194772906391, -111.9102706733612 33.42203668232108)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,1,3198,856,,4346605158,1,EBT,500.0,"LINESTRING (-111.9102706733612 33.42203668232108, -111.9101232885698 33.42198547903601)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,1,3198,3151,,,1,EBR,500.0,"LINESTRING (-111.9102706733612 33.42203668232108, -111.9102751945135 33.42203251572662)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,1,2,857,2917,4346605158,,1,WBL,200.0,"LINESTRING (-111.9101232885698 33.42198547903601, -111.9102256429612 33.42191522259053)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,2,857,3199,4346605158,,1,WBT,500.0,"LINESTRING (-111.9101232885698 33.42198547903601, -111.9102706733612 33.42203668232108)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,2,857,3197,4346605158,,1,WBR,500.0,"LINESTRING (-111.9101232885698 33.42198547903601, -111.9102694827367 33.42203767737972)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,1,3,2916,3199,,,1,NBL,200.0,"LINESTRING (-111.9102256429612 33.42191522259053, -111.9102706733612 33.42203668232108)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,3,2916,3155,,,1,NBT,500.0,"LINESTRING (-111.9102256429612 33.42191522259053, -111.9102574038262 33.42204592399312)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,3,2916,2913,,,1,NBR,500.0,"LINESTRING (-111.9102256429612 33.42191522259053, -111.9102121750802 33.42191395438608)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,1,4,3196,856,,4346605158,1,SBL,200.0,"LINESTRING (-111.9102694827367 33.42203767737972, -111.9101232885698 33.42198547903601)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,4,3192,2913,,,1,SBT,500.0,"LINESTRING (-111.9102669069151 33.42203970348118, -111.9102121750802 33.42191395438608)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605159,,,4346605159,491,2,4,3196,3199,,,1,SBR,500.0,"LINESTRING (-111.9102694827367 33.42203767737972, -111.9102706733612 33.42203668232108)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EN|OSMID_4346605161,,,4346605161,493,2,1,1559,862,5176314770;8269005064,41714341,1,EBT,500.0,"LINESTRING (-111.9296757736062 33.42198306469459, -111.9295126334789 33.4220158655862)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EN|OSMID_4346605161,,,4346605161,493,2,1,1559,1789,5176314770;8269005064,,1,EBR,500.0,"LINESTRING (-111.9296757736062 33.42198306469459, -111.9295970070683 33.42194297440067)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EN|OSMID_4346605161,,,4346605161,493,1,2,863,1789,41714341,,1,WBL,200.0,"LINESTRING (-111.9295126334789 33.4220158655862, -111.9295970070683 33.42194297440067)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EN|OSMID_4346605161,,,4346605161,493,2,2,863,1243,41714341,5176314770;8269005064,1,WBT,500.0,"LINESTRING (-111.9295126334789 33.4220158655862, -111.9296808593063 33.42203651725141)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EN|OSMID_4346605161,,,4346605161,493,1,3,1788,1243,,5176314770;8269005064,1,NBL,200.0,"LINESTRING (-111.9295970070683 33.42194297440067, -111.9296808593063 33.42203651725141)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EN|OSMID_4346605161,,,4346605161,493,2,3,1788,862,,41714341,1,NBR,500.0,"LINESTRING (-111.9295970070683 33.42194297440067, -111.9295126334789 33.4220158655862)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_EWS|T_EW|R_WS|OSMID_4346605162,,,4346605162,494,1,1,864,2245,41714356,,1,EBL,200.0,"LINESTRING (-111.9172816131436 33.42201666492368, -111.9171704396054 33.42208526741648)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_EWS|T_EW|R_WS|OSMID_4346605162,,,4346605162,494,2,1,864,2239,41714356,,1,EBT,500.0,"LINESTRING (-111.9172816131436 33.42201666492368, -111.9171212744162 33.42205266804744)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_EWS|T_EW|R_WS|OSMID_4346605162,,,4346605162,494,1,2,2238,2065,,,1,WBL,200.0,"LINESTRING (-111.9171212744162 33.42205266804744, -111.9171199433593 33.42198181931037)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_EWS|T_EW|R_WS|OSMID_4346605162,,,4346605162,494,2,2,2238,865,,41714356,1,WBT,500.0,"LINESTRING (-111.9171212744162 33.42205266804744, -111.9172816131436 33.42201666492368)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_EWS|T_EW|R_WS|OSMID_4346605162,,,4346605162,494,2,2,2238,2245,,,1,WBR,500.0,"LINESTRING (-111.9171212744162 33.42205266804744, -111.9171704396054 33.42208526741648)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_EWS|T_EW|R_WS|OSMID_4346605162,,,4346605162,494,1,4,2244,2065,,,1,SBL,200.0,"LINESTRING (-111.9171704396054 33.42208526741648, -111.9171199433593 33.42198181931037)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_EWS|T_EW|R_WS|OSMID_4346605162,,,4346605162,494,2,4,2244,865,,41714356,1,SBR,500.0,"LINESTRING (-111.9171704396054 33.42208526741648, -111.9172816131436 33.42201666492368)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,1,1,2806,2855,,,1,EBL,200.0,"LINESTRING (-111.9182156685099 33.42198377126297, -111.9181896736602 33.42207698635382)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,2,1,2806,872,,41714356,1,EBT,500.0,"LINESTRING (-111.9182156685099 33.42198377126297, -111.9180539189356 33.42201832751568)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,2,1,2806,2805,,,1,EBR,500.0,"LINESTRING (-111.9182156685099 33.42198377126297, -111.9181798830589 33.42195415720492)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,1,2,873,2805,41714356,,1,WBL,200.0,"LINESTRING (-111.9180539189356 33.42201832751568, -111.9181798830589 33.42195415720492)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,2,2,873,2807,41714356,,1,WBT,500.0,"LINESTRING (-111.9180539189356 33.42201832751568, -111.9182156685099 33.42198377126297)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,2,2,873,2855,41714356,,1,WBR,500.0,"LINESTRING (-111.9180539189356 33.42201832751568, -111.9181896736602 33.42207698635382)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,1,3,2804,2855,,,1,NBL,200.0,"LINESTRING (-111.9181798830589 33.42195415720492, -111.9181896736602 33.42207698635382)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,2,3,2804,2803,,,1,NBR,500.0,"LINESTRING (-111.9181798830589 33.42195415720492, -111.9181710799582 33.42195080627275)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,1,4,2854,872,,41714356,1,SBL,200.0,"LINESTRING (-111.9181896736602 33.42207698635382, -111.9180539189356 33.42201832751568)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_EW|R_A|OSMID_4346605165,,,4346605165,497,2,4,2854,2807,,,1,SBR,500.0,"LINESTRING (-111.9181896736602 33.42207698635382, -111.9182156685099 33.42198377126297)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,1,1,876,2089,2704829948;5013837645,,1,EBL,200.0,"LINESTRING (-111.9254951432239 33.42203066671769, -111.9253746359235 33.42209679042035)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,2,1,876,1208,2704829948;5013837645,2978047866,1,EBT,500.0,"LINESTRING (-111.9254951432239 33.42203066671769, -111.9253230573531 33.42202977075898)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,2,1,876,2141,2704829948;5013837645,,1,EBR,500.0,"LINESTRING (-111.9254951432239 33.42203066671769, -111.9253882771114 33.42196065461864)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,1,2,1209,2141,2978047866,,1,WBL,200.0,"LINESTRING (-111.9253230573531 33.42202977075898, -111.9253882771114 33.42196065461864)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,2,2,1209,877,2978047866,2704829948;5013837645,1,WBT,500.0,"LINESTRING (-111.9253230573531 33.42202977075898, -111.9254951432239 33.42203066671769)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,2,2,1209,2089,2978047866,,1,WBR,500.0,"LINESTRING (-111.9253230573531 33.42202977075898, -111.9253746359235 33.42209679042035)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,1,3,2140,877,,2704829948;5013837645,1,NBL,200.0,"LINESTRING (-111.9253882771114 33.42196065461864, -111.9254951432239 33.42203066671769)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,2,3,2140,2089,,,1,NBT,500.0,"LINESTRING (-111.9253882771114 33.42196065461864, -111.9253746359235 33.42209679042035)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_4346605166,,,4346605166,498,2,3,2140,2139,,,1,NBR,500.0,"LINESTRING (-111.9253882771114 33.42196065461864, -111.9253755608774 33.42196421555487)"
