movement_code,signal_node_code,signal_link,stageNo_in_Order,osm_node_id,node_id,groupNo,directionNo,ib_link_id,ob_link_id,ib_osm_node_id,ob_osm_node_id,lanes,movement_str,volume,geometry
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_41533545,,,41533545,35,2,4,1517,487,41533544,41563456,1,SBR,500.0,"LINESTRING (-111.9411898525077 33.41481690282298, -111.9412751244297 33.41474362724493)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EWN|OSMID_41546636,,,41546636,36,2,1,74,76,3983483486,41615732,1,EBT,500.0,"LINESTRING (-111.9393626145937 33.40866747705698, -111.939190559107 33.40866720963879)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EWN|OSMID_41546636,,,41546636,36,2,1,74,3477,3983483486,,1,EBR,500.0,"LINESTRING (-111.9393626145937 33.40866747705698, -111.9392293699721 33.40860809419262)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EWN|OSMID_41546636,,,41546636,36,1,2,77,3477,41615732,,1,WBL,200.0,"LINESTRING (-111.939190559107 33.40866720963879, -111.9392293699721 33.40860809419262)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EWN|OSMID_41546636,,,41546636,36,2,2,77,75,41615732,3983483486,1,WBT,500.0,"LINESTRING (-111.939190559107 33.40866720963879, -111.9393626145937 33.40866747705698)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EWN|OSMID_41546636,,,41546636,36,2,2,77,28,41615732,41546640,1,WBR,500.0,"LINESTRING (-111.939190559107 33.40866720963879, -111.9392610125188 33.40873938329396)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EWN|OSMID_41546636,,,41546636,36,1,3,3476,75,,3983483486,1,NBL,200.0,"LINESTRING (-111.9392293699721 33.40860809419262, -111.9393626145937 33.40866747705698)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_WN|T_EW|R_EWN|OSMID_41546636,,,41546636,36,2,3,3476,3473,,,1,NBR,500.0,"LINESTRING (-111.9392293699721 33.40860809419262, -111.9392292719936 33.40860814821445)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_Nu|T_EW|R_E|OSMID_41546640,,,41546640,37,2,1,142,144,41615732,3983463708,1,EBT,500.0,"LINESTRING (-111.9360974966599 33.40950163722432, -111.9359260213091 33.40951327278054)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_Nu|T_EW|R_E|OSMID_41546640,,,41546640,37,2,1,28,143,41546636,41615732,1,EBR,500.0,"LINESTRING (-111.9360200766565 33.40957769668803, -111.9360974966599 33.40950163722432)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_Nu|T_EW|R_E|OSMID_41546640,,,41546640,37,2,2,145,143,3983463708,41615732,1,WBT,500.0,"LINESTRING (-111.9359260213091 33.40951327278054, -111.9360974966599 33.40950163722432)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_ENS|R_ES|OSMID_41546646,,,41546646,38,1,1,3308,3327,,,1,EBL,200.0,"LINESTRING (-111.9178112201735 33.4095275820267, -111.9177468360937 33.40955093588833)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_ENS|R_ES|OSMID_41546646,,,41546646,38,2,1,3308,465,,5200239411,1,EBT,500.0,"LINESTRING (-111.9178112201735 33.4095275820267, -111.9177076528606 33.40941675931254)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_ENS|R_ES|OSMID_41546646,,,41546646,38,2,1,3308,1373,,338058726,1,EBR,500.0,"LINESTRING (-111.9178112201735 33.4095275820267, -111.9178251999977 33.40950764495566)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_ENS|R_ES|OSMID_41546646,,,41546646,38,1,3,466,1373,5200239411,338058726,1,NBL,200.0,"LINESTRING (-111.9177076528606 33.40941675931254, -111.9178251999977 33.40950764495566)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_ENS|R_ES|OSMID_41546646,,,41546646,38,2,3,466,3333,5200239411,,1,NBT,500.0,"LINESTRING (-111.9177076528606 33.40941675931254, -111.9177976492001 33.40953761982522)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_ENS|R_ES|OSMID_41546646,,,41546646,38,2,4,3332,465,,5200239411,1,SBT,500.0,"LINESTRING (-111.9177976492001 33.40953761982522, -111.9177076528606 33.40941675931254)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_ENS|R_ES|OSMID_41546646,,,41546646,38,2,4,3332,3309,,,1,SBR,500.0,"LINESTRING (-111.9177976492001 33.40953761982522, -111.9178112201735 33.4095275820267)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ES|OSMID_41548521,,,41548521,41,1,1,32,282,5650675608,41966652,1,EBL,200.0,"LINESTRING (-111.9233382138354 33.41189326280117, -111.9232527306507 33.41196375644624)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ES|OSMID_41548521,,,41548521,41,2,1,32,283,5650675608,337827302,1,EBR,500.0,"LINESTRING (-111.9233382138354 33.41189326280117, -111.9232521942942 33.41181944135268)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ES|OSMID_41548521,,,41548521,41,1,3,284,33,337827302,5650675608,1,NBL,200.0,"LINESTRING (-111.9232521942942 33.41181944135268, -111.9233382138354 33.41189326280117)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ES|OSMID_41548521,,,41548521,41,2,3,284,282,337827302,41966652,1,NBT,500.0,"LINESTRING (-111.9232521942942 33.41181944135268, -111.9232527306507 33.41196375644624)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ES|OSMID_41548521,,,41548521,41,2,4,281,283,41966652,337827302,1,SBT,500.0,"LINESTRING (-111.9232527306507 33.41196375644624, -111.9232521942942 33.41181944135268)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ES|OSMID_41548521,,,41548521,41,2,4,281,33,41966652,5650675608,1,SBR,500.0,"LINESTRING (-111.9232527306507 33.41196375644624, -111.9233382138354 33.41189326280117)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,1,1,129,34,41695219,41563456,1,EBL,200.0,"LINESTRING (-111.9424256739637 33.41361304136142, -111.9423407469781 33.41368652981272)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,1,129,127,41695219,41662601,1,EBT,500.0,"LINESTRING (-111.9424256739637 33.41361304136142, -111.9422536060178 33.41361485475986)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,1,129,3281,41695219,,1,EBR,500.0,"LINESTRING (-111.9424256739637 33.41361304136142, -111.9422839037272 33.41355940983491)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,1,2,126,3281,41662601,,1,WBL,200.0,"LINESTRING (-111.9422536060178 33.41361485475986, -111.9422839037272 33.41355940983491)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,2,126,128,41662601,41695219,1,WBT,500.0,"LINESTRING (-111.9422536060178 33.41361485475986, -111.9424256739637 33.41361304136142)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,2,126,34,41662601,41563456,1,WBR,500.0,"LINESTRING (-111.9422536060178 33.41361485475986, -111.9423407469781 33.41368652981272)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,1,3,3280,128,,41695219,1,NBL,200.0,"LINESTRING (-111.9422839037272 33.41355940983491, -111.9424256739637 33.41361304136142)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,3,3280,34,,41563456,1,NBT,500.0,"LINESTRING (-111.9422839037272 33.41355940983491, -111.9423407469781 33.41368652981272)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,3,3280,127,,41662601,1,NBR,500.0,"LINESTRING (-111.9422839037272 33.41355940983491, -111.9422536060178 33.41361485475986)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,1,4,35,127,41563456,41662601,1,SBL,200.0,"LINESTRING (-111.9423407469781 33.41368652981272, -111.9422536060178 33.41361485475986)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,4,35,3281,41563456,,1,SBT,500.0,"LINESTRING (-111.9423407469781 33.41368652981272, -111.9422839037272 33.41355940983491)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563455,,,41563455,42,2,4,35,128,41563456,41695219,1,SBR,500.0,"LINESTRING (-111.9423407469781 33.41368652981272, -111.9424256739637 33.41361304136142)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,1,1,490,36,41520542,41563458,1,EBL,200.0,"LINESTRING (-111.9425044750561 33.41472798054389, -111.9424424216115 33.41479707584583)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,1,490,488,41520542,41533545,1,EBT,500.0,"LINESTRING (-111.9425044750561 33.41472798054389, -111.9423324007132 33.41472948905189)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,1,490,35,41520542,41563455,1,EBR,500.0,"LINESTRING (-111.9425044750561 33.41472798054389, -111.9423798979862 33.4146644126868)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,1,2,487,35,41533545,41563455,1,WBL,200.0,"LINESTRING (-111.9423324007132 33.41472948905189, -111.9423798979862 33.4146644126868)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,2,487,489,41533545,41520542,1,WBT,500.0,"LINESTRING (-111.9423324007132 33.41472948905189, -111.9425044750561 33.41472798054389)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,2,487,36,41533545,41563458,1,WBR,500.0,"LINESTRING (-111.9423324007132 33.41472948905189, -111.9424424216115 33.41479707584583)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,1,3,34,489,41563455,41520542,1,NBL,200.0,"LINESTRING (-111.9423798979862 33.4146644126868, -111.9425044750561 33.41472798054389)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,3,34,36,41563455,41563458,1,NBT,500.0,"LINESTRING (-111.9423798979862 33.4146644126868, -111.9424424216115 33.41479707584583)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,3,34,488,41563455,41533545,1,NBR,500.0,"LINESTRING (-111.9423798979862 33.4146644126868, -111.9423324007132 33.41472948905189)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,1,4,37,488,41563458,41533545,1,SBL,200.0,"LINESTRING (-111.9424424216115 33.41479707584583, -111.9423324007132 33.41472948905189)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,4,37,35,41563458,41563455,1,SBT,500.0,"LINESTRING (-111.9424424216115 33.41479707584583, -111.9423798979862 33.4146644126868)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563456,,,41563456,43,2,4,37,489,41563458,41520542,1,SBR,500.0,"LINESTRING (-111.9424424216115 33.41479707584583, -111.9425044750561 33.41472798054389)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563458,,,41563458,44,1,2,327,37,41533544,41563456,1,WBL,200.0,"LINESTRING (-111.9423671645908 33.4161907888822, -111.9424528646048 33.41611824862893)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563458,,,41563458,44,2,2,327,38,41533544,41563460,1,WBR,500.0,"LINESTRING (-111.9423671645908 33.4161907888822, -111.9424528991432 33.41626256365657)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563458,,,41563458,44,2,3,36,38,41563456,41563460,1,NBT,500.0,"LINESTRING (-111.9424528646048 33.41611824862893, -111.9424528991432 33.41626256365657)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563458,,,41563458,44,2,3,36,328,41563456,41533544,1,NBR,500.0,"LINESTRING (-111.9424528646048 33.41611824862893, -111.9423671645908 33.4161907888822)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563458,,,41563458,44,1,4,39,328,41563460,41533544,1,SBL,200.0,"LINESTRING (-111.9424528991432 33.41626256365657, -111.9423671645908 33.4161907888822)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563458,,,41563458,44,2,4,39,37,41563460,41563456,1,SBT,500.0,"LINESTRING (-111.9424528991432 33.41626256365657, -111.9424528646048 33.41611824862893)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563460,,,41563460,45,1,2,396,39,41533540,41563458,1,WBL,200.0,"LINESTRING (-111.9423664363302 33.4176182508992, -111.9424520796054 33.41754607871689)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563460,,,41563460,45,2,2,396,40,41533540,41563464,1,WBR,500.0,"LINESTRING (-111.9423664363302 33.4176182508992, -111.9424525002515 33.4176903942699)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563460,,,41563460,45,2,3,38,40,41563458,41563464,1,NBT,500.0,"LINESTRING (-111.9424520796054 33.41754607871689, -111.9424525002515 33.4176903942699)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563460,,,41563460,45,2,3,38,397,41563458,41533540,1,NBR,500.0,"LINESTRING (-111.9424520796054 33.41754607871689, -111.9423664363302 33.4176182508992)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563460,,,41563460,45,1,4,41,397,41563464,41533540,1,SBL,200.0,"LINESTRING (-111.9424525002515 33.4176903942699, -111.9423664363302 33.4176182508992)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_WS|T_NS|R_WN|OSMID_41563460,,,41563460,45,2,4,41,39,41563464,41563458,1,SBT,500.0,"LINESTRING (-111.9424525002515 33.4176903942699, -111.9424520796054 33.41754607871689)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,1,1,121,42,41520531,7265020297,1,EBL,200.0,"LINESTRING (-111.9424807913727 33.41904695501569, -111.9423638058474 33.41911417642267)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,1,121,119,41520531,41533538,1,EBT,500.0,"LINESTRING (-111.9424807913727 33.41904695501569, -111.9423087074173 33.41904859909747)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,1,121,41,41520531,41563460,1,EBR,500.0,"LINESTRING (-111.9424807913727 33.41904695501569, -111.9424431587766 33.41898853423747)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,1,2,118,41,41533538,41563460,1,WBL,200.0,"LINESTRING (-111.9423087074173 33.41904859909747, -111.9424431587766 33.41898853423747)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,2,118,120,41533538,41520531,1,WBT,500.0,"LINESTRING (-111.9423087074173 33.41904859909747, -111.9424807913727 33.41904695501569)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,2,118,42,41533538,7265020297,1,WBR,500.0,"LINESTRING (-111.9423087074173 33.41904859909747, -111.9423638058474 33.41911417642267)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,1,3,40,120,41563460,41520531,1,NBL,200.0,"LINESTRING (-111.9424431587766 33.41898853423747, -111.9424807913727 33.41904695501569)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,3,40,42,41563460,7265020297,1,NBT,500.0,"LINESTRING (-111.9424431587766 33.41898853423747, -111.9423638058474 33.41911417642267)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,3,40,119,41563460,41533538,1,NBR,500.0,"LINESTRING (-111.9424431587766 33.41898853423747, -111.9423087074173 33.41904859909747)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,1,4,43,119,7265020297,41533538,1,SBL,200.0,"LINESTRING (-111.9423638058474 33.41911417642267, -111.9423087074173 33.41904859909747)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,4,43,41,7265020297,41563460,1,SBT,500.0,"LINESTRING (-111.9423638058474 33.41911417642267, -111.9424431587766 33.41898853423747)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563464,,,41563464,46,2,4,43,120,7265020297,41520531,1,SBR,500.0,"LINESTRING (-111.9423638058474 33.41911417642267, -111.9424807913727 33.41904695501569)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,1,1,897,1272,4346605153,5200239418,1,EBL,200.0,"LINESTRING (-111.9424761271332 33.42192787748918, -111.9423877980336 33.42200000750917)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,1,897,891,4346605153,4346605154,1,EBT,500.0,"LINESTRING (-111.9424761271332 33.42192787748918, -111.9423040327434 33.42192866922313)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,1,897,3269,4346605153,,1,EBR,500.0,"LINESTRING (-111.9424761271332 33.42192787748918, -111.9423411362692 33.42186854102009)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,1,2,890,3269,4346605154,,1,WBL,200.0,"LINESTRING (-111.9423040327434 33.42192866922313, -111.9423411362692 33.42186854102009)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,2,890,896,4346605154,4346605153,1,WBT,500.0,"LINESTRING (-111.9423040327434 33.42192866922313, -111.9424761271332 33.42192787748918)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,2,890,1272,4346605154,5200239418,1,WBR,500.0,"LINESTRING (-111.9423040327434 33.42192866922313, -111.9423877980336 33.42200000750917)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,1,3,3268,896,,4346605153,1,NBL,200.0,"LINESTRING (-111.9423411362692 33.42186854102009, -111.9424761271332 33.42192787748918)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,3,3268,1272,,5200239418,1,NBT,500.0,"LINESTRING (-111.9423411362692 33.42186854102009, -111.9423877980336 33.42200000750917)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,3,3268,891,,4346605154,1,NBR,500.0,"LINESTRING (-111.9423411362692 33.42186854102009, -111.9423040327434 33.42192866922313)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,1,4,1273,891,5200239418,4346605154,1,SBL,200.0,"LINESTRING (-111.9423877980336 33.42200000750917, -111.9423040327434 33.42192866922313)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,4,1273,3269,5200239418,,1,SBT,500.0,"LINESTRING (-111.9423877980336 33.42200000750917, -111.9423411362692 33.42186854102009)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563475,,,41563475,48,2,4,1273,896,5200239418,4346605153,1,SBR,500.0,"LINESTRING (-111.9423877980336 33.42200000750917, -111.9424761271332 33.42192787748918)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,1,1,749,1180,41520512,5162833626,1,EBL,200.0,"LINESTRING (-111.9434289516144 33.42545892852047, -111.9433472387116 33.42555366879028)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,2,1,749,730,41520512,3101265427,1,EBT,500.0,"LINESTRING (-111.9434289516144 33.42545892852047, -111.9432611712488 33.42548228565121)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,2,1,749,1275,41520512,5200239419,1,EBR,500.0,"LINESTRING (-111.9434289516144 33.42545892852047, -111.9433472018518 33.42540935263163)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,1,2,729,1275,3101265427,5200239419,1,WBL,200.0,"LINESTRING (-111.9432611712488 33.42548228565121, -111.9433472018518 33.42540935263163)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,2,2,729,1523,3101265427,41520512,1,WBT,500.0,"LINESTRING (-111.9432611712488 33.42548228565121, -111.9434258258457 33.42551087639951)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,2,2,729,1180,3101265427,5162833626,1,WBR,500.0,"LINESTRING (-111.9432611712488 33.42548228565121, -111.9433472387116 33.42555366879028)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,1,3,1274,1523,5200239419,41520512,1,NBL,200.0,"LINESTRING (-111.9433472018518 33.42540935263163, -111.9434258258457 33.42551087639951)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,2,3,1274,1180,5200239419,5162833626,1,NBT,500.0,"LINESTRING (-111.9433472018518 33.42540935263163, -111.9433472387116 33.42555366879028)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,2,3,1274,730,5200239419,3101265427,1,NBR,500.0,"LINESTRING (-111.9433472018518 33.42540935263163, -111.9432611712488 33.42548228565121)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41563500,,,41563500,49,1,4,1181,730,5162833626,3101265427,1,SBL,200.0,"LINESTRING (-111.9433472387116 33.42555366879028, -111.9432611712488 33.42548228565121)"
