mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,movement_str,geometry,volume,free_speed,allowed_uses
531,93,41654668,,371,1,,193,1,,1,41586094,41851723,right,,,,WBR,"LINESTRING (-111.9117060825864 33.41706867248812, -111.911792405233 33.41714000932664)",,,auto
532,93,41654668,,371,1,,194,1,,1,41586094,41851727,left,,,,WBL,"LINESTRING (-111.9117060825864 33.41706867248812, -111.9117925591122 33.41699569428224)",,,auto
533,94,41654675,,172,1,,1110,1,,1,5201685464,4716137951,right,,,,SBR,"LINESTRING (-111.9293482917543 33.41669869977768, -111.9294905140815 33.41664019464723)",,,auto
534,94,41654675,,172,1,,1358,2,,1,5201685464,330683942_330683967,thru,,,,SBT,"LINESTRING (-111.9293482917543 33.41669869977768, -111.9294785051283 33.41660718536057)",,,auto
535,94,41654675,,172,1,,1526,1,,1,5201685464,41573980,left,,,,SBL,"LINESTRING (-111.9293482917543 33.41669869977768, -111.929318551945 33.41664413622674)",,,auto
536,94,41654675,,1109,1,,173,1,,1,4716137951,5201685464,left,,,,SBL,"LINESTRING (-111.9294905140815 33.41664019464723, -111.9293482917543 33.41669869977768)",,,auto
537,94,41654675,,1109,1,,1358,2,,1,4716137951,330683942_330683967,right,,,,SBR,"LINESTRING (-111.9294905140815 33.41664019464723, -111.9294785051283 33.41660718536057)",,,auto
538,94,41654675,,1109,1,,1526,1,,1,4716137951,41573980,left,,,,SBL,"LINESTRING (-111.9294905140815 33.41664019464723, -111.929318551945 33.41664413622674)",,,auto
539,94,41654675,,1255,1,,173,1,,1,5201685462,5201685464,thru,,,,NBT,"LINESTRING (-111.9294402606802 33.41657846720887, -111.9293482917543 33.41669869977768)",,,auto
540,94,41654675,,1255,1,,1110,1,,1,5201685462,4716137951,left,,,,NBL,"LINESTRING (-111.9294402606802 33.41657846720887, -111.9294905140815 33.41664019464723)",,,auto
541,94,41654675,,1255,1,,1358,2,,1,5201685462,330683942_330683967,right,,,,NBR,"LINESTRING (-111.9294402606802 33.41657846720887, -111.9294785051283 33.41660718536057)",,,auto
542,94,41654675,,1255,1,,1526,1,,1,5201685462,41573980,right,,,,NBR,"LINESTRING (-111.9294402606802 33.41657846720887, -111.929318551945 33.41664413622674)",,,auto
543,94,41654675,,1527,1,,173,1,,1,41573980,5201685464,right,,,,WBR,"LINESTRING (-111.929318551945 33.41664413622674, -111.9293482917543 33.41669869977768)",,,auto
544,94,41654675,,1527,1,,1110,1,,1,41573980,4716137951,right,,,,WBR,"LINESTRING (-111.929318551945 33.41664413622674, -111.9294905140815 33.41664019464723)",,,auto
545,94,41654675,,1527,1,,1358,1,,1,41573980,330683942_330683967,left,,,,WBL,"LINESTRING (-111.929318551945 33.41664413622674, -111.9294785051283 33.41660718536057)",,,auto
546,95,41654678,,435,1,,437,1,,1,330689192_330689685,41654679,thru,,,,EBT,"LINESTRING (-111.9206731115481 33.41671358227357, -111.9205010702018 33.41671020546365)",,,auto
547,95,41654678,,435,1,,620,1,,1,330689192_330689685,317654988,left,,,,EBL,"LINESTRING (-111.9206731115481 33.41671358227357, -111.920585989289 33.41678369021407)",,,auto
548,95,41654678,,438,1,,436,1,,1,41654679,330689192_330689685,thru,,,,WBT,"LINESTRING (-111.9205010702018 33.41671020546365, -111.9206731115481 33.41671358227357)",,,auto
549,95,41654678,,438,1,,620,1,,1,41654679,317654988,right,,,,WBR,"LINESTRING (-111.9205010702018 33.41671020546365, -111.920585989289 33.41678369021407)",,,auto
550,95,41654678,,619,1,,436,1,,1,317654988,330689192_330689685,right,,,,SBR,"LINESTRING (-111.920585989289 33.41678369021407, -111.9206731115481 33.41671358227357)",,,auto
551,95,41654678,,619,1,,437,1,,1,317654988,41654679,left,,,,SBL,"LINESTRING (-111.920585989289 33.41678369021407, -111.9205010702018 33.41671020546365)",,,auto
552,96,41654679,,437,1,,439,1,,1,41654678,41654681,thru,,,,EBT,"LINESTRING (-111.9188629564694 33.41668384507748, -111.9186908903056 33.41668141707833)",,,auto
553,96,41654679,,437,1,,468,1,,1,41654678,41715037,left,,,,EBL,"LINESTRING (-111.9188629564694 33.41668384507748, -111.918778089646 33.41675469834534)",,,auto
554,96,41654679,,440,1,,438,1,,1,41654681,41654678,thru,,,,WBT,"LINESTRING (-111.9186908903056 33.41668141707833, -111.9188629564694 33.41668384507748)",,,auto
555,96,41654679,,440,1,,468,1,,1,41654681,41715037,right,,,,WBR,"LINESTRING (-111.9186908903056 33.41668141707833, -111.918778089646 33.41675469834534)",,,auto
556,96,41654679,,467,1,,438,1,,1,41715037,41654678,right,,,,SBR,"LINESTRING (-111.918778089646 33.41675469834534, -111.9188629564694 33.41668384507748)",,,auto
557,96,41654679,,467,1,,439,1,,1,41715037,41654681,left,,,,SBL,"LINESTRING (-111.918778089646 33.41675469834534, -111.9186908903056 33.41668141707833)",,,auto
558,97,41654681,,291,1,,293,1,,1,1799680775,5200239406,thru,,,,SBT,"LINESTRING (-111.9177302058622 33.41674379129541, -111.9177281385678 33.41659948556221)",,,auto
559,97,41654681,,291,1,,440,1,,1,1799680775,41654679,right,,,,SBR,"LINESTRING (-111.9177302058622 33.41674379129541, -111.9178153636772 33.41667250914972)",,,auto
560,97,41654681,,294,1,,292,1,,1,5200239406,1799680775,thru,,,,NBT,"LINESTRING (-111.9177281385678 33.41659948556221, -111.9177302058622 33.41674379129541)",,,auto
561,97,41654681,,294,1,,440,1,,1,5200239406,41654679,left,,,,NBL,"LINESTRING (-111.9177281385678 33.41659948556221, -111.9178153636772 33.41667250914972)",,,auto
562,97,41654681,,439,1,,292,1,,1,41654679,1799680775,left,,,,EBL,"LINESTRING (-111.9178153636772 33.41667250914972, -111.9177302058622 33.41674379129541)",,,auto
563,97,41654681,,439,1,,293,1,,1,41654679,5200239406,right,,,,EBR,"LINESTRING (-111.9178153636772 33.41667250914972, -111.9177281385678 33.41659948556221)",,,auto
564,98,41657000,,100,1,,102,1,,1,330683976_330683977,41657005,thru,,,,SBT,"LINESTRING (-111.9124565436482 33.41362598530448, -111.9124551749203 33.41348167627152)",,,auto
565,98,41657000,,100,1,,300,1,,1,330683976_330683977,41778978,right,,,,SBR,"LINESTRING (-111.9124565436482 33.41362598530448, -111.9125413604122 33.41355414701282)",,,auto
566,98,41657000,,100,1,,301,1,,1,330683976_330683977,42254483,left,,,,SBL,"LINESTRING (-111.9124565436482 33.41362598530448, -111.9123692767561 33.41355382326667)",,,auto
567,98,41657000,,103,1,,101,1,,1,41657005,330683976_330683977,thru,,,,NBT,"LINESTRING (-111.9124551749203 33.41348167627152, -111.9124565436482 33.41362598530448)",,,auto
568,98,41657000,,103,1,,300,1,,1,41657005,41778978,left,,,,NBL,"LINESTRING (-111.9124551749203 33.41348167627152, -111.9125413604122 33.41355414701282)",,,auto
569,98,41657000,,103,1,,301,1,,1,41657005,42254483,right,,,,NBR,"LINESTRING (-111.9124551749203 33.41348167627152, -111.9123692767561 33.41355382326667)",,,auto
570,98,41657000,,299,1,,101,1,,1,41778978,330683976_330683977,left,,,,EBL,"LINESTRING (-111.9125413604122 33.41355414701282, -111.9124565436482 33.41362598530448)",,,auto
571,98,41657000,,299,1,,102,1,,1,41778978,41657005,right,,,,EBR,"LINESTRING (-111.9125413604122 33.41355414701282, -111.9124551749203 33.41348167627152)",,,auto
572,98,41657000,,299,1,,301,1,,1,41778978,42254483,thru,,,,EBT,"LINESTRING (-111.9125413604122 33.41355414701282, -111.9123692767561 33.41355382326667)",,,auto
573,98,41657000,,302,1,,101,1,,1,42254483,330683976_330683977,right,,,,WBR,"LINESTRING (-111.9123692767561 33.41355382326667, -111.9124565436482 33.41362598530448)",,,auto
574,98,41657000,,302,1,,102,1,,1,42254483,41657005,left,,,,WBL,"LINESTRING (-111.9123692767561 33.41355382326667, -111.9124551749203 33.41348167627152)",,,auto
575,98,41657000,,302,1,,300,1,,1,42254483,41778978,thru,,,,WBT,"LINESTRING (-111.9123692767561 33.41355382326667, -111.9125413604122 33.41355414701282)",,,auto
576,99,41657005,,102,1,,104,1,,1,41657000,41657007,thru,,,,SBT,"LINESTRING (-111.9124544063743 33.41266538609482, -111.912454432837 33.41252106963056)",,,auto
577,99,41657005,,102,1,,367,1,,1,41657000,41778983,right,,,,SBR,"LINESTRING (-111.9124544063743 33.41266538609482, -111.9125404598467 33.41259358335633)",,,auto
578,99,41657005,,102,1,,368,1,,1,41657000,42466187,left,,,,SBL,"LINESTRING (-111.9124544063743 33.41266538609482, -111.9123683797132 33.4125936384338)",,,auto
579,99,41657005,,105,1,,103,1,,1,41657007,41657000,thru,,,,NBT,"LINESTRING (-111.912454432837 33.41252106963056, -111.9124544063743 33.41266538609482)",,,auto
580,99,41657005,,105,1,,367,1,,1,41657007,41778983,left,,,,NBL,"LINESTRING (-111.912454432837 33.41252106963056, -111.9125404598467 33.41259358335633)",,,auto
581,99,41657005,,105,1,,368,1,,1,41657007,42466187,right,,,,NBR,"LINESTRING (-111.912454432837 33.41252106963056, -111.9123683797132 33.4125936384338)",,,auto
582,99,41657005,,366,1,,103,1,,1,41778983,41657000,left,,,,EBL,"LINESTRING (-111.9125404598467 33.41259358335633, -111.9124544063743 33.41266538609482)",,,auto
583,99,41657005,,366,1,,104,1,,1,41778983,41657007,right,,,,EBR,"LINESTRING (-111.9125404598467 33.41259358335633, -111.912454432837 33.41252106963056)",,,auto
584,99,41657005,,366,1,,368,1,,1,41778983,42466187,thru,,,,EBT,"LINESTRING (-111.9125404598467 33.41259358335633, -111.9123683797132 33.4125936384338)",,,auto
585,99,41657005,,369,1,,103,1,,1,42466187,41657000,right,,,,WBR,"LINESTRING (-111.9123683797132 33.4125936384338, -111.9124544063743 33.41266538609482)",,,auto
586,99,41657005,,369,1,,104,1,,1,42466187,41657007,left,,,,WBL,"LINESTRING (-111.9123683797132 33.4125936384338, -111.912454432837 33.41252106963056)",,,auto
587,99,41657005,,369,1,,367,1,,1,42466187,41778983,thru,,,,WBT,"LINESTRING (-111.9123683797132 33.4125936384338, -111.9125404598467 33.41259358335633)",,,auto
588,100,41657007,,104,1,,280,1,,1,41657005,41778986,right,,,,SBR,"LINESTRING (-111.9124545823474 33.4117056815443, -111.9125406349985 33.4116331899406)",,,auto
589,100,41657007,,104,1,,281,1,,1,41657005,42009170,left,,,,SBL,"LINESTRING (-111.9124545823474 33.4117056815443, -111.9123685552404 33.41163351217556)",,,auto
590,100,41657007,,279,1,,105,1,,1,41778986,41657005,left,,,,EBL,"LINESTRING (-111.9125406349985 33.4116331899406, -111.9124545823474 33.4117056815443)",,,auto
591,100,41657007,,279,1,,281,1,,1,41778986,42009170,thru,,,,EBT,"LINESTRING (-111.9125406349985 33.4116331899406, -111.9123685552404 33.41163351217556)",,,auto
592,100,41657007,,282,1,,105,1,,1,42009170,41657005,right,,,,WBR,"LINESTRING (-111.9123685552404 33.41163351217556, -111.9124545823474 33.4117056815443)",,,auto
593,100,41657007,,282,1,,280,1,,1,42009170,41778986,thru,,,,WBT,"LINESTRING (-111.9123685552404 33.41163351217556, -111.9125406349985 33.4116331899406)",,,auto
594,102,41657049,,106,1,,108,1,,1,4084527689,,thru,,,,SBT,"LINESTRING (-111.9132485520279 33.40657622804257, -111.913249224034 33.40643191355472)",,,auto
595,102,41657049,,106,1,,379,1,,1,4084527689,42208582,right,,,,SBR,"LINESTRING (-111.9132485520279 33.40657622804257, -111.9133352466413 33.40650418386053)",,,auto
596,102,41657049,,109,1,,107,1,,1,,4084527689,thru,,,,NBT,"LINESTRING (-111.913249224034 33.40643191355472, -111.9132485520279 33.40657622804257)",,,auto
597,102,41657049,,109,1,,379,1,,1,,42208582,left,,,,NBL,"LINESTRING (-111.913249224034 33.40643191355472, -111.9133352466413 33.40650418386053)",,,auto
598,102,41657049,,378,1,,107,1,,1,42208582,4084527689,left,,,,EBL,"LINESTRING (-111.9133352466413 33.40650418386053, -111.9132485520279 33.40657622804257)",,,auto
599,102,41657049,,378,1,,108,1,,1,42208582,,right,,,,EBR,"LINESTRING (-111.9133352466413 33.40650418386053, -111.913249224034 33.40643191355472)",,,auto
600,109,41662596,,385,1,,804,1,,1,41533540,317701014,right,,,,EBR,"LINESTRING (-111.9401108813088 33.41762689244079, -111.9400266869983 33.41755280896478)",,,auto
601,109,41662596,,803,3,,384,1,,1,1698683826_2625359006,41533540,right,,,,SBR,"LINESTRING (-111.9400257814796 33.41769710507617, -111.9401108813088 33.41762689244079)",,,auto
602,109,41662596,,803,1,2,804,1,2,2,1698683826_2625359006,317701014,thru,,,,SBT,"LINESTRING (-111.9400257814796 33.41769710507617, -111.9400266869983 33.41755280896478)",,,auto
603,109,41662596,,1428,1,,384,1,,1,2625359004,41533540,thru,,,,WBT,"LINESTRING (-111.9399388346461 33.4176236619541, -111.9401108813088 33.41762689244079)",,,auto
604,109,41662596,,1428,1,,804,1,,1,2625359004,317701014,left,,,,WBL,"LINESTRING (-111.9399388346461 33.4176236619541, -111.9400266869983 33.41755280896478)",,,auto
605,111,41662601,,124,1,,410,1,,1,41563455,4346569402,left,,,,EBL,"LINESTRING (-111.9399791611191 33.4136268183445, -111.9398935497508 33.41369955630118)",,,auto
606,111,41662601,,124,1,,1197,2,,1,41563455,41662602,right,,,,EBR,"LINESTRING (-111.9399791611191 33.4136268183445, -111.9398924886622 33.41355524270309)",,,auto
607,111,41662601,,409,2,,123,1,,1,4346569402,41563455,right,,,,SBR,"LINESTRING (-111.9398935497508 33.41369955630118, -111.9399791611191 33.4136268183445)",,,auto
608,111,41662601,,409,1,,1197,1,,1,4346569402,41662602,thru,,,,SBT,"LINESTRING (-111.9398935497508 33.41369955630118, -111.9398924886622 33.41355524270309)",,,auto
609,111,41662601,,1198,1,,123,1,,1,41662602,41563455,left,,,,NBL,"LINESTRING (-111.9398924886622 33.41355524270309, -111.9399791611191 33.4136268183445)",,,auto
610,111,41662601,,1198,2,,410,2,,1,41662602,4346569402,thru,,,,NBT,"LINESTRING (-111.9398924886622 33.41355524270309, -111.9398935497508 33.41369955630118)",,,auto
611,112,41662602,,1194,1,,1195,1,,1,41830283,5770246246,left,,,,WBL,"LINESTRING (-111.9398059933067 33.41350375928073, -111.9398905894422 33.41343077802578)",,,auto
612,112,41662602,,1194,1,,1198,2,,1,41830283,41662601,right,,,,WBR,"LINESTRING (-111.9398059933067 33.41350375928073, -111.9398926626911 33.4135750824095)",,,auto
613,112,41662602,,1196,2,,1193,1,,1,5770246246,41830283,right,,,,NBR,"LINESTRING (-111.9398905894422 33.41343077802578, -111.9398059933067 33.41350375928073)",,,auto
614,112,41662602,,1196,1,,1198,1,,1,5770246246,41662601,thru,,,,NBT,"LINESTRING (-111.9398905894422 33.41343077802578, -111.9398926626911 33.4135750824095)",,,auto
615,112,41662602,,1197,1,,1193,1,,1,41662601,41830283,left,,,,SBL,"LINESTRING (-111.9398926626911 33.4135750824095, -111.9398059933067 33.41350375928073)",,,auto
616,112,41662602,,1197,2,,1195,2,,1,41662601,5770246246,thru,,,,SBT,"LINESTRING (-111.9398926626911 33.4135750824095, -111.9398905894422 33.41343077802578)",,,auto
617,117,41708464,,132,1,,251,1,,1,337827148,41855562,left,,,,NBL,"LINESTRING (-111.9219916092342 33.41282229346943, -111.9220770399881 33.41289445433553)",,,auto
618,117,41708464,,132,1,,252,1,,1,337827148,41606207,right,,,,NBR,"LINESTRING (-111.9219916092342 33.41282229346943, -111.9219049568205 33.41289444536999)",,,auto
619,117,41708464,,250,1,,131,1,,1,41855562,337827148,right,,,,EBR,"LINESTRING (-111.9220770399881 33.41289445433553, -111.9219916092342 33.41282229346943)",,,auto
620,117,41708464,,250,1,,252,1,,1,41855562,41606207,thru,,,,EBT,"LINESTRING (-111.9220770399881 33.41289445433553, -111.9219049568205 33.41289444536999)",,,auto
621,117,41708464,,253,1,,131,1,,1,41606207,337827148,left,,,,WBL,"LINESTRING (-111.9219049568205 33.41289444536999, -111.9219916092342 33.41282229346943)",,,auto
622,117,41708464,,253,1,,251,1,,1,41606207,41855562,thru,,,,WBT,"LINESTRING (-111.9219049568205 33.41289444536999, -111.9220770399881 33.41289445433553)",,,auto
623,120,41714341,,836,2,,842,2,,1,4346605161,4346605163,thru,,,,EBT,"LINESTRING (-111.9290271060132 33.42201960049346, -111.9288550076401 33.42201901926651)",,,auto
624,120,41714341,,836,3,,1101,1,,1,4346605161,5201685468,right,,,,EBR,"LINESTRING (-111.9290271060132 33.42201960049346, -111.9289363711246 33.42194696795557)",,,auto
625,120,41714341,,836,1,,1277,1,,1,4346605161,5201685471,left,,,,EBL,"LINESTRING (-111.9290271060132 33.42201960049346, -111.9289461116937 33.42209105254592)",,,auto
626,120,41714341,,843,2,,837,2,,1,4346605163,4346605161,thru,,,,WBT,"LINESTRING (-111.9288550076401 33.42201901926651, -111.9290271060132 33.42201960049346)",,,auto
627,120,41714341,,843,1,,1101,1,,1,4346605163,5201685468,left,,,,WBL,"LINESTRING (-111.9288550076401 33.42201901926651, -111.9289363711246 33.42194696795557)",,,auto
628,120,41714341,,843,3,,1277,1,,1,4346605163,5201685471,right,,,,WBR,"LINESTRING (-111.9288550076401 33.42201901926651, -111.9289461116937 33.42209105254592)",,,auto
629,120,41714341,,1102,1,,837,1,,1,5201685468,4346605161,left,,,,NBL,"LINESTRING (-111.9289363711246 33.42194696795557, -111.9290271060132 33.42201960049346)",,,auto
630,120,41714341,,1102,3,,842,2,,1,5201685468,4346605163,right,,,,NBR,"LINESTRING (-111.9289363711246 33.42194696795557, -111.9288550076401 33.42201901926651)",,,auto
631,120,41714341,,1102,2,,1277,1,,1,5201685468,5201685471,thru,,,,NBT,"LINESTRING (-111.9289363711246 33.42194696795557, -111.9289461116937 33.42209105254592)",,,auto
632,120,41714341,,1276,3,,837,2,,1,5201685471,4346605161,right,,,,SBR,"LINESTRING (-111.9289461116937 33.42209105254592, -111.9290271060132 33.42201960049346)",,,auto
633,120,41714341,,1276,1,,842,1,,1,5201685471,4346605163,left,,,,SBL,"LINESTRING (-111.9289461116937 33.42209105254592, -111.9288550076401 33.42201901926651)",,,auto
634,120,41714341,,1276,2,,1101,1,,1,5201685471,5201685468,thru,,,,SBT,"LINESTRING (-111.9289461116937 33.42209105254592, -111.9289363711246 33.42194696795557)",,,auto
635,121,41714356,,839,2,,847,2,,1,4346605162,4346605165,thru,,,,WBT,"LINESTRING (-111.9176168046596 33.42201793497043, -111.9177889026572 33.4220185613746)",,,auto
636,121,41714356,,839,1,,1223,1,,1,4346605162,5200239408,left,,,,WBL,"LINESTRING (-111.9176168046596 33.42201793497043, -111.9177028609699 33.42194639582172)",,,auto
637,121,41714356,,839,3,,1226,1,,1,4346605162,5200239409,right,,,,WBR,"LINESTRING (-111.9176168046596 33.42201793497043, -111.9177000909735 33.42209067491427)",,,auto
638,121,41714356,,846,2,,838,2,,1,4346605165,4346605162,thru,,,,EBT,"LINESTRING (-111.9177889026572 33.4220185613746, -111.9176168046596 33.42201793497043)",,,auto
639,121,41714356,,846,3,,1223,1,,1,4346605165,5200239408,right,,,,EBR,"LINESTRING (-111.9177889026572 33.4220185613746, -111.9177028609699 33.42194639582172)",,,auto
640,121,41714356,,846,1,,1226,1,,1,4346605165,5200239409,left,,,,EBL,"LINESTRING (-111.9177889026572 33.4220185613746, -111.9177000909735 33.42209067491427)",,,auto
641,121,41714356,,1224,2,,838,2,,1,5200239408,4346605162,right,,,,NBR,"LINESTRING (-111.9177028609699 33.42194639582172, -111.9176168046596 33.42201793497043)",,,auto
642,121,41714356,,1224,1,,847,1,,1,5200239408,4346605165,left,,,,NBL,"LINESTRING (-111.9177028609699 33.42194639582172, -111.9177889026572 33.4220185613746)",,,auto
643,121,41714356,,1224,2,,1226,1,,1,5200239408,5200239409,thru,,,,NBT,"LINESTRING (-111.9177028609699 33.42194639582172, -111.9177000909735 33.42209067491427)",,,auto
644,121,41714356,,1225,1,,838,1,,1,5200239409,4346605162,left,,,,SBL,"LINESTRING (-111.9177000909735 33.42209067491427, -111.9176168046596 33.42201793497043)",,,auto
645,121,41714356,,1225,2,,847,2,,1,5200239409,4346605165,right,,,,SBR,"LINESTRING (-111.9177000909735 33.42209067491427, -111.9177889026572 33.4220185613746)",,,auto
646,121,41714356,,1225,2,,1223,1,,1,5200239409,5200239408,thru,,,,SBT,"LINESTRING (-111.9177000909735 33.42209067491427, -111.9177028609699 33.42194639582172)",,,auto
647,122,41715037,,465,1,,467,1,,1,1799680779,41654679,thru,,,,SBT,"LINESTRING (-111.9186843894535 33.41847837599982, -111.9186798183619 33.41833415482947)",,,auto
648,122,41715037,,465,1,,1365,1,,1,1799680779,317654988,right,,,,SBR,"LINESTRING (-111.9186843894535 33.41847837599982, -111.9187702800164 33.41840641660903)",,,auto
649,122,41715037,,465,1,,1366,1,,1,1799680779,42208491,left,,,,SBL,"LINESTRING (-111.9186843894535 33.41847837599982, -111.9185981864953 33.41840637008399)",,,auto
650,122,41715037,,468,1,,466,1,,1,41654679,1799680779,thru,,,,NBT,"LINESTRING (-111.9186798183619 33.41833415482947, -111.9186843894535 33.41847837599982)",,,auto
651,122,41715037,,468,1,,1365,1,,1,41654679,317654988,left,,,,NBL,"LINESTRING (-111.9186798183619 33.41833415482947, -111.9187702800164 33.41840641660903)",,,auto
652,122,41715037,,468,1,,1366,1,,1,41654679,42208491,right,,,,NBR,"LINESTRING (-111.9186798183619 33.41833415482947, -111.9185981864953 33.41840637008399)",,,auto
653,122,41715037,,1364,1,,466,1,,1,317654988,1799680779,left,,,,EBL,"LINESTRING (-111.9187702800164 33.41840641660903, -111.9186843894535 33.41847837599982)",,,auto
654,122,41715037,,1364,1,,467,1,,1,317654988,41654679,right,,,,EBR,"LINESTRING (-111.9187702800164 33.41840641660903, -111.9186798183619 33.41833415482947)",,,auto
655,122,41715037,,1364,1,,1366,1,,1,317654988,42208491,thru,,,,EBT,"LINESTRING (-111.9187702800164 33.41840641660903, -111.9185981864953 33.41840637008399)",,,auto
656,122,41715037,,1367,1,,466,1,,1,42208491,1799680779,right,,,,WBR,"LINESTRING (-111.9185981864953 33.41840637008399, -111.9186843894535 33.41847837599982)",,,auto
657,122,41715037,,1367,1,,467,1,,1,42208491,41654679,left,,,,WBL,"LINESTRING (-111.9185981864953 33.41840637008399, -111.9186798183619 33.41833415482947)",,,auto
658,122,41715037,,1367,1,,1365,1,,1,42208491,317654988,thru,,,,WBT,"LINESTRING (-111.9185981864953 33.41840637008399, -111.9187702800164 33.41840641660903)",,,auto
659,126,41746580,,152,1,,490,1,,1,3642940510,41529813,right,,,,EBR,"LINESTRING (-111.9367580094218 33.42549946860019, -111.936671948607 33.42542731624631)",,,auto
660,126,41746580,,152,1,,693,1,,1,3642940510,6786314013,thru,,,,EBT,"LINESTRING (-111.9367580094218 33.42549946860019, -111.9365859074225 33.42550032886076)",,,auto
661,126,41746580,,491,1,,153,1,,1,41529813,3642940510,left,,,,NBL,"LINESTRING (-111.936671948607 33.42542731624631, -111.9367580094218 33.42549946860019)",,,auto
662,126,41746580,,491,1,,693,1,,1,41529813,6786314013,right,,,,NBR,"LINESTRING (-111.936671948607 33.42542731624631, -111.9365859074225 33.42550032886076)",,,auto
663,126,41746580,,694,1,,153,1,,1,6786314013,3642940510,thru,,,,WBT,"LINESTRING (-111.9365859074225 33.42550032886076, -111.9367580094218 33.42549946860019)",,,auto
664,126,41746580,,694,1,,490,1,,1,6786314013,41529813,left,,,,WBL,"LINESTRING (-111.9365859074225 33.42550032886076, -111.936671948607 33.42542731624631)",,,auto
665,127,41746582,,312,1,,443,1,,1,316007232,330693619,right,,,,NBR,"LINESTRING (-111.9349470432964 33.42536962495553, -111.9348846792272 33.42537783742645)",,,auto
666,127,41746582,,312,1,,696,1,,1,316007232,316008315,left,,,,NBL,"LINESTRING (-111.9349470432964 33.42536962495553, -111.9350100423244 33.42546255405858)",,,auto
667,127,41746582,,695,1,,311,1,,1,316008315,316007232,right,,,,EBR,"LINESTRING (-111.9350100423244 33.42546255405858, -111.9349470432964 33.42536962495553)",,,auto
668,127,41746582,,695,1,,443,1,,1,316008315,330693619,thru,,,,EBT,"LINESTRING (-111.9350100423244 33.42546255405858, -111.9348846792272 33.42537783742645)",,,auto
669,127,41746582,,1278,2,,311,1,,1,5201685473,316007232,left,,,,WBL,"LINESTRING (-111.9348591910292 33.42548306418314, -111.9349470432964 33.42536962495553)",,,auto
670,127,41746582,,1278,1,,443,1,,1,5201685473,330693619,uturn,,,,WBU,"LINESTRING (-111.9348591910292 33.42548306418314, -111.9348846792272 33.42537783742645)",,,auto
671,127,41746582,,1278,2,,696,1,,1,5201685473,316008315,thru,,,,WBT,"LINESTRING (-111.9348591910292 33.42548306418314, -111.9350100423244 33.42546255405858)",,,auto
672,128,41752392,,144,1,,181,1,,1,5341183669,41752397,left,,,,EBL,"LINESTRING (-111.9302014418944 33.40934015609821, -111.9301156056381 33.4094129713175)",,,auto
673,128,41752392,,144,1,,182,1,,1,5341183669,41832337,right,,,,EBR,"LINESTRING (-111.9302014418944 33.40934015609821, -111.930115406009 33.40926865496343)",,,auto
674,128,41752392,,180,1,,145,1,,1,41752397,5341183669,right,,,,SBR,"LINESTRING (-111.9301156056381 33.4094129713175, -111.9302014418944 33.40934015609821)",,,auto
675,128,41752392,,180,1,,182,1,,1,41752397,41832337,thru,,,,SBT,"LINESTRING (-111.9301156056381 33.4094129713175, -111.930115406009 33.40926865496343)",,,auto
676,128,41752392,,183,1,,145,1,,1,41832337,5341183669,left,,,,NBL,"LINESTRING (-111.930115406009 33.40926865496343, -111.9302014418944 33.40934015609821)",,,auto
677,128,41752392,,183,1,,181,1,,1,41832337,41752397,thru,,,,NBT,"LINESTRING (-111.930115406009 33.40926865496343, -111.9301156056381 33.4094129713175)",,,auto
678,129,41752397,,147,1,,179,1,,1,41752399,41546647,right,,,,WBR,"LINESTRING (-111.9300304542063 33.40973550687055, -111.9301173662891 33.40980713230326)",,,auto
679,129,41752397,,147,1,,180,1,,1,41752399,41752392,left,,,,WBL,"LINESTRING (-111.9300304542063 33.40973550687055, -111.9301162921053 33.4096628196979)",,,auto
680,129,41752397,,178,1,,146,1,,1,41546647,41752399,left,,,,SBL,"LINESTRING (-111.9301173662891 33.40980713230326, -111.9300304542063 33.40973550687055)",,,auto
681,129,41752397,,178,1,,180,1,,1,41546647,41752392,thru,,,,SBT,"LINESTRING (-111.9301173662891 33.40980713230326, -111.9301162921053 33.4096628196979)",,,auto
682,129,41752397,,181,1,,146,1,,1,41752392,41752399,right,,,,NBR,"LINESTRING (-111.9301162921053 33.4096628196979, -111.9300304542063 33.40973550687055)",,,auto
683,129,41752397,,181,1,,179,1,,1,41752392,41546647,thru,,,,NBT,"LINESTRING (-111.9301162921053 33.4096628196979, -111.9301173662891 33.40980713230326)",,,auto
684,130,41752399,,146,1,,148,1,,1,41752397,41617200,thru,,,,EBT,"LINESTRING (-111.9293356880123 33.40973976654726, -111.9291636152318 33.40974072305081)",,,auto
685,130,41752399,,146,1,,234,1,,1,41752397,41942014,right,,,,EBR,"LINESTRING (-111.9293356880123 33.40973976654726, -111.9292496521776 33.40966823995736)",,,auto
686,130,41752399,,149,1,,147,1,,1,41617200,41752397,thru,,,,WBT,"LINESTRING (-111.9291636152318 33.40974072305081, -111.9293356880123 33.40973976654726)",,,auto
687,130,41752399,,149,1,,234,1,,1,41617200,41942014,left,,,,WBL,"LINESTRING (-111.9291636152318 33.40974072305081, -111.9292496521776 33.40966823995736)",,,auto
688,130,41752399,,235,1,,147,1,,1,41942014,41752397,left,,,,NBL,"LINESTRING (-111.9292496521776 33.40966823995736, -111.9293356880123 33.40973976654726)",,,auto
