mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,movement_str,geometry,volume,free_speed,allowed_uses
0,0,41459438,,1292,1,,1294,1,,1,41529697,41529701_2704829968,thru,,,,EBT,"LINESTRING (-111.9276007960777 33.424501255979, -111.9274286953146 33.42450205638182)",,,auto
1,0,41459438,,1292,1,,1510,1,,1,41529697,8122988905,right,,,,EBR,"LINESTRING (-111.9276007960777 33.424501255979, -111.9275136575458 33.42442910319659)",,,auto
2,0,41459438,,1295,1,,1293,1,,1,41529701_2704829968,41529697,thru,,,,WBT,"LINESTRING (-111.9274286953146 33.42450205638182, -111.9276007960777 33.424501255979)",,,auto
3,0,41459438,,1295,1,,1510,1,,1,41529701_2704829968,8122988905,left,,,,WBL,"LINESTRING (-111.9274286953146 33.42450205638182, -111.9275136575458 33.42442910319659)",,,auto
4,0,41459438,,1511,1,,1293,1,,1,8122988905,41529697,left,,,,NBL,"LINESTRING (-111.9275136575458 33.42442910319659, -111.9276007960777 33.424501255979)",,,auto
5,0,41459438,,1511,1,,1294,1,,1,8122988905,41529701_2704829968,right,,,,NBR,"LINESTRING (-111.9275136575458 33.42442910319659, -111.9274286953146 33.42450205638182)",,,auto
6,3,41520506,,2,1,,395,1,,1,41520505,3101265422,left,,,,SBL,"LINESTRING (-111.9442577937175 33.42958736219997, -111.9441701373042 33.42951473727391)",,,auto
7,3,41520506,,2,1,,574,1,,1,41520505,41520509,thru,,,,SBT,"LINESTRING (-111.9442577937175 33.42958736219997, -111.9442597207056 33.42944314069489)",,,auto
8,3,41520506,,394,1,,3,1,,1,3101265422,41520505,right,,,,WBR,"LINESTRING (-111.9441701373042 33.42951473727391, -111.9442577937175 33.42958736219997)",,,auto
9,3,41520506,,394,1,,574,1,,1,3101265422,41520509,left,,,,WBL,"LINESTRING (-111.9441701373042 33.42951473727391, -111.9442597207056 33.42944314069489)",,,auto
10,3,41520506,,575,1,,3,1,,1,41520509,41520505,thru,,,,NBT,"LINESTRING (-111.9442597207056 33.42944314069489, -111.9442577937175 33.42958736219997)",,,auto
11,3,41520506,,575,1,,395,1,,1,41520509,3101265422,right,,,,NBR,"LINESTRING (-111.9442597207056 33.42944314069489, -111.9441701373042 33.42951473727391)",,,auto
12,4,41520509,,574,1,,709,1,,1,41520506,3299517573,thru,,,,SBT,"LINESTRING (-111.9442852384659 33.42920828106372, -111.9443239855551 33.42907236408269)",,,auto
13,4,41520509,,574,1,,1217,1,,1,41520506,5199796535,right,,,,SBR,"LINESTRING (-111.9442852384659 33.42920828106372, -111.9444110277095 33.4291440220698)",,,auto
14,4,41520509,,710,1,,575,1,,1,3299517573,41520506,thru,,,,NBT,"LINESTRING (-111.9443239855551 33.42907236408269, -111.9442852384659 33.42920828106372)",,,auto
15,4,41520509,,710,1,,1217,1,,1,3299517573,5199796535,left,,,,NBL,"LINESTRING (-111.9443239855551 33.42907236408269, -111.9444110277095 33.4291440220698)",,,auto
16,4,41520509,,1218,1,,575,1,,1,5199796535,41520506,left,,,,EBL,"LINESTRING (-111.9444110277095 33.4291440220698, -111.9442852384659 33.42920828106372)",,,auto
17,4,41520509,,1218,2,,709,1,,1,5199796535,3299517573,right,,,,EBR,"LINESTRING (-111.9444110277095 33.4291440220698, -111.9443239855551 33.42907236408269)",,,auto
18,5,41520512,,383,1,,552,1,,1,6453652435,41520515,right,,,,EBR,"LINESTRING (-111.9443737841626 33.42546805784558, -111.9442885862681 33.42539591434665)",,,auto
19,5,41520512,,383,1,,712,1,,1,6453652435,3299517573,left,,,,EBL,"LINESTRING (-111.9443737841626 33.42546805784558, -111.9442869538246 33.42554022400536)",,,auto
20,5,41520512,,383,1,,723,1,,1,6453652435,41563500,thru,,,,EBT,"LINESTRING (-111.9443737841626 33.42546805784558, -111.9442047768512 33.42544907416154)",,,auto
21,5,41520512,,553,1,,382,1,,1,41520515,6453652435,left,,,,NBL,"LINESTRING (-111.9442885862681 33.42539591434665, -111.9443737841626 33.42546805784558)",,,auto
22,5,41520512,,553,1,,712,1,,1,41520515,3299517573,thru,,,,NBT,"LINESTRING (-111.9442885862681 33.42539591434665, -111.9442869538246 33.42554022400536)",,,auto
23,5,41520512,,553,1,,723,1,,1,41520515,41563500,right,,,,NBR,"LINESTRING (-111.9442885862681 33.42539591434665, -111.9442047768512 33.42544907416154)",,,auto
24,5,41520512,,711,1,,382,1,,1,3299517573,6453652435,right,,,,SBR,"LINESTRING (-111.9442869538246 33.42554022400536, -111.9443737841626 33.42546805784558)",,,auto
25,5,41520512,,711,1,,552,1,,1,3299517573,41520515,thru,,,,SBT,"LINESTRING (-111.9442869538246 33.42554022400536, -111.9442885862681 33.42539591434665)",,,auto
26,5,41520512,,711,1,,723,1,,1,3299517573,41563500,left,,,,SBL,"LINESTRING (-111.9442869538246 33.42554022400536, -111.9442047768512 33.42544907416154)",,,auto
27,5,41520512,,1480,2,,382,1,,1,41563500,6453652435,thru,,,,WBT,"LINESTRING (-111.9442095403595 33.42549820482712, -111.9443737841626 33.42546805784558)",,,auto
28,5,41520512,,1480,1,,552,1,,1,41563500,41520515,left,,,,WBL,"LINESTRING (-111.9442095403595 33.42549820482712, -111.9442885862681 33.42539591434665)",,,auto
29,5,41520512,,1480,2,,712,1,,1,41563500,3299517573,right,,,,WBR,"LINESTRING (-111.9442095403595 33.42549820482712, -111.9442869538246 33.42554022400536)",,,auto
30,6,41520515,,296,1,,553,1,,1,,41520512,left,,,,EBL,"LINESTRING (-111.9443897084242 33.42432021309035, -111.9443022952931 33.42439200027535)",,,auto
31,6,41520515,,296,1,,554,1,,1,,41520518,right,,,,EBR,"LINESTRING (-111.9443897084242 33.42432021309035, -111.9443033767142 33.42424769349459)",,,auto
32,6,41520515,,552,1,,295,1,,1,41520512,,right,,,,SBR,"LINESTRING (-111.9443022952931 33.42439200027535, -111.9443897084242 33.42432021309035)",,,auto
33,6,41520515,,552,1,,554,1,,1,41520512,41520518,thru,,,,SBT,"LINESTRING (-111.9443022952931 33.42439200027535, -111.9443033767142 33.42424769349459)",,,auto
34,6,41520515,,555,1,,295,1,,1,41520518,,left,,,,NBL,"LINESTRING (-111.9443033767142 33.42424769349459, -111.9443897084242 33.42432021309035)",,,auto
35,6,41520515,,555,1,,553,1,,1,41520518,41520512,thru,,,,NBT,"LINESTRING (-111.9443033767142 33.42424769349459, -111.9443022952931 33.42439200027535)",,,auto
36,7,41520518,,137,1,,555,1,,1,,41520515,left,,,,EBL,"LINESTRING (-111.9443851981403 33.4231770367943, -111.9442994362174 33.4232492055154)",,,auto
37,7,41520518,,137,1,,556,1,,1,,41520521,right,,,,EBR,"LINESTRING (-111.9443851981403 33.4231770367943, -111.9442979519355 33.42310489665727)",,,auto
38,7,41520518,,554,1,,136,1,,1,41520515,,right,,,,SBR,"LINESTRING (-111.9442994362174 33.4232492055154, -111.9443851981403 33.4231770367943)",,,auto
39,7,41520518,,554,1,,556,1,,1,41520515,41520521,thru,,,,SBT,"LINESTRING (-111.9442994362174 33.4232492055154, -111.9442979519355 33.42310489665727)",,,auto
40,7,41520518,,557,1,,136,1,,1,41520521,,left,,,,NBL,"LINESTRING (-111.9442979519355 33.42310489665727, -111.9443851981403 33.4231770367943)",,,auto
41,7,41520518,,557,1,,555,1,,1,41520521,41520515,thru,,,,NBT,"LINESTRING (-111.9442979519355 33.42310489665727, -111.9442994362174 33.4232492055154)",,,auto
42,8,41520521,,556,1,,558,1,,1,41520518,41520523,thru,,,,SBT,"LINESTRING (-111.9442778686826 33.4219648913168, -111.944253431713 33.42182213135653)",,,auto
43,8,41520521,,556,1,,861,1,,1,41520518,4346605143,left,,,,SBL,"LINESTRING (-111.9442778686826 33.4219648913168, -111.9441795221951 33.42189422908517)",,,auto
44,8,41520521,,556,1,,862,2,,1,41520518,4346605144,right,,,,SBR,"LINESTRING (-111.9442778686826 33.4219648913168, -111.9443516179613 33.42189392395884)",,,auto
45,8,41520521,,559,1,,557,1,,1,41520523,41520518,thru,,,,NBT,"LINESTRING (-111.944253431713 33.42182213135653, -111.9442778686826 33.4219648913168)",,,auto
46,8,41520521,,559,1,,861,2,,1,41520523,4346605143,right,,,,NBR,"LINESTRING (-111.944253431713 33.42182213135653, -111.9441795221951 33.42189422908517)",,,auto
47,8,41520521,,559,1,,862,1,,1,41520523,4346605144,left,,,,NBL,"LINESTRING (-111.944253431713 33.42182213135653, -111.9443516179613 33.42189392395884)",,,auto
48,8,41520521,,860,3,,557,1,,1,4346605143,41520518,right,,,,WBR,"LINESTRING (-111.9441795221951 33.42189422908517, -111.9442778686826 33.4219648913168)",,,auto
49,8,41520521,,860,1,,558,1,,1,4346605143,41520523,left,,,,WBL,"LINESTRING (-111.9441795221951 33.42189422908517, -111.944253431713 33.42182213135653)",,,auto
50,8,41520521,,860,2,,862,2,,1,4346605143,4346605144,thru,,,,WBT,"LINESTRING (-111.9441795221951 33.42189422908517, -111.9443516179613 33.42189392395884)",,,auto
51,8,41520521,,863,1,,557,1,,1,4346605144,41520518,left,,,,EBL,"LINESTRING (-111.9443516179613 33.42189392395884, -111.9442778686826 33.4219648913168)",,,auto
52,8,41520521,,863,3,,558,1,,1,4346605144,41520523,right,,,,EBR,"LINESTRING (-111.9443516179613 33.42189392395884, -111.944253431713 33.42182213135653)",,,auto
53,8,41520521,,863,2,,861,2,,1,4346605144,4346605143,thru,,,,EBT,"LINESTRING (-111.9443516179613 33.42189392395884, -111.9441795221951 33.42189422908517)",,,auto
54,9,41520523,,353,1,,559,1,,1,,41520521,left,,,,EBL,"LINESTRING (-111.9443363316419 33.42063811082019, -111.9442502956092 33.42071014814913)",,,auto
55,9,41520523,,353,1,,560,1,,1,,41520525,right,,,,EBR,"LINESTRING (-111.9443363316419 33.42063811082019, -111.9442497333566 33.42056583334097)",,,auto
56,9,41520523,,558,1,,352,1,,1,41520521,,right,,,,SBR,"LINESTRING (-111.9442502956092 33.42071014814913, -111.9443363316419 33.42063811082019)",,,auto
57,9,41520523,,558,1,,560,1,,1,41520521,41520525,thru,,,,SBT,"LINESTRING (-111.9442502956092 33.42071014814913, -111.9442497333566 33.42056583334097)",,,auto
58,9,41520523,,561,1,,352,1,,1,41520525,,left,,,,NBL,"LINESTRING (-111.9442497333566 33.42056583334097, -111.9443363316419 33.42063811082019)",,,auto
59,9,41520523,,561,1,,559,1,,1,41520525,41520521,thru,,,,NBT,"LINESTRING (-111.9442497333566 33.42056583334097, -111.9442502956092 33.42071014814913)",,,auto
60,10,41520525,,560,1,,562,1,,1,41520523,41520528,thru,,,,SBT,"LINESTRING (-111.9442486280781 33.42042061242019, -111.944247758515 33.42027629810458)",,,auto
61,10,41520525,,560,1,,1460,1,,1,41520523,7264975967,left,,,,SBL,"LINESTRING (-111.9442486280781 33.42042061242019, -111.9441620357631 33.4203476178113)",,,auto
62,10,41520525,,563,1,,561,1,,1,41520528,41520523,thru,,,,NBT,"LINESTRING (-111.944247758515 33.42027629810458, -111.9442486280781 33.42042061242019)",,,auto
63,10,41520525,,563,1,,1460,1,,1,41520528,7264975967,right,,,,NBR,"LINESTRING (-111.944247758515 33.42027629810458, -111.9441620357631 33.4203476178113)",,,auto
64,10,41520525,,1459,1,,561,1,,1,7264975967,41520523,right,,,,WBR,"LINESTRING (-111.9441620357631 33.4203476178113, -111.9442486280781 33.42042061242019)",,,auto
65,10,41520525,,1459,1,,562,1,,1,7264975967,41520528,left,,,,WBL,"LINESTRING (-111.9441620357631 33.4203476178113, -111.944247758515 33.42027629810458)",,,auto
66,11,41520528,,112,1,,563,1,,1,,41520525,left,,,,EBL,"LINESTRING (-111.9443318043747 33.41940233698916, -111.9442457694606 33.4194744404665)",,,auto
67,11,41520528,,112,1,,564,1,,1,,41520531,right,,,,EBR,"LINESTRING (-111.9443318043747 33.41940233698916, -111.9442457433378 33.41933012416075)",,,auto
68,11,41520528,,562,1,,111,1,,1,41520525,,right,,,,SBR,"LINESTRING (-111.9442457694606 33.4194744404665, -111.9443318043747 33.41940233698916)",,,auto
69,11,41520528,,562,1,,564,1,,1,41520525,41520531,thru,,,,SBT,"LINESTRING (-111.9442457694606 33.4194744404665, -111.9442457433378 33.41933012416075)",,,auto
70,11,41520528,,565,1,,111,1,,1,41520531,,left,,,,NBL,"LINESTRING (-111.9442457433378 33.41933012416075, -111.9443318043747 33.41940233698916)",,,auto
71,11,41520528,,565,1,,563,1,,1,41520531,41520525,thru,,,,NBT,"LINESTRING (-111.9442457433378 33.41933012416075, -111.9442457694606 33.4194744404665)",,,auto
72,12,41520531,,117,1,,565,1,,1,41563464,41520528,right,,,,WBR,"LINESTRING (-111.9441596297642 33.41891804301565, -111.9442456816235 33.41898917687504)",,,auto
73,12,41520531,,117,1,,566,1,,1,41563464,41520533,left,,,,WBL,"LINESTRING (-111.9441596297642 33.41891804301565, -111.9442451903869 33.41884486167132)",,,auto
74,12,41520531,,564,1,,118,1,,1,41520528,41563464,left,,,,SBL,"LINESTRING (-111.9442456816235 33.41898917687504, -111.9441596297642 33.41891804301565)",,,auto
75,12,41520531,,564,1,,566,1,,1,41520528,41520533,thru,,,,SBT,"LINESTRING (-111.9442456816235 33.41898917687504, -111.9442451903869 33.41884486167132)",,,auto
76,12,41520531,,567,1,,118,1,,1,41520533,41563464,right,,,,NBR,"LINESTRING (-111.9442451903869 33.41884486167132, -111.9441596297642 33.41891804301565)",,,auto
77,12,41520531,,567,1,,565,1,,1,41520533,41520528,thru,,,,NBT,"LINESTRING (-111.9442451903869 33.41884486167132, -111.9442456816235 33.41898917687504)",,,auto
78,13,41520533,,389,1,,567,1,,1,,41520531,left,,,,EBL,"LINESTRING (-111.9443304276105 33.4177841246102, -111.9442444008252 33.41785539185543)",,,auto
79,13,41520533,,389,1,,568,1,,1,,41520536,right,,,,EBR,"LINESTRING (-111.9443304276105 33.4177841246102, -111.944244111569 33.41771107588286)",,,auto
80,13,41520533,,566,1,,388,1,,1,41520531,,right,,,,SBR,"LINESTRING (-111.9442444008252 33.41785539185543, -111.9443304276105 33.4177841246102)",,,auto
81,13,41520533,,566,1,,568,1,,1,41520531,41520536,thru,,,,SBT,"LINESTRING (-111.9442444008252 33.41785539185543, -111.944244111569 33.41771107588286)",,,auto
82,13,41520533,,569,1,,388,1,,1,41520536,,left,,,,NBL,"LINESTRING (-111.944244111569 33.41771107588286, -111.9443304276105 33.4177841246102)",,,auto
83,13,41520533,,569,1,,567,1,,1,41520536,41520531,thru,,,,NBT,"LINESTRING (-111.944244111569 33.41771107588286, -111.9442444008252 33.41785539185543)",,,auto
84,14,41520536,,243,1,,569,1,,1,,41520533,left,,,,EBL,"LINESTRING (-111.944327032666 33.41682261738011, -111.9442412683206 33.41689478615719)",,,auto
85,14,41520536,,243,1,,570,1,,1,,41520539,right,,,,EBR,"LINESTRING (-111.944327032666 33.41682261738011, -111.944240974155 33.41675047017557)",,,auto
86,14,41520536,,568,1,,242,1,,1,41520533,,right,,,,SBR,"LINESTRING (-111.9442412683206 33.41689478615719, -111.944327032666 33.41682261738011)",,,auto
87,14,41520536,,568,1,,570,1,,1,41520533,41520539,thru,,,,SBT,"LINESTRING (-111.9442412683206 33.41689478615719, -111.944240974155 33.41675047017557)",,,auto
88,14,41520536,,571,1,,242,1,,1,41520539,,left,,,,NBL,"LINESTRING (-111.944240974155 33.41675047017557, -111.944327032666 33.41682261738011)",,,auto
89,14,41520536,,571,1,,569,1,,1,41520539,41520533,thru,,,,NBT,"LINESTRING (-111.944240974155 33.41675047017557, -111.9442412683206 33.41689478615719)",,,auto
90,15,41520539,,322,1,,571,1,,1,,41520536,left,,,,EBL,"LINESTRING (-111.9443258192106 33.41606793273663, -111.9442403396669 33.41613983009945)",,,auto
91,15,41520539,,322,1,,572,1,,1,,41520542,right,,,,EBR,"LINESTRING (-111.9443258192106 33.41606793273663, -111.9442397619998 33.41599551526865)",,,auto
92,15,41520539,,570,1,,321,1,,1,41520536,,right,,,,SBR,"LINESTRING (-111.9442403396669 33.41613983009945, -111.9443258192106 33.41606793273663)",,,auto
93,15,41520539,,570,1,,572,1,,1,41520536,41520542,thru,,,,SBT,"LINESTRING (-111.9442403396669 33.41613983009945, -111.9442397619998 33.41599551526865)",,,auto
94,15,41520539,,573,1,,321,1,,1,41520542,,left,,,,NBL,"LINESTRING (-111.9442397619998 33.41599551526865, -111.9443258192106 33.41606793273663)",,,auto
95,15,41520539,,573,1,,571,1,,1,41520542,41520536,thru,,,,NBT,"LINESTRING (-111.9442397619998 33.41599551526865, -111.9442403396669 33.41613983009945)",,,auto
96,16,41520542,,473,1,,475,1,,1,41563456,41520578,thru,,,,WBT,"LINESTRING (-111.9441625315556 33.41464176186311, -111.9442680175232 33.41463397659335)",,,auto
97,16,41520542,,473,1,,573,1,,1,41563456,41520539,right,,,,WBR,"LINESTRING (-111.9441625315556 33.41464176186311, -111.9442481331535 33.4147065883247)",,,auto
98,16,41520542,,476,1,,474,1,,1,41520578,41563456,thru,,,,EBT,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9441625315556 33.41464176186311)",,,auto
99,16,41520542,,476,1,,573,1,,1,41520578,41520539,left,,,,EBL,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9442481331535 33.4147065883247)",,,auto
100,16,41520542,,572,1,,474,1,,1,41520539,41563456,left,,,,SBL,"LINESTRING (-111.9442481331535 33.4147065883247, -111.9441625315556 33.41464176186311)",,,auto
101,16,41520542,,572,1,,475,1,,1,41520539,41520578,right,,,,SBR,"LINESTRING (-111.9442481331535 33.4147065883247, -111.9442680175232 33.41463397659335)",,,auto
102,17,41520578,,5,1,,476,1,,1,41520581,41520542,right,,,,NBR,"LINESTRING (-111.9442868776092 33.41456137010139, -111.9442680175232 33.41463397659335)",,,auto
103,17,41520578,,5,1,,477,1,,1,41520581,,left,,,,NBL,"LINESTRING (-111.9442868776092 33.41456137010139, -111.9443739581132 33.41463354807437)",,,auto
104,17,41520578,,475,1,,4,1,,1,41520542,41520581,left,,,,WBL,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9442868776092 33.41456137010139)",,,auto
105,17,41520578,,475,1,,477,1,,1,41520542,,thru,,,,WBT,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9443739581132 33.41463354807437)",,,auto
106,17,41520578,,478,1,,4,1,,1,,41520581,right,,,,EBR,"LINESTRING (-111.9443739581132 33.41463354807437, -111.9442868776092 33.41456137010139)",,,auto
107,17,41520578,,478,1,,476,1,,1,,41520542,thru,,,,EBT,"LINESTRING (-111.9443739581132 33.41463354807437, -111.9442680175232 33.41463397659335)",,,auto
108,18,41520581,,4,1,,6,1,,1,41520578,41520584,thru,,,,SBT,"LINESTRING (-111.9443131530218 33.41397507513128, -111.9443131518312 33.41383076060619)",,,auto
109,18,41520581,,4,1,,52,1,,1,41520578,,right,,,,SBR,"LINESTRING (-111.9443131530218 33.41397507513128, -111.9443996374874 33.41390308905543)",,,auto
110,18,41520581,,7,1,,5,1,,1,41520584,41520578,thru,,,,NBT,"LINESTRING (-111.9443131518312 33.41383076060619, -111.9443131530218 33.41397507513128)",,,auto
111,18,41520581,,7,1,,52,1,,1,41520584,,left,,,,NBL,"LINESTRING (-111.9443131518312 33.41383076060619, -111.9443996374874 33.41390308905543)",,,auto
112,18,41520581,,53,1,,5,1,,1,,41520578,left,,,,EBL,"LINESTRING (-111.9443996374874 33.41390308905543, -111.9443131530218 33.41397507513128)",,,auto
113,18,41520581,,53,1,,6,1,,1,,41520584,right,,,,EBR,"LINESTRING (-111.9443996374874 33.41390308905543, -111.9443131518312 33.41383076060619)",,,auto
114,19,41520584,,6,1,,8,1,,1,41520581,41520587,thru,,,,SBT,"LINESTRING (-111.9443096052292 33.41325349347313, -111.9443091488036 33.41310917797941)",,,auto
115,19,41520584,,6,1,,70,1,,1,41520581,,right,,,,SBR,"LINESTRING (-111.9443096052292 33.41325349347313, -111.9443952014573 33.41318186635188)",,,auto
116,19,41520584,,9,1,,7,1,,1,41520587,41520581,thru,,,,NBT,"LINESTRING (-111.9443091488036 33.41310917797941, -111.9443096052292 33.41325349347313)",,,auto
117,19,41520584,,9,1,,70,1,,1,41520587,,left,,,,NBL,"LINESTRING (-111.9443091488036 33.41310917797941, -111.9443952014573 33.41318186635188)",,,auto
118,19,41520584,,71,1,,7,1,,1,,41520581,left,,,,EBL,"LINESTRING (-111.9443952014573 33.41318186635188, -111.9443096052292 33.41325349347313)",,,auto
119,19,41520584,,71,1,,8,1,,1,,41520587,right,,,,EBR,"LINESTRING (-111.9443952014573 33.41318186635188, -111.9443091488036 33.41310917797941)",,,auto
120,20,41520587,,8,1,,10,1,,1,41520584,41520590,thru,,,,SBT,"LINESTRING (-111.944302687679 33.41109325736124, -111.9443018172562 33.41094894274474)",,,auto
121,20,41520587,,8,1,,120,1,,1,41520584,317699382,left,,,,SBL,"LINESTRING (-111.944302687679 33.41109325736124, -111.944216278072 33.411020694851)",,,auto
122,20,41520587,,8,1,,121,1,,1,41520584,,right,,,,SBR,"LINESTRING (-111.944302687679 33.41109325736124, -111.9443883559488 33.41102126960951)",,,auto
123,20,41520587,,11,1,,9,1,,1,41520590,41520584,thru,,,,NBT,"LINESTRING (-111.9443018172562 33.41094894274474, -111.944302687679 33.41109325736124)",,,auto
124,20,41520587,,11,1,,120,1,,1,41520590,317699382,right,,,,NBR,"LINESTRING (-111.9443018172562 33.41094894274474, -111.944216278072 33.411020694851)",,,auto
125,20,41520587,,11,1,,121,1,,1,41520590,,left,,,,NBL,"LINESTRING (-111.9443018172562 33.41094894274474, -111.9443883559488 33.41102126960951)",,,auto
126,20,41520587,,119,1,,9,1,,1,317699382,41520584,right,,,,WBR,"LINESTRING (-111.944216278072 33.411020694851, -111.944302687679 33.41109325736124)",,,auto
127,20,41520587,,119,1,,10,1,,1,317699382,41520590,left,,,,WBL,"LINESTRING (-111.944216278072 33.411020694851, -111.9443018172562 33.41094894274474)",,,auto
128,20,41520587,,119,1,,121,1,,1,317699382,,thru,,,,WBT,"LINESTRING (-111.944216278072 33.411020694851, -111.9443883559488 33.41102126960951)",,,auto
129,20,41520587,,122,1,,9,1,,1,,41520584,left,,,,EBL,"LINESTRING (-111.9443883559488 33.41102126960951, -111.944302687679 33.41109325736124)",,,auto
130,20,41520587,,122,1,,10,1,,1,,41520590,right,,,,EBR,"LINESTRING (-111.9443883559488 33.41102126960951, -111.9443018172562 33.41094894274474)",,,auto
131,20,41520587,,122,1,,120,1,,1,,317699382,thru,,,,EBT,"LINESTRING (-111.9443883559488 33.41102126960951, -111.944216278072 33.411020694851)",,,auto
132,21,41520590,,10,1,,12,1,,1,41520587,41520593,thru,,,,SBT,"LINESTRING (-111.9442972293297 33.41033649813837, -111.9442965796588 33.41019218274983)",,,auto
133,21,41520590,,10,1,,344,1,,1,41520587,,right,,,,SBR,"LINESTRING (-111.9442972293297 33.41033649813837, -111.9443828403968 33.41026419257199)",,,auto
134,21,41520590,,13,1,,11,1,,1,41520593,41520587,thru,,,,NBT,"LINESTRING (-111.9442965796588 33.41019218274983, -111.9442972293297 33.41033649813837)",,,auto
135,21,41520590,,13,1,,344,1,,1,41520593,,left,,,,NBL,"LINESTRING (-111.9442965796588 33.41019218274983, -111.9443828403968 33.41026419257199)",,,auto
136,21,41520590,,345,1,,11,1,,1,,41520587,left,,,,EBL,"LINESTRING (-111.9443828403968 33.41026419257199, -111.9442972293297 33.41033649813837)",,,auto
137,21,41520590,,345,1,,12,1,,1,,41520593,right,,,,EBR,"LINESTRING (-111.9443828403968 33.41026419257199, -111.9442965796588 33.41019218274983)",,,auto
138,22,41520593,,12,1,,14,1,,1,41520590,41520594,thru,,,,SBT,"LINESTRING (-111.9442956034724 33.40958875916799, -111.9442953689527 33.40944444287003)",,,auto
139,22,41520593,,12,1,,390,1,,1,41520590,,right,,,,SBR,"LINESTRING (-111.9442956034724 33.40958875916799, -111.9443816284451 33.40951645283332)",,,auto
140,22,41520593,,15,1,,13,1,,1,41520594,41520590,thru,,,,NBT,"LINESTRING (-111.9442953689527 33.40944444287003, -111.9442956034724 33.40958875916799)",,,auto
141,22,41520593,,15,1,,390,1,,1,41520594,,left,,,,NBL,"LINESTRING (-111.9442953689527 33.40944444287003, -111.9443816284451 33.40951645283332)",,,auto
142,22,41520593,,391,1,,13,1,,1,,41520590,left,,,,EBL,"LINESTRING (-111.9443816284451 33.40951645283332, -111.9442956034724 33.40958875916799)",,,auto
143,22,41520593,,391,1,,14,1,,1,,41520594,right,,,,EBR,"LINESTRING (-111.9443816284451 33.40951645283332, -111.9442953689527 33.40944444287003)",,,auto
144,23,41520594,,14,1,,16,1,,1,41520593,41520604,thru,,,,SBT,"LINESTRING (-111.9442943922796 33.4088410192164, -111.9442946427333 33.40869670300064)",,,auto
145,23,41520594,,14,1,,323,1,,1,41520593,,right,,,,SBR,"LINESTRING (-111.9442943922796 33.4088410192164, -111.9443804165168 33.40876871300411)",,,auto
146,23,41520594,,17,1,,15,1,,1,41520604,41520593,thru,,,,NBT,"LINESTRING (-111.9442946427333 33.40869670300064, -111.9442943922796 33.4088410192164)",,,auto
147,23,41520594,,17,1,,323,1,,1,41520604,,left,,,,NBL,"LINESTRING (-111.9442946427333 33.40869670300064, -111.9443804165168 33.40876871300411)",,,auto
148,23,41520594,,324,1,,15,1,,1,,41520593,left,,,,EBL,"LINESTRING (-111.9443804165168 33.40876871300411, -111.9442943922796 33.4088410192164)",,,auto
149,23,41520594,,324,1,,16,1,,1,,41520604,right,,,,EBR,"LINESTRING (-111.9443804165168 33.40876871300411, -111.9442946427333 33.40869670300064)",,,auto
150,24,41520604,,16,1,,1449,1,,1,41520594,418969823,left,,,,SBL,"LINESTRING (-111.9439499946809 33.40744840779031, -111.9439128788641 33.40737670511497)",,,auto
151,24,41520604,,16,1,,1450,2,,1,41520594,,right,,,,SBR,"LINESTRING (-111.9439499946809 33.40744840779031, -111.9440360180107 33.40737623872333)",,,auto
152,24,41520604,,1448,2,,17,1,,1,418969823,41520594,right,,,,WBR,"LINESTRING (-111.9439128788641 33.40737670511497, -111.9439499946809 33.40744840779031)",,,auto
153,24,41520604,,1448,1,,1450,1,,1,418969823,,thru,,,,WBT,"LINESTRING (-111.9439128788641 33.40737670511497, -111.9440360180107 33.40737623872333)",,,auto
154,24,41520604,,1451,1,,17,1,,1,,41520594,left,,,,EBL,"LINESTRING (-111.9440360180107 33.40737623872333, -111.9439499946809 33.40744840779031)",,,auto
155,24,41520604,,1451,3,,1449,3,,1,,418969823,thru,,,,EBT,"LINESTRING (-111.9440360180107 33.40737623872333, -111.9439128788641 33.40737670511497)",,,auto
156,25,41529691,,19,1,,441,1,,1,41529697,5201685470,left,,,,SBL,"LINESTRING (-111.9304081480777 33.42319712191831, -111.9303414086159 33.42311605801363)",,,auto
157,25,41529691,,19,1,,444,1,,1,41529697,5201685473,right,,,,SBR,"LINESTRING (-111.9304081480777 33.42319712191831, -111.9304890742541 33.42317619273246)",,,auto
158,25,41529691,,442,1,,18,1,,1,5201685470,41529697,right,,,,WBR,"LINESTRING (-111.9303414086159 33.42311605801363, -111.9304081480777 33.42319712191831)",,,auto
159,25,41529691,,442,1,,444,1,,1,5201685470,5201685473,thru,,,,WBT,"LINESTRING (-111.9303414086159 33.42311605801363, -111.9304890742541 33.42317619273246)",,,auto
160,25,41529691,,1279,2,,18,1,,1,330693619,41529697,left,,,,EBL,"LINESTRING (-111.9305116108429 33.42313744738468, -111.9304081480777 33.42319712191831)",,,auto
161,25,41529691,,1279,2,,441,1,,1,330693619,5201685470,thru,,,,EBT,"LINESTRING (-111.9305116108429 33.42313744738468, -111.9303414086159 33.42311605801363)",,,auto
