signal_phase_mvmt_id,controller_id,mvmt_txt_id,signal_phase_num,timing_plan_id,mvmt_id,node_id,osm_node_id,ib_link_id,ob_link_id,ib_osm_node_id,ob_osm_node_id,protection,osm_web_address,geometry
0,,EBT,2,0,0,0,41459438,1292,1294,41529697,41529701_2704829968,protected,http://openstreetmap.org/node/41459438,"LINESTRING (-111.9276007960777 33.424501255979, -111.9274286953146 33.42450205638182)"
1,,EBR,2,0,1,0,41459438,1292,1510,41529697,8122988905,protected,http://openstreetmap.org/node/41459438,"LINESTRING (-111.9276007960777 33.424501255979, -111.9275136575458 33.42442910319659)"
2,,WBL,5,0,3,0,41459438,1295,1510,41529701_2704829968,8122988905,protected,http://openstreetmap.org/node/41459438,"LINESTRING (-111.9274286953146 33.42450205638182, -111.9275136575458 33.42442910319659)"
3,,WBT,6,0,2,0,41459438,1295,1293,41529701_2704829968,41529697,protected,http://openstreetmap.org/node/41459438,"LINESTRING (-111.9274286953146 33.42450205638182, -111.9276007960777 33.424501255979)"
4,,NBL,3,0,4,0,41459438,1511,1293,8122988905,41529697,protected,http://openstreetmap.org/node/41459438,"LINESTRING (-111.9275136575458 33.42442910319659, -111.9276007960777 33.424501255979)"
5,,NBR,4,0,5,0,41459438,1511,1294,8122988905,41529701_2704829968,protected,http://openstreetmap.org/node/41459438,"LINESTRING (-111.9275136575458 33.42442910319659, -111.9274286953146 33.42450205638182)"
0,,WBL,7,0,9,3,41520506,394,574,3101265422,41520509,protected,http://openstreetmap.org/node/41520506,"LINESTRING (-111.9441701373042 33.42951473727391, -111.9442597207056 33.42944314069489)"
1,,WBR,8,0,8,3,41520506,394,3,3101265422,41520505,protected,http://openstreetmap.org/node/41520506,"LINESTRING (-111.9441701373042 33.42951473727391, -111.9442577937175 33.42958736219997)"
2,,NBT,2,0,10,3,41520506,575,3,41520509,41520505,protected,http://openstreetmap.org/node/41520506,"LINESTRING (-111.9442597207056 33.42944314069489, -111.9442577937175 33.42958736219997)"
3,,NBR,2,0,11,3,41520506,575,395,41520509,3101265422,protected,http://openstreetmap.org/node/41520506,"LINESTRING (-111.9442597207056 33.42944314069489, -111.9441701373042 33.42951473727391)"
4,,SBL,5,0,6,3,41520506,2,395,41520505,3101265422,protected,http://openstreetmap.org/node/41520506,"LINESTRING (-111.9442577937175 33.42958736219997, -111.9441701373042 33.42951473727391)"
5,,SBT,6,0,7,3,41520506,2,574,41520505,41520509,protected,http://openstreetmap.org/node/41520506,"LINESTRING (-111.9442577937175 33.42958736219997, -111.9442597207056 33.42944314069489)"
0,,EBL,3,0,16,4,41520509,1218,575,5199796535,41520506,protected,http://openstreetmap.org/node/41520509,"LINESTRING (-111.9444110277095 33.4291440220698, -111.9442852384659 33.42920828106372)"
1,,EBR,4,0,17,4,41520509,1218,709,5199796535,3299517573,protected,http://openstreetmap.org/node/41520509,"LINESTRING (-111.9444110277095 33.4291440220698, -111.9443239855551 33.42907236408269)"
2,,NBL,1,0,15,4,41520509,710,1217,3299517573,5199796535,protected,http://openstreetmap.org/node/41520509,"LINESTRING (-111.9443239855551 33.42907236408269, -111.9444110277095 33.4291440220698)"
3,,NBT,2,0,14,4,41520509,710,575,3299517573,41520506,protected,http://openstreetmap.org/node/41520509,"LINESTRING (-111.9443239855551 33.42907236408269, -111.9442852384659 33.42920828106372)"
4,,SBT,6,0,12,4,41520509,574,709,41520506,3299517573,protected,http://openstreetmap.org/node/41520509,"LINESTRING (-111.9442852384659 33.42920828106372, -111.9443239855551 33.42907236408269)"
5,,SBR,6,0,13,4,41520509,574,1217,41520506,5199796535,protected,http://openstreetmap.org/node/41520509,"LINESTRING (-111.9442852384659 33.42920828106372, -111.9444110277095 33.4291440220698)"
0,,EBL,1,0,19,5,41520512,383,712,6453652435,3299517573,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9443737841626 33.42546805784558, -111.9442869538246 33.42554022400536)"
1,,EBT,2,0,20,5,41520512,383,723,6453652435,41563500,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9443737841626 33.42546805784558, -111.9442047768512 33.42544907416154)"
2,,EBR,2,0,18,5,41520512,383,552,6453652435,41520515,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9443737841626 33.42546805784558, -111.9442885862681 33.42539591434665)"
3,,WBL,5,0,28,5,41520512,1480,552,41563500,41520515,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442095403595 33.42549820482712, -111.9442885862681 33.42539591434665)"
4,,WBT,6,0,27,5,41520512,1480,382,41563500,6453652435,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442095403595 33.42549820482712, -111.9443737841626 33.42546805784558)"
5,,WBR,6,0,29,5,41520512,1480,712,41563500,3299517573,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442095403595 33.42549820482712, -111.9442869538246 33.42554022400536)"
6,,NBL,3,0,21,5,41520512,553,382,41520515,6453652435,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442885862681 33.42539591434665, -111.9443737841626 33.42546805784558)"
7,,NBT,4,0,22,5,41520512,553,712,41520515,3299517573,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442885862681 33.42539591434665, -111.9442869538246 33.42554022400536)"
8,,NBR,4,0,23,5,41520512,553,723,41520515,41563500,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442885862681 33.42539591434665, -111.9442047768512 33.42544907416154)"
9,,SBL,7,0,26,5,41520512,711,723,3299517573,41563500,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442869538246 33.42554022400536, -111.9442047768512 33.42544907416154)"
10,,SBT,8,0,25,5,41520512,711,552,3299517573,41520515,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442869538246 33.42554022400536, -111.9442885862681 33.42539591434665)"
11,,SBR,8,0,24,5,41520512,711,382,3299517573,6453652435,protected,http://openstreetmap.org/node/41520512,"LINESTRING (-111.9442869538246 33.42554022400536, -111.9443737841626 33.42546805784558)"
0,,EBL,3,0,30,6,41520515,296,553,,41520512,protected,http://openstreetmap.org/node/41520515,"LINESTRING (-111.9443897084242 33.42432021309035, -111.9443022952931 33.42439200027535)"
1,,EBR,4,0,31,6,41520515,296,554,,41520518,protected,http://openstreetmap.org/node/41520515,"LINESTRING (-111.9443897084242 33.42432021309035, -111.9443033767142 33.42424769349459)"
2,,NBL,1,0,34,6,41520515,555,295,41520518,,protected,http://openstreetmap.org/node/41520515,"LINESTRING (-111.9443033767142 33.42424769349459, -111.9443897084242 33.42432021309035)"
3,,NBT,2,0,35,6,41520515,555,553,41520518,41520512,protected,http://openstreetmap.org/node/41520515,"LINESTRING (-111.9443033767142 33.42424769349459, -111.9443022952931 33.42439200027535)"
4,,SBT,6,0,33,6,41520515,552,554,41520512,41520518,protected,http://openstreetmap.org/node/41520515,"LINESTRING (-111.9443022952931 33.42439200027535, -111.9443033767142 33.42424769349459)"
5,,SBR,6,0,32,6,41520515,552,295,41520512,,protected,http://openstreetmap.org/node/41520515,"LINESTRING (-111.9443022952931 33.42439200027535, -111.9443897084242 33.42432021309035)"
0,,EBL,3,0,36,7,41520518,137,555,,41520515,protected,http://openstreetmap.org/node/41520518,"LINESTRING (-111.9443851981403 33.4231770367943, -111.9442994362174 33.4232492055154)"
1,,EBR,4,0,37,7,41520518,137,556,,41520521,protected,http://openstreetmap.org/node/41520518,"LINESTRING (-111.9443851981403 33.4231770367943, -111.9442979519355 33.42310489665727)"
2,,NBL,1,0,40,7,41520518,557,136,41520521,,protected,http://openstreetmap.org/node/41520518,"LINESTRING (-111.9442979519355 33.42310489665727, -111.9443851981403 33.4231770367943)"
3,,NBT,2,0,41,7,41520518,557,555,41520521,41520515,protected,http://openstreetmap.org/node/41520518,"LINESTRING (-111.9442979519355 33.42310489665727, -111.9442994362174 33.4232492055154)"
4,,SBT,6,0,39,7,41520518,554,556,41520515,41520521,protected,http://openstreetmap.org/node/41520518,"LINESTRING (-111.9442994362174 33.4232492055154, -111.9442979519355 33.42310489665727)"
5,,SBR,6,0,38,7,41520518,554,136,41520515,,protected,http://openstreetmap.org/node/41520518,"LINESTRING (-111.9442994362174 33.4232492055154, -111.9443851981403 33.4231770367943)"
0,,EBL,1,0,51,8,41520521,863,557,4346605144,41520518,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9443516179613 33.42189392395884, -111.9442778686826 33.4219648913168)"
1,,EBT,2,0,53,8,41520521,863,861,4346605144,4346605143,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9443516179613 33.42189392395884, -111.9441795221951 33.42189422908517)"
2,,EBR,2,0,52,8,41520521,863,558,4346605144,41520523,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9443516179613 33.42189392395884, -111.944253431713 33.42182213135653)"
3,,WBL,5,0,49,8,41520521,860,558,4346605143,41520523,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9441795221951 33.42189422908517, -111.944253431713 33.42182213135653)"
4,,WBT,6,0,50,8,41520521,860,862,4346605143,4346605144,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9441795221951 33.42189422908517, -111.9443516179613 33.42189392395884)"
5,,WBR,6,0,48,8,41520521,860,557,4346605143,41520518,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9441795221951 33.42189422908517, -111.9442778686826 33.4219648913168)"
6,,NBL,3,0,47,8,41520521,559,862,41520523,4346605144,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.944253431713 33.42182213135653, -111.9443516179613 33.42189392395884)"
7,,NBT,4,0,45,8,41520521,559,557,41520523,41520518,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.944253431713 33.42182213135653, -111.9442778686826 33.4219648913168)"
8,,NBR,4,0,46,8,41520521,559,861,41520523,4346605143,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.944253431713 33.42182213135653, -111.9441795221951 33.42189422908517)"
9,,SBL,7,0,43,8,41520521,556,861,41520518,4346605143,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9442778686826 33.4219648913168, -111.9441795221951 33.42189422908517)"
10,,SBT,8,0,42,8,41520521,556,558,41520518,41520523,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9442778686826 33.4219648913168, -111.944253431713 33.42182213135653)"
11,,SBR,8,0,44,8,41520521,556,862,41520518,4346605144,protected,http://openstreetmap.org/node/41520521,"LINESTRING (-111.9442778686826 33.4219648913168, -111.9443516179613 33.42189392395884)"
0,,EBL,3,0,54,9,41520523,353,559,,41520521,protected,http://openstreetmap.org/node/41520523,"LINESTRING (-111.9443363316419 33.42063811082019, -111.9442502956092 33.42071014814913)"
1,,EBR,4,0,55,9,41520523,353,560,,41520525,protected,http://openstreetmap.org/node/41520523,"LINESTRING (-111.9443363316419 33.42063811082019, -111.9442497333566 33.42056583334097)"
2,,NBL,1,0,58,9,41520523,561,352,41520525,,protected,http://openstreetmap.org/node/41520523,"LINESTRING (-111.9442497333566 33.42056583334097, -111.9443363316419 33.42063811082019)"
3,,NBT,2,0,59,9,41520523,561,559,41520525,41520521,protected,http://openstreetmap.org/node/41520523,"LINESTRING (-111.9442497333566 33.42056583334097, -111.9442502956092 33.42071014814913)"
4,,SBT,6,0,57,9,41520523,558,560,41520521,41520525,protected,http://openstreetmap.org/node/41520523,"LINESTRING (-111.9442502956092 33.42071014814913, -111.9442497333566 33.42056583334097)"
5,,SBR,6,0,56,9,41520523,558,352,41520521,,protected,http://openstreetmap.org/node/41520523,"LINESTRING (-111.9442502956092 33.42071014814913, -111.9443363316419 33.42063811082019)"
0,,WBL,7,0,65,10,41520525,1459,562,7264975967,41520528,protected,http://openstreetmap.org/node/41520525,"LINESTRING (-111.9441620357631 33.4203476178113, -111.944247758515 33.42027629810458)"
1,,WBR,8,0,64,10,41520525,1459,561,7264975967,41520523,protected,http://openstreetmap.org/node/41520525,"LINESTRING (-111.9441620357631 33.4203476178113, -111.9442486280781 33.42042061242019)"
2,,NBT,2,0,62,10,41520525,563,561,41520528,41520523,protected,http://openstreetmap.org/node/41520525,"LINESTRING (-111.944247758515 33.42027629810458, -111.9442486280781 33.42042061242019)"
3,,NBR,2,0,63,10,41520525,563,1460,41520528,7264975967,protected,http://openstreetmap.org/node/41520525,"LINESTRING (-111.944247758515 33.42027629810458, -111.9441620357631 33.4203476178113)"
4,,SBL,5,0,61,10,41520525,560,1460,41520523,7264975967,protected,http://openstreetmap.org/node/41520525,"LINESTRING (-111.9442486280781 33.42042061242019, -111.9441620357631 33.4203476178113)"
5,,SBT,6,0,60,10,41520525,560,562,41520523,41520528,protected,http://openstreetmap.org/node/41520525,"LINESTRING (-111.9442486280781 33.42042061242019, -111.944247758515 33.42027629810458)"
0,,EBL,3,0,66,11,41520528,112,563,,41520525,protected,http://openstreetmap.org/node/41520528,"LINESTRING (-111.9443318043747 33.41940233698916, -111.9442457694606 33.4194744404665)"
1,,EBR,4,0,67,11,41520528,112,564,,41520531,protected,http://openstreetmap.org/node/41520528,"LINESTRING (-111.9443318043747 33.41940233698916, -111.9442457433378 33.41933012416075)"
2,,NBL,1,0,70,11,41520528,565,111,41520531,,protected,http://openstreetmap.org/node/41520528,"LINESTRING (-111.9442457433378 33.41933012416075, -111.9443318043747 33.41940233698916)"
3,,NBT,2,0,71,11,41520528,565,563,41520531,41520525,protected,http://openstreetmap.org/node/41520528,"LINESTRING (-111.9442457433378 33.41933012416075, -111.9442457694606 33.4194744404665)"
4,,SBT,6,0,69,11,41520528,562,564,41520525,41520531,protected,http://openstreetmap.org/node/41520528,"LINESTRING (-111.9442457694606 33.4194744404665, -111.9442457433378 33.41933012416075)"
5,,SBR,6,0,68,11,41520528,562,111,41520525,,protected,http://openstreetmap.org/node/41520528,"LINESTRING (-111.9442457694606 33.4194744404665, -111.9443318043747 33.41940233698916)"
0,,WBL,7,0,73,12,41520531,117,566,41563464,41520533,protected,http://openstreetmap.org/node/41520531,"LINESTRING (-111.9441596297642 33.41891804301565, -111.9442451903869 33.41884486167132)"
1,,WBR,8,0,72,12,41520531,117,565,41563464,41520528,protected,http://openstreetmap.org/node/41520531,"LINESTRING (-111.9441596297642 33.41891804301565, -111.9442456816235 33.41898917687504)"
2,,NBT,2,0,77,12,41520531,567,565,41520533,41520528,protected,http://openstreetmap.org/node/41520531,"LINESTRING (-111.9442451903869 33.41884486167132, -111.9442456816235 33.41898917687504)"
3,,NBR,2,0,76,12,41520531,567,118,41520533,41563464,protected,http://openstreetmap.org/node/41520531,"LINESTRING (-111.9442451903869 33.41884486167132, -111.9441596297642 33.41891804301565)"
4,,SBL,5,0,74,12,41520531,564,118,41520528,41563464,protected,http://openstreetmap.org/node/41520531,"LINESTRING (-111.9442456816235 33.41898917687504, -111.9441596297642 33.41891804301565)"
5,,SBT,6,0,75,12,41520531,564,566,41520528,41520533,protected,http://openstreetmap.org/node/41520531,"LINESTRING (-111.9442456816235 33.41898917687504, -111.9442451903869 33.41884486167132)"
0,,EBL,3,0,78,13,41520533,389,567,,41520531,protected,http://openstreetmap.org/node/41520533,"LINESTRING (-111.9443304276105 33.4177841246102, -111.9442444008252 33.41785539185543)"
1,,EBR,4,0,79,13,41520533,389,568,,41520536,protected,http://openstreetmap.org/node/41520533,"LINESTRING (-111.9443304276105 33.4177841246102, -111.944244111569 33.41771107588286)"
2,,NBL,1,0,82,13,41520533,569,388,41520536,,protected,http://openstreetmap.org/node/41520533,"LINESTRING (-111.944244111569 33.41771107588286, -111.9443304276105 33.4177841246102)"
3,,NBT,2,0,83,13,41520533,569,567,41520536,41520531,protected,http://openstreetmap.org/node/41520533,"LINESTRING (-111.944244111569 33.41771107588286, -111.9442444008252 33.41785539185543)"
4,,SBT,6,0,81,13,41520533,566,568,41520531,41520536,protected,http://openstreetmap.org/node/41520533,"LINESTRING (-111.9442444008252 33.41785539185543, -111.944244111569 33.41771107588286)"
5,,SBR,6,0,80,13,41520533,566,388,41520531,,protected,http://openstreetmap.org/node/41520533,"LINESTRING (-111.9442444008252 33.41785539185543, -111.9443304276105 33.4177841246102)"
0,,EBL,3,0,84,14,41520536,243,569,,41520533,protected,http://openstreetmap.org/node/41520536,"LINESTRING (-111.944327032666 33.41682261738011, -111.9442412683206 33.41689478615719)"
1,,EBR,4,0,85,14,41520536,243,570,,41520539,protected,http://openstreetmap.org/node/41520536,"LINESTRING (-111.944327032666 33.41682261738011, -111.944240974155 33.41675047017557)"
2,,NBL,1,0,88,14,41520536,571,242,41520539,,protected,http://openstreetmap.org/node/41520536,"LINESTRING (-111.944240974155 33.41675047017557, -111.944327032666 33.41682261738011)"
3,,NBT,2,0,89,14,41520536,571,569,41520539,41520533,protected,http://openstreetmap.org/node/41520536,"LINESTRING (-111.944240974155 33.41675047017557, -111.9442412683206 33.41689478615719)"
4,,SBT,6,0,87,14,41520536,568,570,41520533,41520539,protected,http://openstreetmap.org/node/41520536,"LINESTRING (-111.9442412683206 33.41689478615719, -111.944240974155 33.41675047017557)"
5,,SBR,6,0,86,14,41520536,568,242,41520533,,protected,http://openstreetmap.org/node/41520536,"LINESTRING (-111.9442412683206 33.41689478615719, -111.944327032666 33.41682261738011)"
0,,EBL,3,0,90,15,41520539,322,571,,41520536,protected,http://openstreetmap.org/node/41520539,"LINESTRING (-111.9443258192106 33.41606793273663, -111.9442403396669 33.41613983009945)"
1,,EBR,4,0,91,15,41520539,322,572,,41520542,protected,http://openstreetmap.org/node/41520539,"LINESTRING (-111.9443258192106 33.41606793273663, -111.9442397619998 33.41599551526865)"
2,,NBL,1,0,94,15,41520539,573,321,41520542,,protected,http://openstreetmap.org/node/41520539,"LINESTRING (-111.9442397619998 33.41599551526865, -111.9443258192106 33.41606793273663)"
3,,NBT,2,0,95,15,41520539,573,571,41520542,41520536,protected,http://openstreetmap.org/node/41520539,"LINESTRING (-111.9442397619998 33.41599551526865, -111.9442403396669 33.41613983009945)"
4,,SBT,6,0,93,15,41520539,570,572,41520536,41520542,protected,http://openstreetmap.org/node/41520539,"LINESTRING (-111.9442403396669 33.41613983009945, -111.9442397619998 33.41599551526865)"
5,,SBR,6,0,92,15,41520539,570,321,41520536,,protected,http://openstreetmap.org/node/41520539,"LINESTRING (-111.9442403396669 33.41613983009945, -111.9443258192106 33.41606793273663)"
0,,EBL,1,0,99,16,41520542,476,573,41520578,41520539,protected,http://openstreetmap.org/node/41520542,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9442481331535 33.4147065883247)"
1,,EBT,2,0,98,16,41520542,476,474,41520578,41563456,protected,http://openstreetmap.org/node/41520542,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9441625315556 33.41464176186311)"
2,,WBT,6,0,96,16,41520542,473,475,41563456,41520578,protected,http://openstreetmap.org/node/41520542,"LINESTRING (-111.9441625315556 33.41464176186311, -111.9442680175232 33.41463397659335)"
3,,WBR,6,0,97,16,41520542,473,573,41563456,41520539,protected,http://openstreetmap.org/node/41520542,"LINESTRING (-111.9441625315556 33.41464176186311, -111.9442481331535 33.4147065883247)"
4,,SBL,7,0,100,16,41520542,572,474,41520539,41563456,protected,http://openstreetmap.org/node/41520542,"LINESTRING (-111.9442481331535 33.4147065883247, -111.9441625315556 33.41464176186311)"
5,,SBR,8,0,101,16,41520542,572,475,41520539,41520578,protected,http://openstreetmap.org/node/41520542,"LINESTRING (-111.9442481331535 33.4147065883247, -111.9442680175232 33.41463397659335)"
0,,EBT,2,0,107,17,41520578,478,476,,41520542,protected,http://openstreetmap.org/node/41520578,"LINESTRING (-111.9443739581132 33.41463354807437, -111.9442680175232 33.41463397659335)"
1,,EBR,2,0,106,17,41520578,478,4,,41520581,protected,http://openstreetmap.org/node/41520578,"LINESTRING (-111.9443739581132 33.41463354807437, -111.9442868776092 33.41456137010139)"
2,,WBL,5,0,104,17,41520578,475,4,41520542,41520581,protected,http://openstreetmap.org/node/41520578,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9442868776092 33.41456137010139)"
3,,WBT,6,0,105,17,41520578,475,477,41520542,,protected,http://openstreetmap.org/node/41520578,"LINESTRING (-111.9442680175232 33.41463397659335, -111.9443739581132 33.41463354807437)"
4,,NBL,3,0,103,17,41520578,5,477,41520581,,protected,http://openstreetmap.org/node/41520578,"LINESTRING (-111.9442868776092 33.41456137010139, -111.9443739581132 33.41463354807437)"
5,,NBR,4,0,102,17,41520578,5,476,41520581,41520542,protected,http://openstreetmap.org/node/41520578,"LINESTRING (-111.9442868776092 33.41456137010139, -111.9442680175232 33.41463397659335)"
0,,EBL,3,0,112,18,41520581,53,5,,41520578,protected,http://openstreetmap.org/node/41520581,"LINESTRING (-111.9443996374874 33.41390308905543, -111.9443131530218 33.41397507513128)"
1,,EBR,4,0,113,18,41520581,53,6,,41520584,protected,http://openstreetmap.org/node/41520581,"LINESTRING (-111.9443996374874 33.41390308905543, -111.9443131518312 33.41383076060619)"
2,,NBL,1,0,111,18,41520581,7,52,41520584,,protected,http://openstreetmap.org/node/41520581,"LINESTRING (-111.9443131518312 33.41383076060619, -111.9443996374874 33.41390308905543)"
3,,NBT,2,0,110,18,41520581,7,5,41520584,41520578,protected,http://openstreetmap.org/node/41520581,"LINESTRING (-111.9443131518312 33.41383076060619, -111.9443131530218 33.41397507513128)"
4,,SBT,6,0,108,18,41520581,4,6,41520578,41520584,protected,http://openstreetmap.org/node/41520581,"LINESTRING (-111.9443131530218 33.41397507513128, -111.9443131518312 33.41383076060619)"
5,,SBR,6,0,109,18,41520581,4,52,41520578,,protected,http://openstreetmap.org/node/41520581,"LINESTRING (-111.9443131530218 33.41397507513128, -111.9443996374874 33.41390308905543)"
0,,EBL,3,0,118,19,41520584,71,7,,41520581,protected,http://openstreetmap.org/node/41520584,"LINESTRING (-111.9443952014573 33.41318186635188, -111.9443096052292 33.41325349347313)"
1,,EBR,4,0,119,19,41520584,71,8,,41520587,protected,http://openstreetmap.org/node/41520584,"LINESTRING (-111.9443952014573 33.41318186635188, -111.9443091488036 33.41310917797941)"
2,,NBL,1,0,117,19,41520584,9,70,41520587,,protected,http://openstreetmap.org/node/41520584,"LINESTRING (-111.9443091488036 33.41310917797941, -111.9443952014573 33.41318186635188)"
3,,NBT,2,0,116,19,41520584,9,7,41520587,41520581,protected,http://openstreetmap.org/node/41520584,"LINESTRING (-111.9443091488036 33.41310917797941, -111.9443096052292 33.41325349347313)"
4,,SBT,6,0,114,19,41520584,6,8,41520581,41520587,protected,http://openstreetmap.org/node/41520584,"LINESTRING (-111.9443096052292 33.41325349347313, -111.9443091488036 33.41310917797941)"
5,,SBR,6,0,115,19,41520584,6,70,41520581,,protected,http://openstreetmap.org/node/41520584,"LINESTRING (-111.9443096052292 33.41325349347313, -111.9443952014573 33.41318186635188)"
0,,EBL,1,0,129,20,41520587,122,9,,41520584,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.9443883559488 33.41102126960951, -111.944302687679 33.41109325736124)"
1,,EBT,2,0,131,20,41520587,122,120,,317699382,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.9443883559488 33.41102126960951, -111.944216278072 33.411020694851)"
2,,EBR,2,0,130,20,41520587,122,10,,41520590,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.9443883559488 33.41102126960951, -111.9443018172562 33.41094894274474)"
3,,WBL,5,0,127,20,41520587,119,10,317699382,41520590,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.944216278072 33.411020694851, -111.9443018172562 33.41094894274474)"
4,,WBT,6,0,128,20,41520587,119,121,317699382,,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.944216278072 33.411020694851, -111.9443883559488 33.41102126960951)"
5,,WBR,6,0,126,20,41520587,119,9,317699382,41520584,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.944216278072 33.411020694851, -111.944302687679 33.41109325736124)"
6,,NBL,3,0,125,20,41520587,11,121,41520590,,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.9443018172562 33.41094894274474, -111.9443883559488 33.41102126960951)"
7,,NBT,4,0,123,20,41520587,11,9,41520590,41520584,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.9443018172562 33.41094894274474, -111.944302687679 33.41109325736124)"
8,,NBR,4,0,124,20,41520587,11,120,41520590,317699382,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.9443018172562 33.41094894274474, -111.944216278072 33.411020694851)"
9,,SBL,7,0,121,20,41520587,8,120,41520584,317699382,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.944302687679 33.41109325736124, -111.944216278072 33.411020694851)"
10,,SBT,8,0,120,20,41520587,8,10,41520584,41520590,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.944302687679 33.41109325736124, -111.9443018172562 33.41094894274474)"
11,,SBR,8,0,122,20,41520587,8,121,41520584,,protected,http://openstreetmap.org/node/41520587,"LINESTRING (-111.944302687679 33.41109325736124, -111.9443883559488 33.41102126960951)"
0,,EBL,3,0,136,21,41520590,345,11,,41520587,protected,http://openstreetmap.org/node/41520590,"LINESTRING (-111.9443828403968 33.41026419257199, -111.9442972293297 33.41033649813837)"
1,,EBR,4,0,137,21,41520590,345,12,,41520593,protected,http://openstreetmap.org/node/41520590,"LINESTRING (-111.9443828403968 33.41026419257199, -111.9442965796588 33.41019218274983)"
2,,NBL,1,0,135,21,41520590,13,344,41520593,,protected,http://openstreetmap.org/node/41520590,"LINESTRING (-111.9442965796588 33.41019218274983, -111.9443828403968 33.41026419257199)"
3,,NBT,2,0,134,21,41520590,13,11,41520593,41520587,protected,http://openstreetmap.org/node/41520590,"LINESTRING (-111.9442965796588 33.41019218274983, -111.9442972293297 33.41033649813837)"
4,,SBT,6,0,132,21,41520590,10,12,41520587,41520593,protected,http://openstreetmap.org/node/41520590,"LINESTRING (-111.9442972293297 33.41033649813837, -111.9442965796588 33.41019218274983)"
5,,SBR,6,0,133,21,41520590,10,344,41520587,,protected,http://openstreetmap.org/node/41520590,"LINESTRING (-111.9442972293297 33.41033649813837, -111.9443828403968 33.41026419257199)"
0,,EBL,3,0,142,22,41520593,391,13,,41520590,protected,http://openstreetmap.org/node/41520593,"LINESTRING (-111.9443816284451 33.40951645283332, -111.9442956034724 33.40958875916799)"
1,,EBR,4,0,143,22,41520593,391,14,,41520594,protected,http://openstreetmap.org/node/41520593,"LINESTRING (-111.9443816284451 33.40951645283332, -111.9442953689527 33.40944444287003)"
2,,NBL,1,0,141,22,41520593,15,390,41520594,,protected,http://openstreetmap.org/node/41520593,"LINESTRING (-111.9442953689527 33.40944444287003, -111.9443816284451 33.40951645283332)"
3,,NBT,2,0,140,22,41520593,15,13,41520594,41520590,protected,http://openstreetmap.org/node/41520593,"LINESTRING (-111.9442953689527 33.40944444287003, -111.9442956034724 33.40958875916799)"
4,,SBT,6,0,138,22,41520593,12,14,41520590,41520594,protected,http://openstreetmap.org/node/41520593,"LINESTRING (-111.9442956034724 33.40958875916799, -111.9442953689527 33.40944444287003)"
5,,SBR,6,0,139,22,41520593,12,390,41520590,,protected,http://openstreetmap.org/node/41520593,"LINESTRING (-111.9442956034724 33.40958875916799, -111.9443816284451 33.40951645283332)"
0,,EBL,3,0,148,23,41520594,324,15,,41520593,protected,http://openstreetmap.org/node/41520594,"LINESTRING (-111.9443804165168 33.40876871300411, -111.9442943922796 33.4088410192164)"
1,,EBR,4,0,149,23,41520594,324,16,,41520604,protected,http://openstreetmap.org/node/41520594,"LINESTRING (-111.9443804165168 33.40876871300411, -111.9442946427333 33.40869670300064)"
2,,NBL,1,0,147,23,41520594,17,323,41520604,,protected,http://openstreetmap.org/node/41520594,"LINESTRING (-111.9442946427333 33.40869670300064, -111.9443804165168 33.40876871300411)"
