mvmt_id,timing_phase_id,timing_plan_id,green_time_window,signal_phase_num,min_green,max_green,start_green_time,end_green_time,extension,clearance,walk_time,cycle_time,ped_clearance,mvmt_txt_id,ring,barrier,stage_no,position,capacity,v_over_c,osm_web_address,geometry
681,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9424256739637 33.41361304136142, -111.9423407469781 33.41368652981272)"
682,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9424256739637 33.41361304136142, -111.9422536060178 33.41361485475986)"
684,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9424256739637 33.41361304136142, -111.9422839037272 33.41355940983491)"
680,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9422536060178 33.41361485475986, -111.9422839037272 33.41355940983491)"
678,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9422536060178 33.41361485475986, -111.9424256739637 33.41361304136142)"
677,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9422536060178 33.41361485475986, -111.9423407469781 33.41368652981272)"
691,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9422839037272 33.41355940983491, -111.9424256739637 33.41361304136142)"
689,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9422839037272 33.41355940983491, -111.9423407469781 33.41368652981272)"
690,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9422839037272 33.41355940983491, -111.9422536060178 33.41361485475986)"
673,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9423407469781 33.41368652981272, -111.9422536060178 33.41361485475986)"
676,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9423407469781 33.41368652981272, -111.9422839037272 33.41355940983491)"
674,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563455,"LINESTRING (-111.9423407469781 33.41368652981272, -111.9424256739637 33.41361304136142)"
703,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9425044750561 33.41472798054389, -111.9424424216115 33.41479707584583)"
704,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9425044750561 33.41472798054389, -111.9423324007132 33.41472948905189)"
702,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9425044750561 33.41472798054389, -111.9423798979862 33.4146644126868)"
699,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9423324007132 33.41472948905189, -111.9423798979862 33.4146644126868)"
701,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9423324007132 33.41472948905189, -111.9425044750561 33.41472798054389)"
700,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9423324007132 33.41472948905189, -111.9424424216115 33.41479707584583)"
695,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9423798979862 33.4146644126868, -111.9425044750561 33.41472798054389)"
693,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9423798979862 33.4146644126868, -111.9424424216115 33.41479707584583)"
694,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9423798979862 33.4146644126868, -111.9423324007132 33.41472948905189)"
697,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9424424216115 33.41479707584583, -111.9423324007132 33.41472948905189)"
696,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9424424216115 33.41479707584583, -111.9423798979862 33.4146644126868)"
698,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563456,"LINESTRING (-111.9424424216115 33.41479707584583, -111.9425044750561 33.41472798054389)"
709,3,0,000037_000044,7,6,6,37,44,,,54,60,,WBL,2,2,3,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41563458,"LINESTRING (-111.9423671645908 33.4161907888822, -111.9424528646048 33.41611824862893)"
710,4,0,000044_000100,8,15,15,44,60,,,45,60,,WBR,2,2,4,,453.6315789473685,1.102216034342731,http://openstreetmap.org/node/41563458,"LINESTRING (-111.9423671645908 33.4161907888822, -111.9424528991432 33.41626256365657)"
705,2,0,000006_000037,2,31,31,6,37,,,29,60,,NBT,1,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41563458,"LINESTRING (-111.9424528646048 33.41611824862893, -111.9424528991432 33.41626256365657)"
706,2,0,000006_000037,2,31,31,6,37,,,29,60,,NBR,1,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41563458,"LINESTRING (-111.9424528646048 33.41611824862893, -111.9423671645908 33.4161907888822)"
708,1,0,000000_000006,5,6,6,0,6,,,54,60,,SBL,2,1,1,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41563458,"LINESTRING (-111.9424528991432 33.41626256365657, -111.9423671645908 33.4161907888822)"
707,2,0,000006_000037,6,31,31,6,37,,,29,60,,SBT,2,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41563458,"LINESTRING (-111.9424528991432 33.41626256365657, -111.9424528646048 33.41611824862893)"
715,3,0,000037_000044,7,6,6,37,44,,,54,60,,WBL,2,2,3,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41563460,"LINESTRING (-111.9423664363302 33.4176182508992, -111.9424520796054 33.41754607871689)"
716,4,0,000044_000100,8,15,15,44,60,,,45,60,,WBR,2,2,4,,453.6315789473685,1.102216034342731,http://openstreetmap.org/node/41563460,"LINESTRING (-111.9423664363302 33.4176182508992, -111.9424525002515 33.4176903942699)"
711,2,0,000006_000037,2,31,31,6,37,,,29,60,,NBT,1,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41563460,"LINESTRING (-111.9424520796054 33.41754607871689, -111.9424525002515 33.4176903942699)"
712,2,0,000006_000037,2,31,31,6,37,,,29,60,,NBR,1,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41563460,"LINESTRING (-111.9424520796054 33.41754607871689, -111.9423664363302 33.4176182508992)"
714,1,0,000000_000006,5,6,6,0,6,,,54,60,,SBL,2,1,1,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41563460,"LINESTRING (-111.9424525002515 33.4176903942699, -111.9423664363302 33.4176182508992)"
713,2,0,000006_000037,6,31,31,6,37,,,29,60,,SBT,2,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41563460,"LINESTRING (-111.9424525002515 33.4176903942699, -111.9424520796054 33.41754607871689)"
727,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9424807913727 33.41904695501569, -111.9423638058474 33.41911417642267)"
728,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9424807913727 33.41904695501569, -111.9423087074173 33.41904859909747)"
726,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9424807913727 33.41904695501569, -111.9424431587766 33.41898853423747)"
723,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9423087074173 33.41904859909747, -111.9424431587766 33.41898853423747)"
725,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9423087074173 33.41904859909747, -111.9424807913727 33.41904695501569)"
724,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9423087074173 33.41904859909747, -111.9423638058474 33.41911417642267)"
719,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9424431587766 33.41898853423747, -111.9424807913727 33.41904695501569)"
717,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9424431587766 33.41898853423747, -111.9423638058474 33.41911417642267)"
718,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9424431587766 33.41898853423747, -111.9423087074173 33.41904859909747)"
721,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9423638058474 33.41911417642267, -111.9423087074173 33.41904859909747)"
720,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9423638058474 33.41911417642267, -111.9424431587766 33.41898853423747)"
722,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563464,"LINESTRING (-111.9423638058474 33.41911417642267, -111.9424807913727 33.41904695501569)"
735,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9424761271332 33.42192787748918, -111.9423877980336 33.42200000750917)"
733,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9424761271332 33.42192787748918, -111.9423040327434 33.42192866922313)"
736,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9424761271332 33.42192787748918, -111.9423411362692 33.42186854102009)"
732,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423040327434 33.42192866922313, -111.9423411362692 33.42186854102009)"
729,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423040327434 33.42192866922313, -111.9424761271332 33.42192787748918)"
731,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423040327434 33.42192866922313, -111.9423877980336 33.42200000750917)"
746,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423411362692 33.42186854102009, -111.9424761271332 33.42192787748918)"
748,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423411362692 33.42186854102009, -111.9423877980336 33.42200000750917)"
745,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423411362692 33.42186854102009, -111.9423040327434 33.42192866922313)"
741,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423877980336 33.42200000750917, -111.9423040327434 33.42192866922313)"
744,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423877980336 33.42200000750917, -111.9423411362692 33.42186854102009)"
742,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563475,"LINESTRING (-111.9423877980336 33.42200000750917, -111.9424761271332 33.42192787748918)"
753,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9434289516144 33.42545892852047, -111.9433472387116 33.42555366879028)"
752,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9434289516144 33.42545892852047, -111.9432611712488 33.42548228565121)"
754,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9434289516144 33.42545892852047, -111.9433472018518 33.42540935263163)"
750,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9432611712488 33.42548228565121, -111.9433472018518 33.42540935263163)"
751,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9432611712488 33.42548228565121, -111.9434258258457 33.42551087639951)"
749,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9432611712488 33.42548228565121, -111.9433472387116 33.42555366879028)"
760,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9433472018518 33.42540935263163, -111.9434258258457 33.42551087639951)"
759,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9433472018518 33.42540935263163, -111.9433472387116 33.42555366879028)"
758,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9433472018518 33.42540935263163, -111.9432611712488 33.42548228565121)"
755,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9433472387116 33.42555366879028, -111.9432611712488 33.42548228565121)"
756,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9433472387116 33.42555366879028, -111.9433472018518 33.42540935263163)"
757,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563500,"LINESTRING (-111.9433472387116 33.42555366879028, -111.9434258258457 33.42551087639951)"
772,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9428506417638 33.42758682856056, -111.9427273674465 33.4276186255664)"
770,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9428506417638 33.42758682856056, -111.942702108422 33.4275152540814)"
771,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9428506417638 33.42758682856056, -111.9428240851061 33.42749945940466)"
761,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563515,"LINESTRING (-111.942702108422 33.4275152540814, -111.9428240851061 33.42749945940466)"
763,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.942702108422 33.4275152540814, -111.9428506417638 33.42758682856056)"
762,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.942702108422 33.4275152540814, -111.9427273674465 33.4276186255664)"
766,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9428240851061 33.42749945940466, -111.9428506417638 33.42758682856056)"
765,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9428240851061 33.42749945940466, -111.9427273674465 33.4276186255664)"
764,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9428240851061 33.42749945940466, -111.942702108422 33.4275152540814)"
767,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9427273674465 33.4276186255664, -111.942702108422 33.4275152540814)"
768,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9427273674465 33.4276186255664, -111.9428240851061 33.42749945940466)"
769,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41563515,"LINESTRING (-111.9427273674465 33.4276186255664, -111.9428506417638 33.42758682856056)"
855,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9091640179585 33.41902529387732, -111.9090817387296 33.41907438571599)"
854,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9091640179585 33.41902529387732, -111.9089964393308 33.41900281948175)"
862,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9091640179585 33.41902529387732, -111.9091667439018 33.41901686283265)"
774,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9089964393308 33.41900281948175, -111.9090839688674 33.41893008284814)"
781,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9089964393308 33.41900281948175, -111.9091640179585 33.41902529387732)"
773,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9089964393308 33.41900281948175, -111.9090817387296 33.41907438571599)"
799,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9090839688674 33.41893008284814, -111.9091640179585 33.41902529387732)"
792,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9090839688674 33.41893008284814, -111.9090817387296 33.41907438571599)"
791,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9090839688674 33.41893008284814, -111.9089964393308 33.41900281948175)"
782,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9090817387296 33.41907438571599, -111.9089964393308 33.41900281948175)"
783,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9090817387296 33.41907438571599, -111.9090839688674 33.41893008284814)"
790,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41570712,"LINESTRING (-111.9090817387296 33.41907438571599, -111.9091640179585 33.41902529387732)"
863,3,0,000037_000044,7,6,6,37,44,,,54,60,,WBL,2,2,3,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41573974,"LINESTRING (-111.9262109754582 33.41288278608436, -111.9262953092519 33.4128106384731)"
864,4,0,000044_000100,8,15,15,44,60,,,45,60,,WBR,2,2,4,,453.6315789473685,1.102216034342731,http://openstreetmap.org/node/41573974,"LINESTRING (-111.9262109754582 33.41288278608436, -111.926299150698 33.41295491685275)"
866,2,0,000006_000037,2,31,31,6,37,,,29,60,,NBT,1,1,2,,2568.789473684211,0.5839326326141742,http://openstreetmap.org/node/41573974,"LINESTRING (-111.9262953092519 33.4128106384731, -111.926299150698 33.41295491685275)"
865,2,0,000006_000037,2,31,31,6,37,,,29,60,,NBR,1,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41573974,"LINESTRING (-111.9262953092519 33.4128106384731, -111.9262109754582 33.41288278608436)"
867,1,0,000000_000006,5,6,6,0,6,,,54,60,,SBL,2,1,1,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41573974,"LINESTRING (-111.926299150698 33.41295491685275, -111.9262109754582 33.41288278608436)"
868,2,0,000006_000037,6,31,31,6,37,,,29,60,,SBT,2,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41573974,"LINESTRING (-111.926299150698 33.41295491685275, -111.9262953092519 33.4128106384731)"
879,1,0,000000_000005,1,5,5,0,5,,,55,60,,EBL,1,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263897366158 33.41683655400024, -111.9263028681245 33.41691010875997)"
883,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBT,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263897366158 33.41683655400024, -111.9262288956402 33.4168736024766)"
880,2,0,000005_000030,2,25,25,5,30,,,35,60,,EBR,1,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263897366158 33.41683655400024, -111.9263029415787 33.41676579867902)"
898,1,0,000000_000005,5,5,5,0,5,,,55,60,,WBL,2,1,1,,178.5,1.1204481792717087,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9262288956402 33.4168736024766, -111.9262286179226 33.41680271860758)"
896,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBT,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9262288956402 33.4168736024766, -111.9263897366158 33.41683655400024)"
894,2,0,000005_000030,6,25,25,5,30,,,35,60,,WBR,2,1,2,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9262288956402 33.4168736024766, -111.9263028681245 33.41691010875997)"
875,3,0,000030_000035,3,5,5,30,35,,,55,60,,NBL,1,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263029415787 33.41676579867902, -111.9263897366158 33.41683655400024)"
874,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBT,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263029415787 33.41676579867902, -111.9263028681245 33.41691010875997)"
878,4,0,000035_000100,4,25,25,35,60,,,35,60,,NBR,1,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263029415787 33.41676579867902, -111.9262288956402 33.4168736024766)"
873,3,0,000030_000035,7,5,5,30,35,,,55,60,,SBL,2,2,3,,178.5,1.1204481792717087,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263028681245 33.41691010875997, -111.9262288956402 33.4168736024766)"
869,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBT,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263028681245 33.41691010875997, -111.9263029415787 33.41676579867902)"
870,4,0,000035_000100,8,25,25,35,60,,,35,60,,SBR,2,2,4,,688.5000000000001,0.7262164124909222,http://openstreetmap.org/node/41573980,"LINESTRING (-111.9263028681245 33.41691010875997, -111.9263897366158 33.41683655400024)"
904,3,0,000037_000044,3,6,6,37,44,,,54,60,,EBL,1,2,3,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9263726110033 33.41910372634076, -111.9262968978746 33.41920925058242)"
905,4,0,000044_000100,4,15,15,44,60,,,45,60,,EBR,1,2,4,,453.6315789473685,1.102216034342731,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9263726110033 33.41910372634076, -111.9263821664201 33.41914197879996)"
900,1,0,000000_000006,1,6,6,0,6,,,54,60,,NBL,1,1,1,,212.0526315789474,0.9431620749565648,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9262970228552 33.41906493834914, -111.9263821664201 33.41914197879996)"
899,2,0,000006_000037,2,31,31,6,37,,,29,60,,NBT,1,1,2,,856.263157894737,0.583932632614174,http://openstreetmap.org/node/41573982,"LINESTRING (-111.9262970228552 33.41906493834914, -111.9262968978746 33.41920925058242)"
