mvmt_id,timing_phase_id,timing_plan_id,signal_phase_num,min_green,max_green,extension,clearance,walk_time,ped_clearance,ring,barrier,position,geometry
406,2,0,8,12,12,,,13,,,,41662601,"LINESTRING (-111.9398917 33.4135032, -111.9398928 33.4136273, -111.9399016 33.4142825)"
404,2,0,11,12,12,,,13,,,,41662601,"LINESTRING (-111.9399016 33.4142825, -111.9398928 33.4136273, -111.9398917 33.4135032)"
403,2,0,12,12,12,,,13,,,,41662601,"LINESTRING (-111.9399016 33.4142825, -111.9398928 33.4136273, -111.94234 33.4136148)"
407,3,0,4,12,12,,,13,,,,41662602,"LINESTRING (-111.9370709 33.4135303, -111.9398917 33.4135032, -111.9398829 33.4130694)"
408,3,0,6,12,12,,,13,,,,41662602,"LINESTRING (-111.9370709 33.4135303, -111.9398917 33.4135032, -111.9398928 33.4136273)"
410,2,0,8,12,12,,,13,,,,41662602,"LINESTRING (-111.9398829 33.4130694, -111.9398917 33.4135032, -111.9398928 33.4136273)"
409,2,0,9,12,12,,,13,,,,41662602,"LINESTRING (-111.9398829 33.4130694, -111.9398917 33.4135032, -111.9370709 33.4135303)"
411,1,0,10,5,5,,,20,,,,41662602,"LINESTRING (-111.9398928 33.4136273, -111.9398917 33.4135032, -111.9370709 33.4135303)"
412,2,0,11,12,12,,,13,,,,41662602,"LINESTRING (-111.9398928 33.4136273, -111.9398917 33.4135032, -111.9398829 33.4130694)"
416,1,0,2,12,12,,,13,,,,41708464,"LINESTRING (-111.9225915 33.4128945, -111.9219906 33.4128945, -111.9210845 33.4128799)"
415,1,0,3,12,12,,,13,,,,41708464,"LINESTRING (-111.9225915 33.4128945, -111.9219906 33.4128945, -111.9221041 33.4115127)"
417,1,0,4,12,12,,,13,,,,41708464,"LINESTRING (-111.9210845 33.4128799, -111.9219906 33.4128945, -111.9221041 33.4115127)"
418,1,0,5,12,12,,,13,,,,41708464,"LINESTRING (-111.9210845 33.4128799, -111.9219906 33.4128945, -111.9225915 33.4128945)"
413,2,0,7,6,6,,,19,,,,41708464,"LINESTRING (-111.9221041 33.4115127, -111.9219906 33.4128945, -111.9225915 33.4128945)"
414,2,0,9,6,6,,,19,,,,41708464,"LINESTRING (-111.9221041 33.4115127, -111.9219906 33.4128945, -111.9210845 33.4128799)"
419,1,0,1,12,12,,,13,,,,41714339,"LINESTRING (-111.9366622 33.4219475, -111.9349659 33.4219488, -111.9349899 33.4232132)"
420,1,0,2,12,12,,,13,,,,41714339,"LINESTRING (-111.9366622 33.4219475, -111.9349659 33.4219488, -111.9307636 33.4220043)"
424,1,0,5,12,12,,,13,,,,41714339,"LINESTRING (-111.9307636 33.4220043, -111.9349659 33.4219488, -111.9366622 33.4219475)"
423,1,0,6,12,12,,,13,,,,41714339,"LINESTRING (-111.9307636 33.4220043, -111.9349659 33.4219488, -111.9349899 33.4232132)"
422,2,0,10,6,6,,,19,,,,41714339,"LINESTRING (-111.9349899 33.4232132, -111.9349659 33.4219488, -111.9307636 33.4220043)"
421,2,0,12,6,6,,,19,,,,41714339,"LINESTRING (-111.9349899 33.4232132, -111.9349659 33.4219488, -111.9366622 33.4219475)"
427,1,0,1,19,19,,,19,,,,41714341,"LINESTRING (-111.9295985 33.4220148, -111.9289415 33.4220194, -111.9290413 33.4223935)"
425,1,0,2,19,19,,,19,,,,41714341,"LINESTRING (-111.9295985 33.4220148, -111.9289415 33.4220194, -111.9285987 33.4220169)"
426,1,0,3,19,19,,,19,,,,41714341,"LINESTRING (-111.9295985 33.4220148, -111.9289415 33.4220194, -111.9289364 33.4215873)"
429,1,0,4,19,19,,,19,,,,41714341,"LINESTRING (-111.9285987 33.4220169, -111.9289415 33.4220194, -111.9289364 33.4215873)"
428,1,0,5,19,19,,,19,,,,41714341,"LINESTRING (-111.9285987 33.4220169, -111.9289415 33.4220194, -111.9295985 33.4220148)"
430,1,0,6,19,19,,,19,,,,41714341,"LINESTRING (-111.9285987 33.4220169, -111.9289415 33.4220194, -111.9290413 33.4223935)"
431,2,0,7,19,19,,,19,,,,41714341,"LINESTRING (-111.9289364 33.4215873, -111.9289415 33.4220194, -111.9295985 33.4220148)"
433,2,0,8,19,19,,,19,,,,41714341,"LINESTRING (-111.9289364 33.4215873, -111.9289415 33.4220194, -111.9290413 33.4223935)"
432,2,0,9,19,19,,,19,,,,41714341,"LINESTRING (-111.9289364 33.4215873, -111.9289415 33.4220194, -111.9285987 33.4220169)"
435,2,0,10,19,19,,,19,,,,41714341,"LINESTRING (-111.9290413 33.4223935, -111.9289415 33.4220194, -111.9285987 33.4220169)"
436,2,0,11,19,19,,,19,,,,41714341,"LINESTRING (-111.9290413 33.4223935, -111.9289415 33.4220194, -111.9289364 33.4215873)"
434,2,0,12,19,19,,,19,,,,41714341,"LINESTRING (-111.9290413 33.4223935, -111.9289415 33.4220194, -111.9295985 33.4220148)"
438,1,0,2,12,12,,,13,,,,41746580,"LINESTRING (-111.938161 33.4254954, -111.9366724 33.4254992, -111.936319 33.4255035)"
437,1,0,3,12,12,,,13,,,,41746580,"LINESTRING (-111.938161 33.4254954, -111.9366724 33.4254992, -111.936666 33.4243591)"
442,1,0,4,12,12,,,13,,,,41746580,"LINESTRING (-111.936319 33.4255035, -111.9366724 33.4254992, -111.936666 33.4243591)"
441,1,0,5,12,12,,,13,,,,41746580,"LINESTRING (-111.936319 33.4255035, -111.9366724 33.4254992, -111.938161 33.4254954)"
439,2,0,7,6,6,,,19,,,,41746580,"LINESTRING (-111.936666 33.4243591, -111.9366724 33.4254992, -111.938161 33.4254954)"
440,2,0,9,6,6,,,19,,,,41746580,"LINESTRING (-111.936666 33.4243591, -111.9366724 33.4254992, -111.936319 33.4255035)"
446,1,0,2,12,12,,,13,,,,41746582,"LINESTRING (-111.9353519 33.4255151, -111.9349278 33.4254396, -111.9312627 33.4233579)"
445,1,0,3,12,12,,,13,,,,41746582,"LINESTRING (-111.9353519 33.4255151, -111.9349278 33.4254396, -111.9349809 33.4243346)"
447,1,0,4,12,12,,,13,,,,41746582,"LINESTRING (-111.9339446 33.4251998, -111.9349278 33.4254396, -111.9349809 33.4243346)"
449,1,0,5,12,12,,,13,,,,41746582,"LINESTRING (-111.9339446 33.4251998, -111.9349278 33.4254396, -111.9353519 33.4255151)"
444,2,0,7,6,6,,,19,,,,41746582,"LINESTRING (-111.9349809 33.4243346, -111.9349278 33.4254396, -111.9353519 33.4255151)"
443,2,0,9,6,6,,,19,,,,41746582,"LINESTRING (-111.9349809 33.4243346, -111.9349278 33.4254396, -111.9312627 33.4233579)"
450,3,0,1,12,12,,,13,,,,41752392,"LINESTRING (-111.9311446 33.4093331, -111.9301152 33.4093411, -111.9301168 33.4097351)"
451,3,0,3,12,12,,,13,,,,41752392,"LINESTRING (-111.9311446 33.4093331, -111.9301152 33.4093411, -111.9301159 33.4089)"
454,1,0,7,5,5,,,20,,,,41752392,"LINESTRING (-111.9301159 33.4089, -111.9301152 33.4093411, -111.9311446 33.4093331)"
455,2,0,8,12,12,,,13,,,,41752392,"LINESTRING (-111.9301159 33.4089, -111.9301152 33.4093411, -111.9301168 33.4097351)"
453,2,0,11,12,12,,,13,,,,41752392,"LINESTRING (-111.9301168 33.4097351, -111.9301152 33.4093411, -111.9301159 33.4089)"
452,2,0,12,12,12,,,13,,,,41752392,"LINESTRING (-111.9301168 33.4097351, -111.9301152 33.4093411, -111.9311446 33.4093331)"
457,3,0,4,12,12,,,13,,,,41752397,"LINESTRING (-111.9292499 33.40974, -111.9301168 33.4097351, -111.9301152 33.4093411)"
456,3,0,6,12,12,,,13,,,,41752397,"LINESTRING (-111.9292499 33.40974, -111.9301168 33.4097351, -111.9301254 33.4104444)"
461,2,0,8,12,12,,,13,,,,41752397,"LINESTRING (-111.9301152 33.4093411, -111.9301168 33.4097351, -111.9301254 33.4104444)"
460,2,0,9,12,12,,,13,,,,41752397,"LINESTRING (-111.9301152 33.4093411, -111.9301168 33.4097351, -111.9292499 33.40974)"
458,1,0,10,5,5,,,20,,,,41752397,"LINESTRING (-111.9301254 33.4104444, -111.9301168 33.4097351, -111.9292499 33.40974)"
459,2,0,11,12,12,,,13,,,,41752397,"LINESTRING (-111.9301254 33.4104444, -111.9301168 33.4097351, -111.9301152 33.4093411)"
462,1,0,2,12,12,,,13,,,,41752399,"LINESTRING (-111.9301168 33.4097351, -111.9292499 33.40974, -111.928383 33.4097448)"
463,1,0,3,12,12,,,13,,,,41752399,"LINESTRING (-111.9301168 33.4097351, -111.9292499 33.40974, -111.92925 33.4089)"
465,1,0,4,12,12,,,13,,,,41752399,"LINESTRING (-111.928383 33.4097448, -111.9292499 33.40974, -111.92925 33.4089)"
464,1,0,5,12,12,,,13,,,,41752399,"LINESTRING (-111.928383 33.4097448, -111.9292499 33.40974, -111.9301168 33.4097351)"
466,2,0,7,6,6,,,19,,,,41752399,"LINESTRING (-111.92925 33.4089, -111.9292499 33.40974, -111.9301168 33.4097351)"
467,2,0,9,6,6,,,19,,,,41752399,"LINESTRING (-111.92925 33.4089, -111.9292499 33.40974, -111.928383 33.4097448)"
468,3,0,4,12,12,,,13,,,,41800245,"LINESTRING (-111.9278714 33.4202692, -111.9289198 33.4202704, -111.9289065 33.4200493)"
469,3,0,6,12,12,,,13,,,,41800245,"LINESTRING (-111.9278714 33.4202692, -111.9289198 33.4202704, -111.9289618 33.4208697)"
471,2,0,8,12,12,,,13,,,,41800245,"LINESTRING (-111.9289065 33.4200493, -111.9289198 33.4202704, -111.9289618 33.4208697)"
470,2,0,9,12,12,,,13,,,,41800245,"LINESTRING (-111.9289065 33.4200493, -111.9289198 33.4202704, -111.9278714 33.4202692)"
472,1,0,10,5,5,,,20,,,,41800245,"LINESTRING (-111.9289618 33.4208697, -111.9289198 33.4202704, -111.9278714 33.4202692)"
473,2,0,11,12,12,,,13,,,,41800245,"LINESTRING (-111.9289618 33.4208697, -111.9289198 33.4202704, -111.9289065 33.4200493)"
479,1,0,1,12,12,,,13,,,,41830283,"LINESTRING (-111.9398917 33.4135032, -111.9370709 33.4135303, -111.9370966 33.4145249)"
478,1,0,2,12,12,,,13,,,,41830283,"LINESTRING (-111.9398917 33.4135032, -111.9370709 33.4135303, -111.9349328 33.4135475)"
475,1,0,5,12,12,,,13,,,,41830283,"LINESTRING (-111.9349328 33.4135475, -111.9370709 33.4135303, -111.9398917 33.4135032)"
474,1,0,6,12,12,,,13,,,,41830283,"LINESTRING (-111.9349328 33.4135475, -111.9370709 33.4135303, -111.9370966 33.4145249)"
476,2,0,10,6,6,,,19,,,,41830283,"LINESTRING (-111.9370966 33.4145249, -111.9370709 33.4135303, -111.9349328 33.4135475)"
477,2,0,12,6,6,,,19,,,,41830283,"LINESTRING (-111.9370966 33.4145249, -111.9370709 33.4135303, -111.9398917 33.4135032)"
480,1,0,1,19,19,,,19,,,,41830285,"LINESTRING (-111.9370709 33.4135303, -111.9349328 33.4135475, -111.9349493 33.414314)"
481,1,0,2,19,19,,,19,,,,41830285,"LINESTRING (-111.9370709 33.4135303, -111.9349328 33.4135475, -111.9327775 33.4135705)"
482,1,0,3,19,19,,,19,,,,41830285,"LINESTRING (-111.9370709 33.4135303, -111.9349328 33.4135475, -111.9349297 33.4119783)"
488,1,0,4,19,19,,,19,,,,41830285,"LINESTRING (-111.9327775 33.4135705, -111.9349328 33.4135475, -111.9349297 33.4119783)"
486,1,0,5,19,19,,,19,,,,41830285,"LINESTRING (-111.9327775 33.4135705, -111.9349328 33.4135475, -111.9370709 33.4135303)"
487,1,0,6,19,19,,,19,,,,41830285,"LINESTRING (-111.9327775 33.4135705, -111.9349328 33.4135475, -111.9349493 33.414314)"
489,2,0,7,19,19,,,19,,,,41830285,"LINESTRING (-111.9349297 33.4119783, -111.9349328 33.4135475, -111.9370709 33.4135303)"
490,2,0,8,19,19,,,19,,,,41830285,"LINESTRING (-111.9349297 33.4119783, -111.9349328 33.4135475, -111.9349493 33.414314)"
491,2,0,9,19,19,,,19,,,,41830285,"LINESTRING (-111.9349297 33.4119783, -111.9349328 33.4135475, -111.9327775 33.4135705)"
484,2,0,10,19,19,,,19,,,,41830285,"LINESTRING (-111.9349493 33.414314, -111.9349328 33.4135475, -111.9327775 33.4135705)"
485,2,0,11,19,19,,,19,,,,41830285,"LINESTRING (-111.9349493 33.414314, -111.9349328 33.4135475, -111.9349297 33.4119783)"
483,2,0,12,19,19,,,19,,,,41830285,"LINESTRING (-111.9349493 33.414314, -111.9349328 33.4135475, -111.9370709 33.4135303)"
493,1,0,1,12,12,,,13,,,,41830286,"LINESTRING (-111.9349328 33.4135475, -111.9327775 33.4135705, -111.9327948 33.4147052)"
492,1,0,2,12,12,,,13,,,,41830286,"LINESTRING (-111.9349328 33.4135475, -111.9327775 33.4135705, -111.9307043 33.4135726)"
494,1,0,5,12,12,,,13,,,,41830286,"LINESTRING (-111.9307043 33.4135726, -111.9327775 33.4135705, -111.9349328 33.4135475)"
495,1,0,6,12,12,,,13,,,,41830286,"LINESTRING (-111.9307043 33.4135726, -111.9327775 33.4135705, -111.9327948 33.4147052)"
497,2,0,10,6,6,,,19,,,,41830286,"LINESTRING (-111.9327948 33.4147052, -111.9327775 33.4135705, -111.9307043 33.4135726)"
496,2,0,12,6,6,,,19,,,,41830286,"LINESTRING (-111.9327948 33.4147052, -111.9327775 33.4135705, -111.9349328 33.4135475)"
501,1,0,2,12,12,,,13,,,,41851100,"LINESTRING (-111.9203154 33.4128768, -111.9194063 33.4128698, -111.9192 33.4128728)"
500,1,0,3,12,12,,,13,,,,41851100,"LINESTRING (-111.9203154 33.4128768, -111.9194063 33.4128698, -111.9193991 33.4112636)"
502,1,0,4,12,12,,,13,,,,41851100,"LINESTRING (-111.9192 33.4128728, -111.9194063 33.4128698, -111.9193991 33.4112636)"
503,1,0,5,12,12,,,13,,,,41851100,"LINESTRING (-111.9192 33.4128728, -111.9194063 33.4128698, -111.9203154 33.4128768)"
498,2,0,7,6,6,,,19,,,,41851100,"LINESTRING (-111.9193991 33.4112636, -111.9194063 33.4128698, -111.9203154 33.4128768)"
499,2,0,9,6,6,,,19,,,,41851100,"LINESTRING (-111.9193991 33.4112636, -111.9194063 33.4128698, -111.9192 33.4128728)"
507,1,0,2,12,12,,,13,,,,41853706,"LINESTRING (-111.9204281 33.4128828, -111.9203154 33.4128768, -111.9194063 33.4128698)"
506,1,0,3,12,12,,,13,,,,41853706,"LINESTRING (-111.9204281 33.4128828, -111.9203154 33.4128768, -111.9202907 33.4113526)"
508,1,0,4,12,12,,,13,,,,41853706,"LINESTRING (-111.9194063 33.4128698, -111.9203154 33.4128768, -111.9202907 33.4113526)"
509,1,0,5,12,12,,,13,,,,41853706,"LINESTRING (-111.9194063 33.4128698, -111.9203154 33.4128768, -111.9204281 33.4128828)"
504,2,0,7,6,6,,,19,,,,41853706,"LINESTRING (-111.9202907 33.4113526, -111.9203154 33.4128768, -111.9204281 33.4128828)"
505,2,0,9,6,6,,,19,,,,41853706,"LINESTRING (-111.9202907 33.4113526, -111.9203154 33.4128768, -111.9194063 33.4128698)"
513,1,0,2,12,12,,,13,,,,41855562,"LINESTRING (-111.9232609 33.4128945, -111.9225915 33.4128945, -111.9219906 33.4128945)"
512,1,0,3,12,12,,,13,,,,41855562,"LINESTRING (-111.9232609 33.4128945, -111.9225915 33.4128945, -111.922574 33.4111077)"
514,1,0,4,12,12,,,13,,,,41855562,"LINESTRING (-111.9219906 33.4128945, -111.9225915 33.4128945, -111.922574 33.4111077)"
515,1,0,5,12,12,,,13,,,,41855562,"LINESTRING (-111.9219906 33.4128945, -111.9225915 33.4128945, -111.9232609 33.4128945)"
510,2,0,7,6,6,,,19,,,,41855562,"LINESTRING (-111.922574 33.4111077, -111.9225915 33.4128945, -111.9232609 33.4128945)"
511,2,0,9,6,6,,,19,,,,41855562,"LINESTRING (-111.922574 33.4111077, -111.9225915 33.4128945, -111.9219906 33.4128945)"
517,1,0,1,19,19,,,19,,,,41957870,"LINESTRING (-111.9381595 33.4231914, -111.9366746 33.4232058, -111.936666 33.4243591)"
516,1,0,2,19,19,,,19,,,,41957870,"LINESTRING (-111.9381595 33.4231914, -111.9366746 33.4232058, -111.9349899 33.4232132)"
518,1,0,3,19,19,,,19,,,,41957870,"LINESTRING (-111.9381595 33.4231914, -111.9366746 33.4232058, -111.9366622 33.4219475)"
521,1,0,4,19,19,,,19,,,,41957870,"LINESTRING (-111.9349899 33.4232132, -111.9366746 33.4232058, -111.9366622 33.4219475)"
519,1,0,5,19,19,,,19,,,,41957870,"LINESTRING (-111.9349899 33.4232132, -111.9366746 33.4232058, -111.9381595 33.4231914)"
520,1,0,6,19,19,,,19,,,,41957870,"LINESTRING (-111.9349899 33.4232132, -111.9366746 33.4232058, -111.936666 33.4243591)"
525,2,0,7,19,19,,,19,,,,41957870,"LINESTRING (-111.9366622 33.4219475, -111.9366746 33.4232058, -111.9381595 33.4231914)"
527,2,0,8,19,19,,,19,,,,41957870,"LINESTRING (-111.9366622 33.4219475, -111.9366746 33.4232058, -111.936666 33.4243591)"
526,2,0,9,19,19,,,19,,,,41957870,"LINESTRING (-111.9366622 33.4219475, -111.9366746 33.4232058, -111.9349899 33.4232132)"
523,2,0,10,19,19,,,19,,,,41957870,"LINESTRING (-111.936666 33.4243591, -111.9366746 33.4232058, -111.9349899 33.4232132)"
524,2,0,11,19,19,,,19,,,,41957870,"LINESTRING (-111.936666 33.4243591, -111.9366746 33.4232058, -111.9366622 33.4219475)"
522,2,0,12,19,19,,,19,,,,41957870,"LINESTRING (-111.936666 33.4243591, -111.9366746 33.4232058, -111.9381595 33.4231914)"
528,1,0,2,12,12,,,13,,,,41966652,"LINESTRING (-111.9262973 33.4128826, -111.9232609 33.4128945, -111.9225915 33.4128945)"
529,1,0,3,12,12,,,13,,,,41966652,"LINESTRING (-111.9262973 33.4128826, -111.9232609 33.4128945, -111.9232523 33.4118914)"
531,1,0,4,12,12,,,13,,,,41966652,"LINESTRING (-111.9225915 33.4128945, -111.9232609 33.4128945, -111.9232523 33.4118914)"
530,1,0,5,12,12,,,13,,,,41966652,"LINESTRING (-111.9225915 33.4128945, -111.9232609 33.4128945, -111.9262973 33.4128826)"
532,2,0,7,6,6,,,19,,,,41966652,"LINESTRING (-111.9232523 33.4118914, -111.9232609 33.4128945, -111.9262973 33.4128826)"
533,2,0,9,6,6,,,19,,,,41966652,"LINESTRING (-111.9232523 33.4118914, -111.9232609 33.4128945, -111.9225915 33.4128945)"
534,1,0,1,12,12,,,13,,,,41995466,"LINESTRING (-111.939941 33.4190564, -111.9381178 33.419078, -111.9381205 33.4205221)"
535,1,0,2,12,12,,,13,,,,41995466,"LINESTRING (-111.939941 33.4190564, -111.9381178 33.419078, -111.9366173 33.4190676)"
538,1,0,5,12,12,,,13,,,,41995466,"LINESTRING (-111.9366173 33.4190676, -111.9381178 33.419078, -111.939941 33.4190564)"
539,1,0,6,12,12,,,13,,,,41995466,"LINESTRING (-111.9366173 33.4190676, -111.9381178 33.419078, -111.9381205 33.4205221)"
537,2,0,10,6,6,,,19,,,,41995466,"LINESTRING (-111.9381205 33.4205221, -111.9381178 33.419078, -111.9366173 33.4190676)"
536,2,0,12,6,6,,,19,,,,41995466,"LINESTRING (-111.9381205 33.4205221, -111.9381178 33.419078, -111.939941 33.4190564)"
540,1,0,2,12,12,,,13,,,,42273739,"LINESTRING (-111.9400186 33.4231921, -111.9381595 33.4231914, -111.9366746 33.4232058)"
541,1,0,3,12,12,,,13,,,,42273739,"LINESTRING (-111.9400186 33.4231921, -111.9381595 33.4231914, -111.9381457 33.4219425)"
543,1,0,4,12,12,,,13,,,,42273739,"LINESTRING (-111.9366746 33.4232058, -111.9381595 33.4231914, -111.9381457 33.4219425)"
542,1,0,5,12,12,,,13,,,,42273739,"LINESTRING (-111.9366746 33.4232058, -111.9381595 33.4231914, -111.9400186 33.4231921)"
544,2,0,7,6,6,,,19,,,,42273739,"LINESTRING (-111.9381457 33.4219425, -111.9381595 33.4231914, -111.9400186 33.4231921)"
545,2,0,9,6,6,,,19,,,,42273739,"LINESTRING (-111.9381457 33.4219425, -111.9381595 33.4231914, -111.9366746 33.4232058)"
550,3,0,1,12,12,,,13,,,,42304472,"LINESTRING (-111.9366746 33.4232058, -111.9349899 33.4232132, -111.9349809 33.4243346)"
551,3,0,3,12,12,,,13,,,,42304472,"LINESTRING (-111.9366746 33.4232058, -111.9349899 33.4232132, -111.9349659 33.4219488)"
549,1,0,7,5,5,,,20,,,,42304472,"LINESTRING (-111.9349659 33.4219488, -111.9349899 33.4232132, -111.9366746 33.4232058)"
548,2,0,8,12,12,,,13,,,,42304472,"LINESTRING (-111.9349659 33.4219488, -111.9349899 33.4232132, -111.9349809 33.4243346)"
546,2,0,11,12,12,,,13,,,,42304472,"LINESTRING (-111.9349809 33.4243346, -111.9349899 33.4232132, -111.9349659 33.4219488)"
547,2,0,12,12,12,,,13,,,,42304472,"LINESTRING (-111.9349809 33.4243346, -111.9349899 33.4232132, -111.9366746 33.4232058)"
552,3,0,1,12,12,,,13,,,,316007232,"LINESTRING (-111.936666 33.4243591, -111.9349809 33.4243346, -111.9349278 33.4254396)"
553,3,0,3,12,12,,,13,,,,316007232,"LINESTRING (-111.936666 33.4243591, -111.9349809 33.4243346, -111.9349899 33.4232132)"
556,1,0,7,5,5,,,20,,,,316007232,"LINESTRING (-111.9349899 33.4232132, -111.9349809 33.4243346, -111.936666 33.4243591)"
557,2,0,8,12,12,,,13,,,,316007232,"LINESTRING (-111.9349899 33.4232132, -111.9349809 33.4243346, -111.9349278 33.4254396)"
555,2,0,11,12,12,,,13,,,,316007232,"LINESTRING (-111.9349278 33.4254396, -111.9349809 33.4243346, -111.9349899 33.4232132)"
554,2,0,12,12,12,,,13,,,,316007232,"LINESTRING (-111.9349278 33.4254396, -111.9349809 33.4243346, -111.936666 33.4243591)"
561,1,0,2,12,12,,,13,,,,316872729,"LINESTRING (-111.9339665 33.4183547, -111.9338292 33.4183283, -111.9313989 33.4183647)"
560,1,0,3,12,12,,,13,,,,316872729,"LINESTRING (-111.9339665 33.4183547, -111.9338292 33.4183283, -111.9338106 33.4174451)"
562,1,0,4,12,12,,,13,,,,316872729,"LINESTRING (-111.9313989 33.4183647, -111.9338292 33.4183283, -111.9338106 33.4174451)"
563,1,0,5,12,12,,,13,,,,316872729,"LINESTRING (-111.9313989 33.4183647, -111.9338292 33.4183283, -111.9339665 33.4183547)"
558,2,0,7,6,6,,,19,,,,316872729,"LINESTRING (-111.9338106 33.4174451, -111.9338292 33.4183283, -111.9339665 33.4183547)"
559,2,0,9,6,6,,,19,,,,316872729,"LINESTRING (-111.9338106 33.4174451, -111.9338292 33.4183283, -111.9313989 33.4183647)"
566,1,0,1,12,12,,,13,,,,317445418,"LINESTRING (-111.9209439 33.4113482, -111.9202907 33.4113526, -111.9203154 33.4128768)"
567,1,0,2,12,12,,,13,,,,317445418,"LINESTRING (-111.9209439 33.4113482, -111.9202907 33.4113526, -111.920032 33.4113543)"
569,1,0,5,12,12,,,13,,,,317445418,"LINESTRING (-111.920032 33.4113543, -111.9202907 33.4113526, -111.9209439 33.4113482)"
568,1,0,6,12,12,,,13,,,,317445418,"LINESTRING (-111.920032 33.4113543, -111.9202907 33.4113526, -111.9203154 33.4128768)"
565,2,0,10,6,6,,,19,,,,317445418,"LINESTRING (-111.9203154 33.4128768, -111.9202907 33.4113526, -111.920032 33.4113543)"
564,2,0,12,6,6,,,19,,,,317445418,"LINESTRING (-111.9203154 33.4128768, -111.9202907 33.4113526, -111.9209439 33.4113482)"
573,1,0,2,12,12,,,13,,,,317654988,"LINESTRING (-111.923179 33.417529, -111.9205552 33.4187226, -111.9192 33.4184073)"
572,1,0,3,12,12,,,13,,,,317654988,"LINESTRING (-111.923179 33.417529, -111.9205552 33.4187226, -111.920587 33.4167118)"
574,1,0,4,12,12,,,13,,,,317654988,"LINESTRING (-111.9192 33.4184073, -111.9205552 33.4187226, -111.920587 33.4167118)"
575,1,0,5,12,12,,,13,,,,317654988,"LINESTRING (-111.9192 33.4184073, -111.9205552 33.4187226, -111.923179 33.417529)"
570,2,0,7,6,6,,,19,,,,317654988,"LINESTRING (-111.920587 33.4167118, -111.9205552 33.4187226, -111.923179 33.417529)"
571,2,0,9,6,6,,,19,,,,317654988,"LINESTRING (-111.920587 33.4167118, -111.9205552 33.4187226, -111.9192 33.4184073)"
576,1,0,10,60,60,,,0,,,,317701014,"LINESTRING (-111.9400362 33.4176249, -111.940029 33.4174558, -111.9398439 33.4174549)"
577,1,0,11,60,60,,,0,,,,317701014,"LINESTRING (-111.9400362 33.4176249, -111.940029 33.4174558, -111.9400269 33.417428)"
579,2,0,4,49,49,,,11,,,,330683942,"LINESTRING (-111.9300149 33.4147941, -111.9306499 33.4147876, -111.9306493 33.4147379)"
578,2,0,5,49,49,,,11,,,,330683942,"LINESTRING (-111.9300149 33.4147941, -111.9306499 33.4147876, -111.9322177 33.4147716)"
580,2,0,6,49,49,,,11,,,,330683942,"LINESTRING (-111.9300149 33.4147941, -111.9306499 33.4147876, -111.9305745 33.4152628)"
581,1,0,7,10,10,,,50,,,,330683942,"LINESTRING (-111.9306493 33.4147379, -111.9306499 33.4147876, -111.9322177 33.4147716)"
582,1,0,8,10,10,,,50,,,,330683942,"LINESTRING (-111.9306493 33.4147379, -111.9306499 33.4147876, -111.9305745 33.4152628)"
584,1,0,11,10,10,,,50,,,,330683942,"LINESTRING (-111.9294043 33.4166443, -111.9306499 33.4147876, -111.9306493 33.4147379)"
585,1,0,12,10,10,,,50,,,,330683942,"LINESTRING (-111.9294043 33.4166443, -111.9306499 33.4147876, -111.9305745 33.4152628)"
590,2,0,1,49,49,,,11,,,,330683967,"LINESTRING (-111.9314439 33.4146642, -111.9306492 33.4146646, -111.9306493 33.4147379)"
589,2,0,2,49,49,,,11,,,,330683967,"LINESTRING (-111.9314439 33.4146642, -111.9306492 33.4146646, -111.9291456 33.4146674)"
588,2,0,3,49,49,,,11,,,,330683967,"LINESTRING (-111.9314439 33.4146642, -111.9306492 33.4146646, -111.930544 33.4115482)"
587,1,0,8,10,10,,,50,,,,330683967,"LINESTRING (-111.930544 33.4115482, -111.9306492 33.4146646, -111.9306493 33.4147379)"
586,1,0,9,10,10,,,50,,,,330683967,"LINESTRING (-111.930544 33.4115482, -111.9306492 33.4146646, -111.9291456 33.4146674)"
592,1,0,10,10,10,,,50,,,,330683967,"LINESTRING (-111.9306493 33.4147379, -111.9306492 33.4146646, -111.9291456 33.4146674)"
591,1,0,11,10,10,,,50,,,,330683967,"LINESTRING (-111.9306493 33.4147379, -111.9306492 33.4146646, -111.930544 33.4115482)"
597,2,0,1,49,49,,,11,,,,330683970,"LINESTRING (-111.9212488 33.4147092, -111.9204485 33.4147071, -111.9203868 33.4148865)"
596,2,0,2,49,49,,,11,,,,330683970,"LINESTRING (-111.9212488 33.4147092, -111.9204485 33.4147071, -111.9192 33.4146607)"
595,2,0,3,49,49,,,11,,,,330683970,"LINESTRING (-111.9212488 33.4147092, -111.9204485 33.4147071, -111.9204281 33.4128828)"
594,1,0,8,10,10,,,50,,,,330683970,"LINESTRING (-111.9204281 33.4128828, -111.9204485 33.4147071, -111.9203868 33.4148865)"
593,1,0,9,10,10,,,50,,,,330683970,"LINESTRING (-111.9204281 33.4128828, -111.9204485 33.4147071, -111.9192 33.4146607)"
599,1,0,10,10,10,,,50,,,,330683970,"LINESTRING (-111.9205452 33.4148706, -111.9204485 33.4147071, -111.9192 33.4146607)"
598,1,0,11,10,10,,,50,,,,330683970,"LINESTRING (-111.9205452 33.4148706, -111.9204485 33.4147071, -111.9204281 33.4128828)"
