oms_node_id,time_window,time_interval,travel_time_delta,capacity,v_over_c,cycle_no,cycle_length,green_time,red_time,stage,movement_str,geometry
41520512,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,NBT,"LINESTRING (-111.9443033 33.4243197, -111.9442814 33.4254737, -111.9442762 33.426894)"
41520512,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,NBR,"LINESTRING (-111.9443033 33.4243197, -111.9442814 33.4254737, -111.943347 33.4254811)"
41520512,070019_070038,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,2,SBL,"LINESTRING (-111.9442762 33.426894, -111.9442814 33.4254737, -111.943347 33.4254811)"
41520512,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,SBT,"LINESTRING (-111.9442762 33.426894, -111.9442814 33.4254737, -111.9443033 33.4243197)"
41520512,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,SBR,"LINESTRING (-111.9442762 33.426894, -111.9442814 33.4254737, -111.9446 33.425474)"
41520515,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4243213, -111.9443033 33.4243197, -111.9442814 33.4254737)"
41520515,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4243213, -111.9443033 33.4243197, -111.9442993 33.4231771)"
41520515,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442993 33.4231771, -111.9443033 33.4243197, -111.9446 33.4243213)"
41520515,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442993 33.4231771, -111.9443033 33.4243197, -111.9442814 33.4254737)"
41520515,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442814 33.4254737, -111.9443033 33.4243197, -111.9442993 33.4231771)"
41520515,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9442814 33.4254737, -111.9443033 33.4243197, -111.9446 33.4243213)"
41520518,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4231772, -111.9442993 33.4231771, -111.9443033 33.4243197)"
41520518,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4231772, -111.9442993 33.4231771, -111.9442661 33.4218936)"
41520518,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442661 33.4218936, -111.9442993 33.4231771, -111.9446 33.4231772)"
41520518,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442661 33.4218936, -111.9442993 33.4231771, -111.9443033 33.4243197)"
41520518,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9443033 33.4243197, -111.9442993 33.4231771, -111.9442661 33.4218936)"
41520518,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9443033 33.4243197, -111.9442993 33.4231771, -111.9446 33.4231772)"
41520521,070000_070019,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,1,EBL,"LINESTRING (-111.9446 33.4218947, -111.9442661 33.4218936, -111.9442993 33.4231771)"
41520521,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,EBT,"LINESTRING (-111.9446 33.4218947, -111.9442661 33.4218936, -111.9439222 33.4218959)"
41520521,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,EBR,"LINESTRING (-111.9446 33.4218947, -111.9442661 33.4218936, -111.9442498 33.420638)"
41520521,070000_070019,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,1,WBL,"LINESTRING (-111.9439222 33.4218959, -111.9442661 33.4218936, -111.9442498 33.420638)"
41520521,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,WBT,"LINESTRING (-111.9439222 33.4218959, -111.9442661 33.4218936, -111.9446 33.4218947)"
41520521,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,WBR,"LINESTRING (-111.9439222 33.4218959, -111.9442661 33.4218936, -111.9442993 33.4231771)"
41520521,070019_070038,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,2,NBL,"LINESTRING (-111.9442498 33.420638, -111.9442661 33.4218936, -111.9446 33.4218947)"
41520521,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,NBT,"LINESTRING (-111.9442498 33.420638, -111.9442661 33.4218936, -111.9442993 33.4231771)"
41520521,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,NBR,"LINESTRING (-111.9442498 33.420638, -111.9442661 33.4218936, -111.9439222 33.4218959)"
41520521,070019_070038,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,2,SBL,"LINESTRING (-111.9442993 33.4231771, -111.9442661 33.4218936, -111.9439222 33.4218959)"
41520521,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,SBT,"LINESTRING (-111.9442993 33.4231771, -111.9442661 33.4218936, -111.9442498 33.420638)"
41520521,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,SBR,"LINESTRING (-111.9442993 33.4231771, -111.9442661 33.4218936, -111.9446 33.4218947)"
41520523,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4206385, -111.9442498 33.420638, -111.9442661 33.4218936)"
41520523,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4206385, -111.9442498 33.420638, -111.9442498 33.4203483)"
41520523,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442498 33.4203483, -111.9442498 33.420638, -111.9446 33.4206385)"
41520523,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442498 33.4203483, -111.9442498 33.420638, -111.9442661 33.4218936)"
41520523,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442661 33.4218936, -111.9442498 33.420638, -111.9442498 33.4203483)"
41520523,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9442661 33.4218936, -111.9442498 33.420638, -111.9446 33.4206385)"
41520525,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,WBL,"LINESTRING (-111.9424218 33.4204698, -111.9442498 33.4203483, -111.944246 33.4194019)"
41520525,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,WBR,"LINESTRING (-111.9424218 33.4204698, -111.9442498 33.4203483, -111.9442498 33.420638)"
41520525,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.944246 33.4194019, -111.9442498 33.4203483, -111.9442498 33.420638)"
41520525,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBR,"LINESTRING (-111.944246 33.4194019, -111.9442498 33.4203483, -111.9424218 33.4204698)"
41520525,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,SBL,"LINESTRING (-111.9442498 33.420638, -111.9442498 33.4203483, -111.9424218 33.4204698)"
41520525,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442498 33.420638, -111.9442498 33.4203483, -111.944246 33.4194019)"
41520528,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4194022, -111.944246 33.4194019, -111.9442498 33.4203483)"
41520528,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4194022, -111.944246 33.4194019, -111.9442453 33.4189174)"
41520528,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442453 33.4189174, -111.944246 33.4194019, -111.9446 33.4194022)"
41520528,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442453 33.4189174, -111.944246 33.4194019, -111.9442498 33.4203483)"
41520528,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442498 33.4203483, -111.944246 33.4194019, -111.9442453 33.4189174)"
41520528,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9442498 33.4203483, -111.944246 33.4194019, -111.9446 33.4194022)"
41520531,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,WBL,"LINESTRING (-111.9423945 33.4190482, -111.9442453 33.4189174, -111.9442439 33.4177833)"
41520531,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,WBR,"LINESTRING (-111.9423945 33.4190482, -111.9442453 33.4189174, -111.944246 33.4194019)"
41520531,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442439 33.4177833, -111.9442453 33.4189174, -111.944246 33.4194019)"
41520531,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBR,"LINESTRING (-111.9442439 33.4177833, -111.9442453 33.4189174, -111.9423945 33.4190482)"
41520531,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,SBL,"LINESTRING (-111.944246 33.4194019, -111.9442453 33.4189174, -111.9423945 33.4190482)"
41520531,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.944246 33.4194019, -111.9442453 33.4189174, -111.9442439 33.4177833)"
41520533,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4177855, -111.9442439 33.4177833, -111.9442453 33.4189174)"
41520533,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4177855, -111.9442439 33.4177833, -111.944241 33.4168222)"
41520533,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.944241 33.4168222, -111.9442439 33.4177833, -111.9446 33.4177855)"
41520533,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.944241 33.4168222, -111.9442439 33.4177833, -111.9442453 33.4189174)"
41520533,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442453 33.4189174, -111.9442439 33.4177833, -111.944241 33.4168222)"
41520533,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9442453 33.4189174, -111.9442439 33.4177833, -111.9446 33.4177855)"
41520536,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4168234, -111.944241 33.4168222, -111.9442439 33.4177833)"
41520536,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4168234, -111.944241 33.4168222, -111.9442403 33.4160678)"
41520536,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442403 33.4160678, -111.944241 33.4168222, -111.9446 33.4168234)"
41520536,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442403 33.4160678, -111.944241 33.4168222, -111.9442439 33.4177833)"
41520536,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442439 33.4177833, -111.944241 33.4168222, -111.9442403 33.4160678)"
41520536,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9442439 33.4177833, -111.944241 33.4168222, -111.9446 33.4168234)"
41520539,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4160686, -111.9442403 33.4160678, -111.944241 33.4168222)"
41520539,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4160686, -111.9442403 33.4160678, -111.9442483 33.4146347)"
41520539,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442483 33.4146347, -111.9442403 33.4160678, -111.9446 33.4160686)"
41520539,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442483 33.4146347, -111.9442403 33.4160678, -111.944241 33.4168222)"
41520539,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.944241 33.4168222, -111.9442403 33.4160678, -111.9442483 33.4146347)"
41520539,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.944241 33.4168222, -111.9442403 33.4160678, -111.9446 33.4160686)"
41520542,070000_070012,None,None,604.9079618036833,0.3306288107097323,0,25,12,13,1,EBL,"LINESTRING (-111.9442875 33.4146337, -111.9442483 33.4146347, -111.9442403 33.4160678)"
41520542,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,EBT,"LINESTRING (-111.9442875 33.4146337, -111.9442483 33.4146347, -111.9424188 33.4147283)"
41520542,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,WBT,"LINESTRING (-111.9424188 33.4147283, -111.9442483 33.4146347, -111.9442875 33.4146337)"
41520542,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,WBR,"LINESTRING (-111.9424188 33.4147283, -111.9442483 33.4146347, -111.9442403 33.4160678)"
41520542,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,SBL,"LINESTRING (-111.9442403 33.4160678, -111.9442483 33.4146347, -111.9424188 33.4147283)"
41520542,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,SBR,"LINESTRING (-111.9442403 33.4160678, -111.9442483 33.4146347, -111.9442875 33.4146337)"
41520578,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,EBT,"LINESTRING (-111.9446 33.4146346, -111.9442875 33.4146337, -111.9442483 33.4146347)"
41520578,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,EBR,"LINESTRING (-111.9446 33.4146346, -111.9442875 33.4146337, -111.9443138 33.4139026)"
41520578,070000_070012,None,None,604.9079618036833,0.3306288107097323,0,25,12,13,1,WBL,"LINESTRING (-111.9442483 33.4146347, -111.9442875 33.4146337, -111.9443138 33.4139026)"
41520578,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,WBT,"LINESTRING (-111.9442483 33.4146347, -111.9442875 33.4146337, -111.9446 33.4146346)"
41520578,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,NBL,"LINESTRING (-111.9443138 33.4139026, -111.9442875 33.4146337, -111.9446 33.4146346)"
41520578,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,NBR,"LINESTRING (-111.9443138 33.4139026, -111.9442875 33.4146337, -111.9442483 33.4146347)"
41520581,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4139035, -111.9443138 33.4139026, -111.9442875 33.4146337)"
41520581,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4139035, -111.9443138 33.4139026, -111.9443094 33.4131817)"
41520581,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9443094 33.4131817, -111.9443138 33.4139026, -111.9446 33.4139035)"
41520581,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9443094 33.4131817, -111.9443138 33.4139026, -111.9442875 33.4146337)"
41520581,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442875 33.4146337, -111.9443138 33.4139026, -111.9443094 33.4131817)"
41520581,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9442875 33.4146337, -111.9443138 33.4139026, -111.9446 33.4139035)"
41520584,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4131833, -111.9443094 33.4131817, -111.9443138 33.4139026)"
41520584,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4131833, -111.9443094 33.4131817, -111.9443024 33.4110208)"
41520584,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9443024 33.4110208, -111.9443094 33.4131817, -111.9446 33.4131833)"
41520584,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9443024 33.4110208, -111.9443094 33.4131817, -111.9443138 33.4139026)"
41520584,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9443138 33.4139026, -111.9443094 33.4131817, -111.9443024 33.4110208)"
41520584,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9443138 33.4139026, -111.9443094 33.4131817, -111.9446 33.4131833)"
41520587,070000_070019,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,1,EBL,"LINESTRING (-111.9446 33.4110214, -111.9443024 33.4110208, -111.9443094 33.4131817)"
41520587,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,EBT,"LINESTRING (-111.9446 33.4110214, -111.9443024 33.4110208, -111.9439296 33.411019)"
41520587,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,EBR,"LINESTRING (-111.9446 33.4110214, -111.9443024 33.4110208, -111.9442963 33.410264)"
41520587,070000_070019,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,1,WBL,"LINESTRING (-111.9439296 33.411019, -111.9443024 33.4110208, -111.9442963 33.410264)"
41520587,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,WBT,"LINESTRING (-111.9439296 33.411019, -111.9443024 33.4110208, -111.9446 33.4110214)"
41520587,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,WBR,"LINESTRING (-111.9439296 33.411019, -111.9443024 33.4110208, -111.9443094 33.4131817)"
41520587,070019_070038,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,2,NBL,"LINESTRING (-111.9442963 33.410264, -111.9443024 33.4110208, -111.9446 33.4110214)"
41520587,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,NBT,"LINESTRING (-111.9442963 33.410264, -111.9443024 33.4110208, -111.9443094 33.4131817)"
41520587,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,NBR,"LINESTRING (-111.9442963 33.410264, -111.9443024 33.4110208, -111.9439296 33.411019)"
41520587,070019_070038,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,2,SBL,"LINESTRING (-111.9443094 33.4131817, -111.9443024 33.4110208, -111.9439296 33.411019)"
41520587,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,SBT,"LINESTRING (-111.9443094 33.4131817, -111.9443024 33.4110208, -111.9442963 33.410264)"
41520587,070019_070038,None,None,844.469696969697,0.23683502287611016,0,38,19,19,2,SBR,"LINESTRING (-111.9443094 33.4131817, -111.9443024 33.4110208, -111.9446 33.4110214)"
41520590,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4102635, -111.9442963 33.410264, -111.9443024 33.4110208)"
41520590,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4102635, -111.9442963 33.410264, -111.9442959 33.4095166)"
41520590,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442959 33.4095166, -111.9442963 33.410264, -111.9446 33.4102635)"
41520590,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442959 33.4095166, -111.9442963 33.410264, -111.9443024 33.4110208)"
41520590,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9443024 33.4110208, -111.9442963 33.410264, -111.9442959 33.4095166)"
41520590,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9443024 33.4110208, -111.9442963 33.410264, -111.9446 33.4102635)"
41520593,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBL,"LINESTRING (-111.9446 33.4095161, -111.9442959 33.4095166, -111.9442963 33.410264)"
41520593,070017_070030,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,3,EBR,"LINESTRING (-111.9446 33.4095161, -111.9442959 33.4095166, -111.9442945 33.4089)"
41520593,070000_070005,None,None,287.73617955689963,0.6950811688262168,0,25,5,20,1,NBL,"LINESTRING (-111.9442945 33.4089, -111.9442959 33.4095166, -111.9446 33.4095161)"
41520593,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,NBT,"LINESTRING (-111.9442945 33.4089, -111.9442959 33.4095166, -111.9442963 33.410264)"
41520593,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBT,"LINESTRING (-111.9442963 33.410264, -111.9442959 33.4095166, -111.9442945 33.4089)"
41520593,070005_070017,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,2,SBR,"LINESTRING (-111.9442963 33.410264, -111.9442959 33.4095166, -111.9446 33.4095161)"
41529691,070000_070012,None,None,604.9079618036833,0.3306288107097323,0,25,12,13,1,EBL,"LINESTRING (-111.9312627 33.4233579, -111.9304264 33.4231268, -111.929686 33.4241011)"
41529691,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,EBT,"LINESTRING (-111.9312627 33.4233579, -111.9304264 33.4231268, -111.9295097 33.4227418)"
41529691,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,WBT,"LINESTRING (-111.9295097 33.4227418, -111.9304264 33.4231268, -111.9339446 33.4251998)"
41529691,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,WBR,"LINESTRING (-111.9295097 33.4227418, -111.9304264 33.4231268, -111.929686 33.4241011)"
41529691,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,SBL,"LINESTRING (-111.929686 33.4241011, -111.9304264 33.4231268, -111.9295097 33.4227418)"
41529691,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,SBR,"LINESTRING (-111.929686 33.4241011, -111.9304264 33.4231268, -111.9339446 33.4251998)"
41529697,070000_070012,None,None,604.9079618036833,0.3306288107097323,0,25,12,13,1,EBL,"LINESTRING (-111.929686 33.4241011, -111.9290798 33.4242989, -111.9293028 33.428)"
41529697,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,EBT,"LINESTRING (-111.929686 33.4241011, -111.9290798 33.4242989, -111.9275146 33.4245016)"
41529697,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,WBT,"LINESTRING (-111.9275146 33.4245016, -111.9290798 33.4242989, -111.929686 33.4241011)"
41529697,070000_070012,None,None,885.3198653198652,0.2259070510382597,0,25,12,13,1,WBR,"LINESTRING (-111.9275146 33.4245016, -111.9290798 33.4242989, -111.9293028 33.428)"
41529697,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,SBL,"LINESTRING (-111.9293028 33.428, -111.9290798 33.4242989, -111.9275146 33.4245016)"
41529697,070012_070019,None,None,502.8198653198653,0.3977567590190006,0,25,6,19,2,SBR,"LINESTRING (-111.9293028 33.428, -111.9290798 33.4242989, -111.929686 33.4241011)"
41529813,070000_070019,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,1,EBL,"LINESTRING (-111.9376334 33.4243567, -111.936666 33.4243591, -111.9366724 33.4254992)"
41529813,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,EBT,"LINESTRING (-111.9376334 33.4243567, -111.936666 33.4243591, -111.9349809 33.4243346)"
41529813,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,EBR,"LINESTRING (-111.9376334 33.4243567, -111.936666 33.4243591, -111.9366746 33.4232058)"
41529813,070000_070019,None,None,576.9964768771481,0.34662256706046274,0,38,19,19,1,WBL,"LINESTRING (-111.9349809 33.4243346, -111.936666 33.4243591, -111.9366746 33.4232058)"
41529813,070000_070019,None,None,844.469696969697,0.23683502287611016,0,38,19,19,1,WBT,"LINESTRING (-111.9349809 33.4243346, -111.936666 33.4243591, -111.9376334 33.4243567)"
