mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,movement_str,geometry,volume,free_speed
154,22,83552707,,74,1,,76,1,,1,83552677,83617919,thru,,,,SBT,"LINESTRING (-111.8842573 40.7301518, -111.8842626 40.7295135, -111.8842734 40.7287493)"
155,22,83552707,,77,1,,20,1,,1,83617919,,right,,,,NBR,"LINESTRING (-111.8842734 40.7287493, -111.8842626 40.7295135, -111.883 40.7295254)"
156,22,83552707,,77,1,,75,1,,1,83617919,83552677,thru,,,,NBT,"LINESTRING (-111.8842734 40.7287493, -111.8842626 40.7295135, -111.8842573 40.7301518)"
157,23,83553427,,123,1,,187,1,,1,83650654,6867354551,thru,,,,EBT,"LINESTRING (-111.8918691 40.7238232, -111.8911081 40.723823, -111.8893636 40.7238076)"
158,23,83553427,,123,1,,516,2,,1,83650654,,right,,,,EBR,"LINESTRING (-111.8918691 40.7238232, -111.8911081 40.723823, -111.891101 40.7231)"
159,23,83553427,,123,1,,517,1,,1,83650654,83553429,left,,,,EBL,"LINESTRING (-111.8918691 40.7238232, -111.8911081 40.723823, -111.891093 40.7254496)"
160,23,83553427,,188,1,,122,1,,1,6867354551,83650654,thru,,,,WBT,"LINESTRING (-111.8893636 40.7238076, -111.8911081 40.723823, -111.8918691 40.7238232)"
161,23,83553427,,188,1,,516,1,,1,6867354551,,left,,,,WBL,"LINESTRING (-111.8893636 40.7238076, -111.8911081 40.723823, -111.891101 40.7231)"
162,23,83553427,,188,1,,517,2,,1,6867354551,83553429,right,,,,WBR,"LINESTRING (-111.8893636 40.7238076, -111.8911081 40.723823, -111.891093 40.7254496)"
163,23,83553427,,515,1,,122,1,,1,,83650654,left,,,,NBL,"LINESTRING (-111.891101 40.7231, -111.8911081 40.723823, -111.8918691 40.7238232)"
164,23,83553427,,515,2,,187,1,,1,,6867354551,right,,,,NBR,"LINESTRING (-111.891101 40.7231, -111.8911081 40.723823, -111.8893636 40.7238076)"
165,23,83553427,,515,2,,517,2,,1,,83553429,thru,,,,NBT,"LINESTRING (-111.891101 40.7231, -111.8911081 40.723823, -111.891093 40.7254496)"
166,23,83553427,,518,2,,122,1,,1,83553429,83650654,right,,,,SBR,"LINESTRING (-111.891093 40.7254496, -111.8911081 40.723823, -111.8918691 40.7238232)"
167,23,83553427,,518,1,,187,1,,1,83553429,6867354551,left,,,,SBL,"LINESTRING (-111.891093 40.7254496, -111.8911081 40.723823, -111.8893636 40.7238076)"
168,23,83553427,,518,2,,516,2,,1,83553429,,thru,,,,SBT,"LINESTRING (-111.891093 40.7254496, -111.8911081 40.723823, -111.891101 40.7231)"
169,24,83553429,,133,2,,359,2,,1,83655374,83624787,thru,,,,EBT,"LINESTRING (-111.8918744 40.725449, -111.891093 40.7254496, -111.8895497 40.7254565)"
170,24,83553429,,133,1,,398,1,,1,83655374,83553431,left,,,,EBL,"LINESTRING (-111.8918744 40.725449, -111.891093 40.7254496, -111.8910912 40.726073)"
171,24,83553429,,133,2,,518,2,,1,83655374,83553427,right,,,,EBR,"LINESTRING (-111.8918744 40.725449, -111.891093 40.7254496, -111.8911081 40.723823)"
172,24,83553429,,360,2,,132,2,,1,83624787,83655374,thru,,,,WBT,"LINESTRING (-111.8895497 40.7254565, -111.891093 40.7254496, -111.8918744 40.725449)"
173,24,83553429,,360,2,,398,2,,1,83624787,83553431,right,,,,WBR,"LINESTRING (-111.8895497 40.7254565, -111.891093 40.7254496, -111.8910912 40.726073)"
174,24,83553429,,360,1,,518,1,,1,83624787,83553427,left,,,,WBL,"LINESTRING (-111.8895497 40.7254565, -111.891093 40.7254496, -111.8911081 40.723823)"
175,24,83553429,,399,2,,132,2,,1,83553431,83655374,right,,,,SBR,"LINESTRING (-111.8910912 40.726073, -111.891093 40.7254496, -111.8918744 40.725449)"
176,24,83553429,,399,1,,359,1,,1,83553431,83624787,left,,,,SBL,"LINESTRING (-111.8910912 40.726073, -111.891093 40.7254496, -111.8895497 40.7254565)"
177,24,83553429,,399,2,,518,2,,1,83553431,83553427,thru,,,,SBT,"LINESTRING (-111.8910912 40.726073, -111.891093 40.7254496, -111.8911081 40.723823)"
178,24,83553429,,517,1,,132,1,,1,83553427,83655374,left,,,,NBL,"LINESTRING (-111.8911081 40.723823, -111.891093 40.7254496, -111.8918744 40.725449)"
179,24,83553429,,517,2,,359,2,,1,83553427,83624787,right,,,,NBR,"LINESTRING (-111.8911081 40.723823, -111.891093 40.7254496, -111.8895497 40.7254565)"
180,24,83553429,,517,2,,398,2,,1,83553427,83553431,thru,,,,NBT,"LINESTRING (-111.8911081 40.723823, -111.891093 40.7254496, -111.8910912 40.726073)"
181,25,83553431,,248,1,,399,1,,1,83621477,83553429,left,,,,WBL,"LINESTRING (-111.8883375 40.7261157, -111.8910912 40.726073, -111.891093 40.7254496)"
182,25,83553431,,248,1,,400,2,,1,83621477,83553435,right,,,,WBR,"LINESTRING (-111.8883375 40.7261157, -111.8910912 40.726073, -111.8910778 40.7279228)"
183,25,83553431,,398,2,,247,1,,1,83553429,83621477,right,,,,NBR,"LINESTRING (-111.891093 40.7254496, -111.8910912 40.726073, -111.8883375 40.7261157)"
184,25,83553431,,398,1,,400,1,,1,83553429,83553435,thru,,,,NBT,"LINESTRING (-111.891093 40.7254496, -111.8910912 40.726073, -111.8910778 40.7279228)"
185,25,83553431,,401,1,,247,1,,1,83553435,83621477,left,,,,SBL,"LINESTRING (-111.8910778 40.7279228, -111.8910912 40.726073, -111.8883375 40.7261157)"
186,25,83553431,,401,2,,399,2,,1,83553435,83553429,thru,,,,SBT,"LINESTRING (-111.8910778 40.7279228, -111.8910912 40.726073, -111.891093 40.7254496)"
187,26,83553435,,222,1,,401,2,,1,,83553431,right,,,,EBR,"LINESTRING (-111.8933 40.7279157, -111.8910778 40.7279228, -111.8910912 40.726073)"
188,26,83553435,,222,1,,402,1,,1,,83553436,left,,,,EBL,"LINESTRING (-111.8933 40.7279157, -111.8910778 40.7279228, -111.8910818 40.7286596)"
189,26,83553435,,400,1,,221,1,,1,83553431,,left,,,,NBL,"LINESTRING (-111.8910912 40.726073, -111.8910778 40.7279228, -111.8933 40.7279157)"
190,26,83553435,,400,2,,402,2,,1,83553431,83553436,thru,,,,NBT,"LINESTRING (-111.8910912 40.726073, -111.8910778 40.7279228, -111.8910818 40.7286596)"
191,26,83553435,,403,2,,221,1,,1,83553436,,right,,,,SBR,"LINESTRING (-111.8910818 40.7286596, -111.8910778 40.7279228, -111.8933 40.7279157)"
192,26,83553435,,403,1,,401,1,,1,83553436,83553431,thru,,,,SBT,"LINESTRING (-111.8910818 40.7286596, -111.8910778 40.7279228, -111.8910912 40.726073)"
193,27,83553436,,179,1,,403,2,,1,,83553435,right,,,,EBR,"LINESTRING (-111.8933 40.728658, -111.8910818 40.7286596, -111.8910778 40.7279228)"
194,27,83553436,,179,1,,404,1,,1,,83553438,left,,,,EBL,"LINESTRING (-111.8933 40.728658, -111.8910818 40.7286596, -111.8910794 40.7298878)"
195,27,83553436,,402,1,,180,1,,1,83553435,,left,,,,NBL,"LINESTRING (-111.8910778 40.7279228, -111.8910818 40.7286596, -111.8933 40.728658)"
196,27,83553436,,402,2,,404,2,,1,83553435,83553438,thru,,,,NBT,"LINESTRING (-111.8910778 40.7279228, -111.8910818 40.7286596, -111.8910794 40.7298878)"
197,27,83553436,,405,2,,180,1,,1,83553438,,right,,,,SBR,"LINESTRING (-111.8910794 40.7298878, -111.8910818 40.7286596, -111.8933 40.728658)"
198,27,83553436,,405,1,,403,1,,1,83553438,83553435,thru,,,,SBT,"LINESTRING (-111.8910794 40.7298878, -111.8910818 40.7286596, -111.8910778 40.7279228)"
199,28,83553438,,113,1,,405,2,,1,,83553436,right,,,,EBR,"LINESTRING (-111.8933 40.7298809, -111.8910794 40.7298878, -111.8910818 40.7286596)"
200,28,83553438,,113,1,,406,1,,1,,83553440,left,,,,EBL,"LINESTRING (-111.8933 40.7298809, -111.8910794 40.7298878, -111.8911002 40.7314333)"
201,28,83553438,,404,1,,112,1,,1,83553436,,left,,,,NBL,"LINESTRING (-111.8910818 40.7286596, -111.8910794 40.7298878, -111.8933 40.7298809)"
202,28,83553438,,404,2,,406,2,,1,83553436,83553440,thru,,,,NBT,"LINESTRING (-111.8910818 40.7286596, -111.8910794 40.7298878, -111.8911002 40.7314333)"
203,28,83553438,,407,2,,112,1,,1,83553440,,right,,,,SBR,"LINESTRING (-111.8911002 40.7314333, -111.8910794 40.7298878, -111.8933 40.7298809)"
204,28,83553438,,407,1,,405,1,,1,83553440,83553436,thru,,,,SBT,"LINESTRING (-111.8911002 40.7314333, -111.8910794 40.7298878, -111.8910818 40.7286596)"
205,29,83553440,,168,1,,407,1,,1,83621473;3529416867,83553438,left,,,,WBL,"LINESTRING (-111.8882285 40.7314634, -111.8911002 40.7314333, -111.8910794 40.7298878)"
206,29,83553440,,168,1,,408,2,,1,83621473;3529416867,83542603,right,,,,WBR,"LINESTRING (-111.8882285 40.7314634, -111.8911002 40.7314333, -111.8911044 40.731763)"
207,29,83553440,,406,2,,167,1,,1,83553438,83621473;3529416867,right,,,,NBR,"LINESTRING (-111.8910794 40.7298878, -111.8911002 40.7314333, -111.8882285 40.7314634)"
208,29,83553440,,406,1,,408,1,,1,83553438,83542603,thru,,,,NBT,"LINESTRING (-111.8910794 40.7298878, -111.8911002 40.7314333, -111.8911044 40.731763)"
209,29,83553440,,409,1,,167,1,,1,83542603,83621473;3529416867,left,,,,SBL,"LINESTRING (-111.8911044 40.731763, -111.8911002 40.7314333, -111.8882285 40.7314634)"
210,29,83553440,,409,2,,407,2,,1,83542603,83553438,thru,,,,SBT,"LINESTRING (-111.8911044 40.731763, -111.8911002 40.7314333, -111.8910794 40.7298878)"
211,30,83553442,,216,1,,507,1,,1,83624766,83716961,thru,,,,WBT,"LINESTRING (-111.8896879 40.7351384, -111.8910795 40.7351342, -111.8925937 40.7351361)"
212,30,83553442,,216,1,,549,1,,1,83624766,83542105,left,,,,WBL,"LINESTRING (-111.8896879 40.7351384, -111.8910795 40.7351342, -111.8910707 40.7335109)"
213,30,83553442,,216,1,,550,2,,1,83624766,83553444,right,,,,WBR,"LINESTRING (-111.8896879 40.7351384, -111.8910795 40.7351342, -111.8910837 40.7355763)"
214,30,83553442,,506,1,,215,1,,1,83716961,83624766,thru,,,,EBT,"LINESTRING (-111.8925937 40.7351361, -111.8910795 40.7351342, -111.8896879 40.7351384)"
215,30,83553442,,506,1,,549,2,,1,83716961,83542105,right,,,,EBR,"LINESTRING (-111.8925937 40.7351361, -111.8910795 40.7351342, -111.8910707 40.7335109)"
216,30,83553442,,506,1,,550,1,,1,83716961,83553444,left,,,,EBL,"LINESTRING (-111.8925937 40.7351361, -111.8910795 40.7351342, -111.8910837 40.7355763)"
217,30,83553442,,548,2,,215,1,,1,83542105,83624766,right,,,,NBR,"LINESTRING (-111.8910707 40.7335109, -111.8910795 40.7351342, -111.8896879 40.7351384)"
218,30,83553442,,548,1,,507,1,,1,83542105,83716961,left,,,,NBL,"LINESTRING (-111.8910707 40.7335109, -111.8910795 40.7351342, -111.8925937 40.7351361)"
219,30,83553442,,548,2,,550,2,,1,83542105,83553444,thru,,,,NBT,"LINESTRING (-111.8910707 40.7335109, -111.8910795 40.7351342, -111.8910837 40.7355763)"
220,30,83553442,,551,1,,215,1,,1,83553444,83624766,left,,,,SBL,"LINESTRING (-111.8910837 40.7355763, -111.8910795 40.7351342, -111.8896879 40.7351384)"
221,30,83553442,,551,2,,507,1,,1,83553444,83716961,right,,,,SBR,"LINESTRING (-111.8910837 40.7355763, -111.8910795 40.7351342, -111.8925937 40.7351361)"
222,30,83553442,,551,2,,549,2,,1,83553444,83542105,thru,,,,SBT,"LINESTRING (-111.8910837 40.7355763, -111.8910795 40.7351342, -111.8910707 40.7335109)"
223,31,83553444,,31,1,,269,1,,1,,83624763,thru,,,,EBT,"LINESTRING (-111.8933 40.7355705, -111.8910837 40.7355763, -111.8897052 40.7355816)"
224,31,83553444,,31,1,,551,2,,1,,83553442,right,,,,EBR,"LINESTRING (-111.8933 40.7355705, -111.8910837 40.7355763, -111.8910795 40.7351342)"
225,31,83553444,,31,1,,552,1,,1,,83553446,left,,,,EBL,"LINESTRING (-111.8933 40.7355705, -111.8910837 40.7355763, -111.8910863 40.7367689)"
226,31,83553444,,270,1,,30,1,,1,83624763,,thru,,,,WBT,"LINESTRING (-111.8897052 40.7355816, -111.8910837 40.7355763, -111.8933 40.7355705)"
227,31,83553444,,270,1,,551,1,,1,83624763,83553442,left,,,,WBL,"LINESTRING (-111.8897052 40.7355816, -111.8910837 40.7355763, -111.8910795 40.7351342)"
228,31,83553444,,270,1,,552,2,,1,83624763,83553446,right,,,,WBR,"LINESTRING (-111.8897052 40.7355816, -111.8910837 40.7355763, -111.8910863 40.7367689)"
229,31,83553444,,550,1,,30,1,,1,83553442,,left,,,,NBL,"LINESTRING (-111.8910795 40.7351342, -111.8910837 40.7355763, -111.8933 40.7355705)"
230,31,83553444,,550,2,,269,1,,1,83553442,83624763,right,,,,NBR,"LINESTRING (-111.8910795 40.7351342, -111.8910837 40.7355763, -111.8897052 40.7355816)"
231,31,83553444,,550,2,,552,2,,1,83553442,83553446,thru,,,,NBT,"LINESTRING (-111.8910795 40.7351342, -111.8910837 40.7355763, -111.8910863 40.7367689)"
232,31,83553444,,553,2,,30,1,,1,83553446,,right,,,,SBR,"LINESTRING (-111.8910863 40.7367689, -111.8910837 40.7355763, -111.8933 40.7355705)"
233,31,83553444,,553,1,,269,1,,1,83553446,83624763,left,,,,SBL,"LINESTRING (-111.8910863 40.7367689, -111.8910837 40.7355763, -111.8897052 40.7355816)"
234,31,83553444,,553,2,,551,2,,1,83553446,83553442,thru,,,,SBT,"LINESTRING (-111.8910863 40.7367689, -111.8910837 40.7355763, -111.8910795 40.7351342)"
235,32,83553446,,228,1,,249,1,,1,505443111,83714066,thru,,,,WBT,"LINESTRING (-111.8897101 40.7367706, -111.8910863 40.7367689, -111.8925963 40.7367718)"
236,32,83553446,,228,1,,553,1,,1,505443111,83553444,left,,,,WBL,"LINESTRING (-111.8897101 40.7367706, -111.8910863 40.7367689, -111.8910837 40.7355763)"
237,32,83553446,,228,1,,554,2,,1,505443111,83553448,right,,,,WBR,"LINESTRING (-111.8897101 40.7367706, -111.8910863 40.7367689, -111.8910564 40.7383544)"
238,32,83553446,,250,1,,227,1,,1,83714066,505443111,thru,,,,EBT,"LINESTRING (-111.8925963 40.7367718, -111.8910863 40.7367689, -111.8897101 40.7367706)"
239,32,83553446,,250,1,,553,2,,1,83714066,83553444,right,,,,EBR,"LINESTRING (-111.8925963 40.7367718, -111.8910863 40.7367689, -111.8910837 40.7355763)"
240,32,83553446,,250,1,,554,1,,1,83714066,83553448,left,,,,EBL,"LINESTRING (-111.8925963 40.7367718, -111.8910863 40.7367689, -111.8910564 40.7383544)"
241,32,83553446,,552,2,,227,1,,1,83553444,505443111,right,,,,NBR,"LINESTRING (-111.8910837 40.7355763, -111.8910863 40.7367689, -111.8897101 40.7367706)"
242,32,83553446,,552,1,,249,1,,1,83553444,83714066,left,,,,NBL,"LINESTRING (-111.8910837 40.7355763, -111.8910863 40.7367689, -111.8925963 40.7367718)"
243,32,83553446,,552,2,,554,2,,1,83553444,83553448,thru,,,,NBT,"LINESTRING (-111.8910837 40.7355763, -111.8910863 40.7367689, -111.8910564 40.7383544)"
244,32,83553446,,555,1,,227,1,,1,83553448,505443111,left,,,,SBL,"LINESTRING (-111.8910564 40.7383544, -111.8910863 40.7367689, -111.8897101 40.7367706)"
245,32,83553446,,555,2,,249,1,,1,83553448,83714066,right,,,,SBR,"LINESTRING (-111.8910564 40.7383544, -111.8910863 40.7367689, -111.8925963 40.7367718)"
246,32,83553446,,555,2,,553,2,,1,83553448,83553444,thru,,,,SBT,"LINESTRING (-111.8910564 40.7383544, -111.8910863 40.7367689, -111.8910837 40.7355763)"
247,33,83553448,,67,1,,88,1,,1,83605776,83620817,thru,,,,EBT,"LINESTRING (-111.8925646 40.7383413, -111.8910564 40.7383544, -111.8896698 40.7383434)"
248,33,83553448,,67,1,,555,2,,1,83605776,83553446,right,,,,EBR,"LINESTRING (-111.8925646 40.7383413, -111.8910564 40.7383544, -111.8910863 40.7367689)"
249,33,83553448,,67,1,,556,1,,1,83605776,83553449,left,,,,EBL,"LINESTRING (-111.8925646 40.7383413, -111.8910564 40.7383544, -111.8910748 40.7415732)"
250,33,83553448,,89,1,,66,1,,1,83620817,83605776,thru,,,,WBT,"LINESTRING (-111.8896698 40.7383434, -111.8910564 40.7383544, -111.8925646 40.7383413)"
251,33,83553448,,89,1,,555,1,,1,83620817,83553446,left,,,,WBL,"LINESTRING (-111.8896698 40.7383434, -111.8910564 40.7383544, -111.8910863 40.7367689)"
252,33,83553448,,89,1,,556,2,,1,83620817,83553449,right,,,,WBR,"LINESTRING (-111.8896698 40.7383434, -111.8910564 40.7383544, -111.8910748 40.7415732)"
253,33,83553448,,554,1,,66,1,,1,83553446,83605776,left,,,,NBL,"LINESTRING (-111.8910863 40.7367689, -111.8910564 40.7383544, -111.8925646 40.7383413)"
254,33,83553448,,554,2,,88,1,,1,83553446,83620817,right,,,,NBR,"LINESTRING (-111.8910863 40.7367689, -111.8910564 40.7383544, -111.8896698 40.7383434)"
255,33,83553448,,554,2,,556,2,,1,83553446,83553449,thru,,,,NBT,"LINESTRING (-111.8910863 40.7367689, -111.8910564 40.7383544, -111.8910748 40.7415732)"
256,33,83553448,,557,2,,66,1,,1,83553449,83605776,right,,,,SBR,"LINESTRING (-111.8910748 40.7415732, -111.8910564 40.7383544, -111.8925646 40.7383413)"
257,33,83553448,,557,1,,88,1,,1,83553449,83620817,left,,,,SBL,"LINESTRING (-111.8910748 40.7415732, -111.8910564 40.7383544, -111.8896698 40.7383434)"
258,33,83553448,,557,2,,555,2,,1,83553449,83553446,thru,,,,SBT,"LINESTRING (-111.8910748 40.7415732, -111.8910564 40.7383544, -111.8910863 40.7367689)"
259,34,83553449,,23,2,,233,2,,1,83569584,83697971,thru,,,,WBT,"LINESTRING (-111.8896484 40.7415858, -111.8910748 40.7415732, -111.8925388 40.7415934)"
260,34,83553449,,23,2,,441,2,,1,83569584,83553451,right,,,,WBR,"LINESTRING (-111.8896484 40.7415858, -111.8910748 40.7415732, -111.891042 40.7432861)"
261,34,83553449,,23,1,,557,1,,1,83569584,83553448,left,,,,WBL,"LINESTRING (-111.8896484 40.7415858, -111.8910748 40.7415732, -111.8910564 40.7383544)"
262,34,83553449,,234,2,,22,2,,1,83697971,83569584,thru,,,,EBT,"LINESTRING (-111.8925388 40.7415934, -111.8910748 40.7415732, -111.8896484 40.7415858)"
263,34,83553449,,234,1,,441,1,,1,83697971,83553451,left,,,,EBL,"LINESTRING (-111.8925388 40.7415934, -111.8910748 40.7415732, -111.891042 40.7432861)"
264,34,83553449,,234,2,,557,2,,1,83697971,83553448,right,,,,EBR,"LINESTRING (-111.8925388 40.7415934, -111.8910748 40.7415732, -111.8910564 40.7383544)"
265,34,83553449,,442,1,,22,1,,1,83553451,83569584,left,,,,SBL,"LINESTRING (-111.891042 40.7432861, -111.8910748 40.7415732, -111.8896484 40.7415858)"
266,34,83553449,,442,2,,233,2,,1,83553451,83697971,right,,,,SBR,"LINESTRING (-111.891042 40.7432861, -111.8910748 40.7415732, -111.8925388 40.7415934)"
267,34,83553449,,442,2,,557,2,,1,83553451,83553448,thru,,,,SBT,"LINESTRING (-111.891042 40.7432861, -111.8910748 40.7415732, -111.8910564 40.7383544)"
268,34,83553449,,556,2,,22,2,,1,83553448,83569584,right,,,,NBR,"LINESTRING (-111.8910564 40.7383544, -111.8910748 40.7415732, -111.8896484 40.7415858)"
269,34,83553449,,556,1,,233,1,,1,83553448,83697971,left,,,,NBL,"LINESTRING (-111.8910564 40.7383544, -111.8910748 40.7415732, -111.8925388 40.7415934)"
270,34,83553449,,556,2,,441,2,,1,83553448,83553451,thru,,,,NBT,"LINESTRING (-111.8910564 40.7383544, -111.8910748 40.7415732, -111.891042 40.7432861)"
271,35,83553451,,59,1,,128,1,,1,83604162,83652391,thru,,,,WBT,"LINESTRING (-111.8900402 40.7432769, -111.891042 40.7432861, -111.8925321 40.7432655)"
272,35,83553451,,59,1,,442,1,,1,83604162,83553449,left,,,,WBL,"LINESTRING (-111.8900402 40.7432769, -111.891042 40.7432861, -111.8910748 40.7415732)"
273,35,83553451,,59,1,,443,2,,1,83604162,83548113,right,,,,WBR,"LINESTRING (-111.8900402 40.7432769, -111.891042 40.7432861, -111.8910368 40.7448384)"
274,35,83553451,,129,1,,58,1,,1,83652391,83604162,thru,,,,EBT,"LINESTRING (-111.8925321 40.7432655, -111.891042 40.7432861, -111.8900402 40.7432769)"
275,35,83553451,,129,1,,442,2,,1,83652391,83553449,right,,,,EBR,"LINESTRING (-111.8925321 40.7432655, -111.891042 40.7432861, -111.8910748 40.7415732)"
276,35,83553451,,129,1,,443,1,,1,83652391,83548113,left,,,,EBL,"LINESTRING (-111.8925321 40.7432655, -111.891042 40.7432861, -111.8910368 40.7448384)"
277,35,83553451,,441,2,,58,1,,1,83553449,83604162,right,,,,NBR,"LINESTRING (-111.8910748 40.7415732, -111.891042 40.7432861, -111.8900402 40.7432769)"
278,35,83553451,,441,1,,128,1,,1,83553449,83652391,left,,,,NBL,"LINESTRING (-111.8910748 40.7415732, -111.891042 40.7432861, -111.8925321 40.7432655)"
279,35,83553451,,441,2,,443,2,,1,83553449,83548113,thru,,,,NBT,"LINESTRING (-111.8910748 40.7415732, -111.891042 40.7432861, -111.8910368 40.7448384)"
280,35,83553451,,444,1,,58,1,,1,83548113,83604162,left,,,,SBL,"LINESTRING (-111.8910368 40.7448384, -111.891042 40.7432861, -111.8900402 40.7432769)"
281,35,83553451,,444,2,,128,1,,1,83548113,83652391,right,,,,SBR,"LINESTRING (-111.8910368 40.7448384, -111.891042 40.7432861, -111.8925321 40.7432655)"
282,35,83553451,,444,2,,442,2,,1,83548113,83553449,thru,,,,SBT,"LINESTRING (-111.8910368 40.7448384, -111.891042 40.7432861, -111.8910748 40.7415732)"
283,36,83553453,,33,1,,448,2,,1,,83551130,right,,,,EBR,"LINESTRING (-111.8933 40.7479847, -111.8910582 40.7480138, -111.891042 40.7464269)"
284,36,83553453,,33,1,,449,1,,1,,83553455,left,,,,EBL,"LINESTRING (-111.8933 40.7479847, -111.8910582 40.7480138, -111.8910574 40.7497791)"
285,36,83553453,,447,1,,32,1,,1,83551130,,left,,,,NBL,"LINESTRING (-111.891042 40.7464269, -111.8910582 40.7480138, -111.8933 40.7479847)"
286,36,83553453,,447,2,,449,2,,1,83551130,83553455,thru,,,,NBT,"LINESTRING (-111.891042 40.7464269, -111.8910582 40.7480138, -111.8910574 40.7497791)"
287,36,83553453,,450,2,,32,1,,1,83553455,,right,,,,SBR,"LINESTRING (-111.8910574 40.7497791, -111.8910582 40.7480138, -111.8933 40.7479847)"
288,36,83553453,,450,1,,448,1,,1,83553455,83551130,thru,,,,SBT,"LINESTRING (-111.8910574 40.7497791, -111.8910582 40.7480138, -111.891042 40.7464269)"
289,37,83553455,,37,2,,181,2,,1,83584760,83621465;3529416898,thru,,,,EBT,"LINESTRING (-111.8925406 40.7497715, -111.8910574 40.7497791, -111.8882268 40.7497976)"
290,37,83553455,,37,2,,450,2,,1,83584760,83553453,right,,,,EBR,"LINESTRING (-111.8925406 40.7497715, -111.8910574 40.7497791, -111.8910582 40.7480138)"
291,37,83553455,,37,1,,451,1,,1,83584760,83553456,left,,,,EBL,"LINESTRING (-111.8925406 40.7497715, -111.8910574 40.7497791, -111.8910874 40.7519431)"
292,37,83553455,,182,2,,36,2,,1,83621465;3529416898,83584760,thru,,,,WBT,"LINESTRING (-111.8882268 40.7497976, -111.8910574 40.7497791, -111.8925406 40.7497715)"
293,37,83553455,,182,1,,450,1,,1,83621465;3529416898,83553453,left,,,,WBL,"LINESTRING (-111.8882268 40.7497976, -111.8910574 40.7497791, -111.8910582 40.7480138)"
294,37,83553455,,182,2,,451,2,,1,83621465;3529416898,83553456,right,,,,WBR,"LINESTRING (-111.8882268 40.7497976, -111.8910574 40.7497791, -111.8910874 40.7519431)"
295,37,83553455,,449,1,,36,1,,1,83553453,83584760,left,,,,NBL,"LINESTRING (-111.8910582 40.7480138, -111.8910574 40.7497791, -111.8925406 40.7497715)"
296,37,83553455,,449,2,,181,2,,1,83553453,83621465;3529416898,right,,,,NBR,"LINESTRING (-111.8910582 40.7480138, -111.8910574 40.7497791, -111.8882268 40.7497976)"
297,37,83553455,,449,2,,451,2,,1,83553453,83553456,thru,,,,NBT,"LINESTRING (-111.8910582 40.7480138, -111.8910574 40.7497791, -111.8910874 40.7519431)"
298,37,83553455,,452,2,,36,2,,1,83553456,83584760,right,,,,SBR,"LINESTRING (-111.8910874 40.7519431, -111.8910574 40.7497791, -111.8925406 40.7497715)"
299,37,83553455,,452,1,,181,1,,1,83553456,83621465;3529416898,left,,,,SBL,"LINESTRING (-111.8910874 40.7519431, -111.8910574 40.7497791, -111.8882268 40.7497976)"
300,37,83553455,,452,2,,450,2,,1,83553456,83553453,thru,,,,SBT,"LINESTRING (-111.8910874 40.7519431, -111.8910574 40.7497791, -111.8910582 40.7480138)"
301,38,83553456,,55,2,,389,2,,1,83600846,83641859,thru,,,,WBT,"LINESTRING (-111.8883307 40.7519562, -111.8910874 40.7519431, -111.8925184 40.7519407)"
302,38,83553456,,55,1,,452,1,,1,83600846,83553455,left,,,,WBL,"LINESTRING (-111.8883307 40.7519562, -111.8910874 40.7519431, -111.8910574 40.7497791)"
303,38,83553456,,55,3,,601,2,,1,83600846,1223826056,right,,,,WBR,"LINESTRING (-111.8883307 40.7519562, -111.8910874 40.7519431, -111.8910903 40.7535728)"
304,38,83553456,,390,2,,54,3,,1,83641859,83600846,thru,,,,EBT,"LINESTRING (-111.8925184 40.7519407, -111.8910874 40.7519431, -111.8883307 40.7519562)"
305,38,83553456,,390,2,,452,2,,1,83641859,83553455,right,,,,EBR,"LINESTRING (-111.8925184 40.7519407, -111.8910874 40.7519431, -111.8910574 40.7497791)"
306,38,83553456,,390,1,,601,1,,1,83641859,1223826056,left,,,,EBL,"LINESTRING (-111.8925184 40.7519407, -111.8910874 40.7519431, -111.8910903 40.7535728)"
307,38,83553456,,451,2,,54,3,,1,83553455,83600846,right,,,,NBR,"LINESTRING (-111.8910574 40.7497791, -111.8910874 40.7519431, -111.8883307 40.7519562)"
308,38,83553456,,451,1,,389,1,,1,83553455,83641859,left,,,,NBL,"LINESTRING (-111.8910574 40.7497791, -111.8910874 40.7519431, -111.8925184 40.7519407)"
309,38,83553456,,451,2,,601,2,,1,83553455,1223826056,thru,,,,NBT,"LINESTRING (-111.8910574 40.7497791, -111.8910874 40.7519431, -111.8910903 40.7535728)"
310,38,83553456,,602,1,,54,1,,1,1223826056,83600846,left,,,,SBL,"LINESTRING (-111.8910903 40.7535728, -111.8910874 40.7519431, -111.8883307 40.7519562)"
311,38,83553456,,602,2,,389,2,,1,1223826056,83641859,right,,,,SBR,"LINESTRING (-111.8910903 40.7535728, -111.8910874 40.7519431, -111.8925184 40.7519407)"
312,38,83553456,,602,2,,452,2,,1,1223826056,83553455,thru,,,,SBT,"LINESTRING (-111.8910903 40.7535728, -111.8910874 40.7519431, -111.8910574 40.7497791)"
313,39,83569584,,22,2,,24,2,,1,83553449,83569586;3529416879,thru,,,,EBT,"LINESTRING (-111.8910748 40.7415732, -111.8896484 40.7415858, -111.888216 40.7415871)"
