mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,movement_str,geometry,volume,free_speed
314,39,83569584,,22,1,,99,1,,1,83553449,83604166,left,,,,EBL,"LINESTRING (-111.8910748 40.7415732, -111.8896484 40.7415858, -111.8896557 40.7432738)"
315,39,83569584,,22,2,,100,1,,1,83553449,83620817,right,,,,EBR,"LINESTRING (-111.8910748 40.7415732, -111.8896484 40.7415858, -111.8896698 40.7383434)"
316,39,83569584,,25,2,,23,2,,1,83569586;3529416879,83553449,thru,,,,WBT,"LINESTRING (-111.888216 40.7415871, -111.8896484 40.7415858, -111.8910748 40.7415732)"
317,39,83569584,,25,2,,99,1,,1,83569586;3529416879,83604166,right,,,,WBR,"LINESTRING (-111.888216 40.7415871, -111.8896484 40.7415858, -111.8896557 40.7432738)"
318,39,83569584,,25,1,,100,1,,1,83569586;3529416879,83620817,left,,,,WBL,"LINESTRING (-111.888216 40.7415871, -111.8896484 40.7415858, -111.8896698 40.7383434)"
319,39,83569584,,98,1,,23,2,,1,83604166,83553449,right,,,,SBR,"LINESTRING (-111.8896557 40.7432738, -111.8896484 40.7415858, -111.8910748 40.7415732)"
320,39,83569584,,98,1,,24,1,,1,83604166,83569586;3529416879,left,,,,SBL,"LINESTRING (-111.8896557 40.7432738, -111.8896484 40.7415858, -111.888216 40.7415871)"
321,39,83569584,,98,1,,100,1,,1,83604166,83620817,thru,,,,SBT,"LINESTRING (-111.8896557 40.7432738, -111.8896484 40.7415858, -111.8896698 40.7383434)"
322,39,83569584,,101,1,,23,1,,1,83620817,83553449,left,,,,NBL,"LINESTRING (-111.8896698 40.7383434, -111.8896484 40.7415858, -111.8910748 40.7415732)"
323,39,83569584,,101,1,,24,2,,1,83620817,83569586;3529416879,right,,,,NBR,"LINESTRING (-111.8896698 40.7383434, -111.8896484 40.7415858, -111.888216 40.7415871)"
324,39,83569584,,101,1,,99,1,,1,83620817,83604166,thru,,,,NBT,"LINESTRING (-111.8896698 40.7383434, -111.8896484 40.7415858, -111.8896557 40.7432738)"
325,41,83569590,,147,1,,456,1,,1,83657370,83569586;3529416879,left,,,,NBL,"LINESTRING (-111.8867426 40.7399704, -111.8867378 40.741606, -111.888216 40.7415871)"
326,41,83569590,,147,1,,457,1,,1,83657370,83569592,right,,,,NBR,"LINESTRING (-111.8867426 40.7399704, -111.8867378 40.741606, -111.8853866 40.7416288)"
327,41,83569590,,455,1,,146,1,,1,83569586;3529416879,83657370,right,,,,EBR,"LINESTRING (-111.888216 40.7415871, -111.8867378 40.741606, -111.8867426 40.7399704)"
328,41,83569590,,455,1,,457,1,,1,83569586;3529416879,83569592,thru,,,,EBT,"LINESTRING (-111.888216 40.7415871, -111.8867378 40.741606, -111.8853866 40.7416288)"
329,41,83569590,,458,1,,146,1,,1,83569592,83657370,left,,,,WBL,"LINESTRING (-111.8853866 40.7416288, -111.8867378 40.741606, -111.8867426 40.7399704)"
330,41,83569590,,458,1,,456,1,,1,83569592,83569586;3529416879,thru,,,,WBT,"LINESTRING (-111.8853866 40.7416288, -111.8867378 40.741606, -111.888216 40.7415871)"
331,42,83569592,,280,1,,320,1,,1,83645880,83587081,thru,,,,NBT,"LINESTRING (-111.8853779 40.7391574, -111.8853866 40.7416288, -111.885367 40.7425291)"
332,42,83569592,,280,1,,458,1,,1,83645880,83569590,left,,,,NBL,"LINESTRING (-111.8853779 40.7391574, -111.8853866 40.7416288, -111.8867378 40.741606)"
333,42,83569592,,280,1,,459,1,,1,83645880,83569594,right,,,,NBR,"LINESTRING (-111.8853779 40.7391574, -111.8853866 40.7416288, -111.8839413 40.7416243)"
334,42,83569592,,319,1,,279,1,,1,83587081,83645880,thru,,,,SBT,"LINESTRING (-111.885367 40.7425291, -111.8853866 40.7416288, -111.8853779 40.7391574)"
335,42,83569592,,319,1,,458,1,,1,83587081,83569590,right,,,,SBR,"LINESTRING (-111.885367 40.7425291, -111.8853866 40.7416288, -111.8867378 40.741606)"
336,42,83569592,,319,1,,459,1,,1,83587081,83569594,left,,,,SBL,"LINESTRING (-111.885367 40.7425291, -111.8853866 40.7416288, -111.8839413 40.7416243)"
337,42,83569592,,457,1,,279,1,,1,83569590,83645880,right,,,,EBR,"LINESTRING (-111.8867378 40.741606, -111.8853866 40.7416288, -111.8853779 40.7391574)"
338,42,83569592,,457,1,,320,1,,1,83569590,83587081,left,,,,EBL,"LINESTRING (-111.8867378 40.741606, -111.8853866 40.7416288, -111.885367 40.7425291)"
339,42,83569592,,457,1,,459,1,,1,83569590,83569594,thru,,,,EBT,"LINESTRING (-111.8867378 40.741606, -111.8853866 40.7416288, -111.8839413 40.7416243)"
340,42,83569592,,460,1,,279,1,,1,83569594,83645880,left,,,,WBL,"LINESTRING (-111.8839413 40.7416243, -111.8853866 40.7416288, -111.8853779 40.7391574)"
341,42,83569592,,460,1,,320,1,,1,83569594,83587081,right,,,,WBR,"LINESTRING (-111.8839413 40.7416243, -111.8853866 40.7416288, -111.885367 40.7425291)"
342,42,83569592,,460,1,,458,1,,1,83569594,83569590,thru,,,,WBT,"LINESTRING (-111.8839413 40.7416243, -111.8853866 40.7416288, -111.8867378 40.741606)"
343,43,83569594,,81,1,,460,1,,1,83617930,83569592,left,,,,NBL,"LINESTRING (-111.8839717 40.7391619, -111.8839413 40.7416243, -111.8853866 40.7416288)"
344,43,83569594,,81,1,,461,1,,1,83617930,,right,,,,NBR,"LINESTRING (-111.8839717 40.7391619, -111.8839413 40.7416243, -111.883 40.7416281)"
345,43,83569594,,459,1,,80,1,,1,83569592,83617930,right,,,,EBR,"LINESTRING (-111.8853866 40.7416288, -111.8839413 40.7416243, -111.8839717 40.7391619)"
346,43,83569594,,459,1,,461,1,,1,83569592,,thru,,,,EBT,"LINESTRING (-111.8853866 40.7416288, -111.8839413 40.7416243, -111.883 40.7416281)"
347,43,83569594,,462,1,,80,1,,1,,83617930,left,,,,WBL,"LINESTRING (-111.883 40.7416281, -111.8839413 40.7416243, -111.8839717 40.7391619)"
348,43,83569594,,462,1,,460,1,,1,,83569592,thru,,,,WBT,"LINESTRING (-111.883 40.7416281, -111.8839413 40.7416243, -111.8853866 40.7416288)"
349,44,83571184,,27,1,,487,1,,1,83571186,83659776,left,,,,NBL,"LINESTRING (-111.8844474 40.7241412, -111.8844506 40.7254404, -111.8854037 40.7254455)"
350,44,83571184,,27,1,,488,2,,1,83571186,83617921,right,,,,NBR,"LINESTRING (-111.8844474 40.7241412, -111.8844506 40.7254404, -111.8841387 40.7254428)"
351,44,83571184,,486,2,,26,1,,1,83659776,83571186,right,,,,EBR,"LINESTRING (-111.8854037 40.7254455, -111.8844506 40.7254404, -111.8844474 40.7241412)"
352,44,83571184,,486,1,,488,1,,1,83659776,83617921,thru,,,,EBT,"LINESTRING (-111.8854037 40.7254455, -111.8844506 40.7254404, -111.8841387 40.7254428)"
353,44,83571184,,489,1,,26,1,,1,83617921,83571186,left,,,,WBL,"LINESTRING (-111.8841387 40.7254428, -111.8844506 40.7254404, -111.8844474 40.7241412)"
354,44,83571184,,489,2,,487,2,,1,83617921,83659776,thru,,,,WBT,"LINESTRING (-111.8841387 40.7254428, -111.8844506 40.7254404, -111.8854037 40.7254455)"
355,45,83571186,,26,1,,28,1,,1,83571184,83571188,thru,,,,SBT,"LINESTRING (-111.8844506 40.7254404, -111.8844474 40.7241412, -111.8844528 40.7236447)"
356,45,83571186,,26,1,,208,1,,1,83571184,83659778,right,,,,SBR,"LINESTRING (-111.8844506 40.7254404, -111.8844474 40.7241412, -111.885405 40.7241366)"
357,45,83571186,,26,1,,209,1,,1,83571184,83684934,left,,,,SBL,"LINESTRING (-111.8844506 40.7254404, -111.8844474 40.7241412, -111.8834916 40.7241234)"
358,45,83571186,,29,1,,27,1,,1,83571188,83571184,thru,,,,NBT,"LINESTRING (-111.8844528 40.7236447, -111.8844474 40.7241412, -111.8844506 40.7254404)"
359,45,83571186,,29,1,,208,1,,1,83571188,83659778,left,,,,NBL,"LINESTRING (-111.8844528 40.7236447, -111.8844474 40.7241412, -111.885405 40.7241366)"
360,45,83571186,,29,1,,209,1,,1,83571188,83684934,right,,,,NBR,"LINESTRING (-111.8844528 40.7236447, -111.8844474 40.7241412, -111.8834916 40.7241234)"
361,45,83571186,,207,1,,27,1,,1,83659778,83571184,left,,,,EBL,"LINESTRING (-111.885405 40.7241366, -111.8844474 40.7241412, -111.8844506 40.7254404)"
362,45,83571186,,207,1,,28,1,,1,83659778,83571188,right,,,,EBR,"LINESTRING (-111.885405 40.7241366, -111.8844474 40.7241412, -111.8844528 40.7236447)"
363,45,83571186,,207,1,,209,1,,1,83659778,83684934,thru,,,,EBT,"LINESTRING (-111.885405 40.7241366, -111.8844474 40.7241412, -111.8834916 40.7241234)"
364,45,83571186,,210,1,,27,1,,1,83684934,83571184,right,,,,WBR,"LINESTRING (-111.8834916 40.7241234, -111.8844474 40.7241412, -111.8844506 40.7254404)"
365,45,83571186,,210,1,,28,1,,1,83684934,83571188,left,,,,WBL,"LINESTRING (-111.8834916 40.7241234, -111.8844474 40.7241412, -111.8844528 40.7236447)"
366,45,83571186,,210,1,,208,1,,1,83684934,83659778,thru,,,,WBT,"LINESTRING (-111.8834916 40.7241234, -111.8844474 40.7241412, -111.885405 40.7241366)"
367,47,83584760,,36,1,,38,1,,1,83553455,,thru,,,,WBT,"LINESTRING (-111.8910574 40.7497791, -111.8925406 40.7497715, -111.8933 40.7497719)"
368,47,83584760,,36,2,,258,1,,1,83553455,83641859,right,,,,WBR,"LINESTRING (-111.8910574 40.7497791, -111.8925406 40.7497715, -111.8925184 40.7519407)"
369,47,83584760,,39,2,,37,2,,1,,83553455,thru,,,,EBT,"LINESTRING (-111.8933 40.7497719, -111.8925406 40.7497715, -111.8910574 40.7497791)"
370,47,83584760,,39,1,,258,1,,1,,83641859,left,,,,EBL,"LINESTRING (-111.8933 40.7497719, -111.8925406 40.7497715, -111.8925184 40.7519407)"
371,47,83584760,,257,1,,37,1,,1,83641859,83553455,left,,,,SBL,"LINESTRING (-111.8925184 40.7519407, -111.8925406 40.7497715, -111.8910574 40.7497791)"
372,47,83584760,,257,1,,38,2,,1,83641859,,right,,,,SBR,"LINESTRING (-111.8925184 40.7519407, -111.8925406 40.7497715, -111.8933 40.7497719)"
373,49,83586775,,366,1,,368,1,,1,83586772;3529416904,,thru,,,,EBT,"LINESTRING (-111.8882455 40.754114, -111.885351 40.7541174, -111.883 40.7541228)"
374,49,83586775,,366,1,,586,1,,1,83586772;3529416904,83659817,left,,,,EBL,"LINESTRING (-111.8882455 40.754114, -111.885351 40.7541174, -111.8853711 40.7562993)"
375,49,83586775,,366,1,,587,2,,1,83586772;3529416904,83659821,right,,,,EBR,"LINESTRING (-111.8882455 40.754114, -111.885351 40.7541174, -111.885377 40.7530901)"
376,49,83586775,,369,1,,367,1,,1,,83586772;3529416904,thru,,,,WBT,"LINESTRING (-111.883 40.7541228, -111.885351 40.7541174, -111.8882455 40.754114)"
377,49,83586775,,369,1,,586,2,,1,,83659817,right,,,,WBR,"LINESTRING (-111.883 40.7541228, -111.885351 40.7541174, -111.8853711 40.7562993)"
378,49,83586775,,369,1,,587,1,,1,,83659821,left,,,,WBL,"LINESTRING (-111.883 40.7541228, -111.885351 40.7541174, -111.885377 40.7530901)"
379,49,83586775,,585,2,,367,1,,1,83659817,83586772;3529416904,right,,,,SBR,"LINESTRING (-111.8853711 40.7562993, -111.885351 40.7541174, -111.8882455 40.754114)"
380,49,83586775,,585,1,,368,1,,1,83659817,,left,,,,SBL,"LINESTRING (-111.8853711 40.7562993, -111.885351 40.7541174, -111.883 40.7541228)"
381,49,83586775,,585,2,,587,2,,1,83659817,83659821,thru,,,,SBT,"LINESTRING (-111.8853711 40.7562993, -111.885351 40.7541174, -111.885377 40.7530901)"
382,49,83586775,,588,1,,367,1,,1,83659821,83586772;3529416904,left,,,,NBL,"LINESTRING (-111.885377 40.7530901, -111.885351 40.7541174, -111.8882455 40.754114)"
383,49,83586775,,588,2,,368,1,,1,83659821,,right,,,,NBR,"LINESTRING (-111.885377 40.7530901, -111.885351 40.7541174, -111.883 40.7541228)"
384,49,83586775,,588,2,,586,2,,1,83659821,83659817,thru,,,,NBT,"LINESTRING (-111.885377 40.7530901, -111.885351 40.7541174, -111.8853711 40.7562993)"
385,50,83587081,,43,1,,318,1,,1,,83587102,right,,,,WBR,"LINESTRING (-111.883 40.7425085, -111.885367 40.7425291, -111.8853668 40.7428997)"
386,50,83587081,,43,1,,319,1,,1,,83569592,left,,,,WBL,"LINESTRING (-111.883 40.7425085, -111.885367 40.7425291, -111.8853866 40.7416288)"
387,50,83587081,,317,1,,42,1,,1,83587102,,left,,,,SBL,"LINESTRING (-111.8853668 40.7428997, -111.885367 40.7425291, -111.883 40.7425085)"
388,50,83587081,,317,1,,319,1,,1,83587102,83569592,thru,,,,SBT,"LINESTRING (-111.8853668 40.7428997, -111.885367 40.7425291, -111.8853866 40.7416288)"
389,50,83587081,,320,1,,42,1,,1,83569592,,right,,,,NBR,"LINESTRING (-111.8853866 40.7416288, -111.885367 40.7425291, -111.883 40.7425085)"
390,50,83587081,,320,1,,318,1,,1,83569592,83587102,thru,,,,NBT,"LINESTRING (-111.8853866 40.7416288, -111.885367 40.7425291, -111.8853668 40.7428997)"
391,52,83587102,,44,1,,316,1,,1,3529416881,83604138,left,,,,EBL,"LINESTRING (-111.8881502 40.7429216, -111.8853668 40.7428997, -111.8853665 40.7434525)"
392,52,83587102,,44,1,,317,1,,1,3529416881,83587081,right,,,,EBR,"LINESTRING (-111.8881502 40.7429216, -111.8853668 40.7428997, -111.885367 40.7425291)"
393,52,83587102,,315,1,,45,1,,1,83604138,3529416881,right,,,,SBR,"LINESTRING (-111.8853665 40.7434525, -111.8853668 40.7428997, -111.8881502 40.7429216)"
394,52,83587102,,315,1,,317,1,,1,83604138,83587081,thru,,,,SBT,"LINESTRING (-111.8853665 40.7434525, -111.8853668 40.7428997, -111.885367 40.7425291)"
395,52,83587102,,318,1,,45,1,,1,83587081,3529416881,left,,,,NBL,"LINESTRING (-111.885367 40.7425291, -111.8853668 40.7428997, -111.8881502 40.7429216)"
396,52,83587102,,318,1,,316,1,,1,83587081,83604138,thru,,,,NBT,"LINESTRING (-111.885367 40.7425291, -111.8853668 40.7428997, -111.8853665 40.7434525)"
397,55,83595724,,50,1,,52,1,,1,3529416894,83595726,thru,,,,EBT,"LINESTRING (-111.8881289 40.7480532, -111.8867015 40.7480548, -111.8853636 40.7480564)"
398,55,83595724,,50,1,,277,1,,1,3529416894,420349729,left,,,,EBL,"LINESTRING (-111.8881289 40.7480532, -111.8867015 40.7480548, -111.8867015 40.7497979)"
399,55,83595724,,53,1,,51,1,,1,83595726,3529416894,thru,,,,WBT,"LINESTRING (-111.8853636 40.7480564, -111.8867015 40.7480548, -111.8881289 40.7480532)"
400,55,83595724,,53,1,,277,1,,1,83595726,420349729,right,,,,WBR,"LINESTRING (-111.8853636 40.7480564, -111.8867015 40.7480548, -111.8867015 40.7497979)"
401,55,83595724,,278,1,,51,1,,1,420349729,3529416894,right,,,,SBR,"LINESTRING (-111.8867015 40.7497979, -111.8867015 40.7480548, -111.8881289 40.7480532)"
402,55,83595724,,278,1,,52,1,,1,420349729,83595726,left,,,,SBL,"LINESTRING (-111.8867015 40.7497979, -111.8867015 40.7480548, -111.8853636 40.7480564)"
403,56,83595726,,52,1,,290,1,,1,83595724,83659825,left,,,,EBL,"LINESTRING (-111.8867015 40.7480548, -111.8853636 40.7480564, -111.8853631 40.7488579)"
404,56,83595726,,52,1,,291,1,,1,83595724,505511198,right,,,,EBR,"LINESTRING (-111.8867015 40.7480548, -111.8853636 40.7480564, -111.8853635 40.7480023)"
405,56,83595726,,289,1,,53,1,,1,83659825,83595724,right,,,,SBR,"LINESTRING (-111.8853631 40.7488579, -111.8853636 40.7480564, -111.8867015 40.7480548)"
406,56,83595726,,289,1,,291,1,,1,83659825,505511198,thru,,,,SBT,"LINESTRING (-111.8853631 40.7488579, -111.8853636 40.7480564, -111.8853635 40.7480023)"
407,56,83595726,,292,1,,53,1,,1,505511198,83595724,left,,,,NBL,"LINESTRING (-111.8853635 40.7480023, -111.8853636 40.7480564, -111.8867015 40.7480548)"
408,56,83595726,,292,1,,290,1,,1,505511198,83659825,thru,,,,NBT,"LINESTRING (-111.8853635 40.7480023, -111.8853636 40.7480564, -111.8853631 40.7488579)"
409,57,83600846,,54,3,,393,3,,1,83553456,3639945725,right,,,,EBR,"LINESTRING (-111.8910874 40.7519431, -111.8883307 40.7519562, -111.8883197 40.750431)"
410,57,83600846,,54,1,2,423,1,2,2,83553456,3529416902,thru,,,,EBT,"LINESTRING (-111.8910874 40.7519431, -111.8883307 40.7519562, -111.8881494 40.7519536)"
411,57,83600846,,395,3,,55,3,,1,83586772;3529416904,83553456,right,,,,SBR,"LINESTRING (-111.8882455 40.754114, -111.8883307 40.7519562, -111.8910874 40.7519431)"
412,57,83600846,,395,2,,393,3,,1,83586772;3529416904,3639945725,thru,,,,SBT,"LINESTRING (-111.8882455 40.754114, -111.8883307 40.7519562, -111.8883197 40.750431)"
413,57,83600846,,395,1,,423,1,,1,83586772;3529416904,3529416902,left,,,,SBL,"LINESTRING (-111.8882455 40.754114, -111.8883307 40.7519562, -111.8881494 40.7519536)"
414,57,83600846,,424,3,,55,3,,1,3529416902,83553456,thru,,,,WBT,"LINESTRING (-111.8881494 40.7519536, -111.8883307 40.7519562, -111.8910874 40.7519431)"
415,57,83600846,,424,1,2,393,1,2,2,3529416902,3639945725,left,,,,WBL,"LINESTRING (-111.8881494 40.7519536, -111.8883307 40.7519562, -111.8883197 40.750431)"
416,58,83600848,,425,3,,158,1,,1,3529416902,83657386,right,,,,EBR,"LINESTRING (-111.8881494 40.7519536, -111.8867901 40.7519535, -111.8867935 40.7497979)"
417,58,83600848,,425,1,2,427,1,2,2,3529416902,83600854,thru,,,,EBT,"LINESTRING (-111.8881494 40.7519536, -111.8867901 40.7519535, -111.8853625 40.7519509)"
418,58,83600848,,428,1,,158,1,,1,83600854,83657386,left,,,,WBL,"LINESTRING (-111.8853625 40.7519509, -111.8867901 40.7519535, -111.8867935 40.7497979)"
419,58,83600848,,428,3,,426,3,,1,83600854,3529416902,thru,,,,WBT,"LINESTRING (-111.8853625 40.7519509, -111.8867901 40.7519535, -111.8881494 40.7519536)"
420,59,83600854,,427,2,,429,3,,1,83600848,83600857,thru,,,,EBT,"LINESTRING (-111.8867901 40.7519535, -111.8853625 40.7519509, -111.8839377 40.7519529)"
421,59,83600854,,427,1,,590,1,,1,83600848,83659821,left,,,,EBL,"LINESTRING (-111.8867901 40.7519535, -111.8853625 40.7519509, -111.885377 40.7530901)"
422,59,83600854,,427,3,,591,2,,1,83600848,83659823,right,,,,EBR,"LINESTRING (-111.8867901 40.7519535, -111.8853625 40.7519509, -111.8853613 40.7497922)"
423,59,83600854,,430,2,,428,3,,1,83600857,83600848,thru,,,,WBT,"LINESTRING (-111.8839377 40.7519529, -111.8853625 40.7519509, -111.8867901 40.7519535)"
424,59,83600854,,430,3,,590,2,,1,83600857,83659821,right,,,,WBR,"LINESTRING (-111.8839377 40.7519529, -111.8853625 40.7519509, -111.885377 40.7530901)"
425,59,83600854,,430,1,,591,1,,1,83600857,83659823,left,,,,WBL,"LINESTRING (-111.8839377 40.7519529, -111.8853625 40.7519509, -111.8853613 40.7497922)"
426,59,83600854,,589,2,,428,3,,1,83659821,83600848,right,,,,SBR,"LINESTRING (-111.885377 40.7530901, -111.8853625 40.7519509, -111.8867901 40.7519535)"
427,59,83600854,,589,1,,429,1,,1,83659821,83600857,left,,,,SBL,"LINESTRING (-111.885377 40.7530901, -111.8853625 40.7519509, -111.8839377 40.7519529)"
428,59,83600854,,589,2,,591,2,,1,83659821,83659823,thru,,,,SBT,"LINESTRING (-111.885377 40.7530901, -111.8853625 40.7519509, -111.8853613 40.7497922)"
429,59,83600854,,592,1,,428,1,,1,83659823,83600848,left,,,,NBL,"LINESTRING (-111.8853613 40.7497922, -111.8853625 40.7519509, -111.8867901 40.7519535)"
430,59,83600854,,592,2,,429,3,,1,83659823,83600857,right,,,,NBR,"LINESTRING (-111.8853613 40.7497922, -111.8853625 40.7519509, -111.8839377 40.7519529)"
431,59,83600854,,592,2,,590,2,,1,83659823,83659821,thru,,,,NBT,"LINESTRING (-111.8853613 40.7497922, -111.8853625 40.7519509, -111.885377 40.7530901)"
432,60,83600857,,73,1,,430,1,,1,83617914,83600854,left,,,,NBL,"LINESTRING (-111.8839374 40.749797, -111.8839377 40.7519529, -111.8853625 40.7519509)"
433,60,83600857,,73,1,,431,3,,1,83617914,,right,,,,NBR,"LINESTRING (-111.8839374 40.749797, -111.8839377 40.7519529, -111.883 40.7519538)"
434,60,83600857,,429,3,,72,1,,1,83600854,83617914,right,,,,EBR,"LINESTRING (-111.8853625 40.7519509, -111.8839377 40.7519529, -111.8839374 40.749797)"
435,60,83600857,,429,1,2,431,1,2,2,83600854,,thru,,,,EBT,"LINESTRING (-111.8853625 40.7519509, -111.8839377 40.7519529, -111.883 40.7519538)"
436,60,83600857,,432,1,,72,1,,1,,83617914,left,,,,WBL,"LINESTRING (-111.883 40.7519538, -111.8839377 40.7519529, -111.8839374 40.749797)"
437,60,83600857,,432,3,,430,3,,1,,83600854,thru,,,,WBT,"LINESTRING (-111.883 40.7519538, -111.8839377 40.7519529, -111.8853625 40.7519509)"
438,61,83604138,,57,1,,314,1,,1,,83604155,right,,,,WBR,"LINESTRING (-111.883 40.7434795, -111.8853665 40.7434525, -111.8853663 40.7436801)"
439,61,83604138,,57,1,,315,1,,1,,83587102,left,,,,WBL,"LINESTRING (-111.883 40.7434795, -111.8853665 40.7434525, -111.8853668 40.7428997)"
440,61,83604138,,313,1,,56,1,,1,83604155,,left,,,,SBL,"LINESTRING (-111.8853663 40.7436801, -111.8853665 40.7434525, -111.883 40.7434795)"
441,61,83604138,,313,1,,315,1,,1,83604155,83587102,thru,,,,SBT,"LINESTRING (-111.8853663 40.7436801, -111.8853665 40.7434525, -111.8853668 40.7428997)"
442,61,83604138,,316,1,,56,1,,1,83587102,,right,,,,NBR,"LINESTRING (-111.8853668 40.7428997, -111.8853665 40.7434525, -111.883 40.7434795)"
443,61,83604138,,316,1,,314,1,,1,83587102,83604155,thru,,,,NBT,"LINESTRING (-111.8853668 40.7428997, -111.8853665 40.7434525, -111.8853663 40.7436801)"
444,63,83604155,,311,1,,313,1,,1,83648564,83604138,thru,,,,SBT,"LINESTRING (-111.8853659 40.7443444, -111.8853663 40.7436801, -111.8853665 40.7434525)"
445,63,83604155,,311,1,,604,1,,1,83648564,3529416885,right,,,,SBR,"LINESTRING (-111.8853659 40.7443444, -111.8853663 40.7436801, -111.8881252 40.7436868)"
446,63,83604155,,314,1,,312,1,,1,83604138,83648564,thru,,,,NBT,"LINESTRING (-111.8853665 40.7434525, -111.8853663 40.7436801, -111.8853659 40.7443444)"
447,63,83604155,,314,1,,604,1,,1,83604138,3529416885,left,,,,NBL,"LINESTRING (-111.8853665 40.7434525, -111.8853663 40.7436801, -111.8881252 40.7436868)"
448,63,83604155,,603,1,,312,1,,1,3529416885,83648564,left,,,,EBL,"LINESTRING (-111.8881252 40.7436868, -111.8853663 40.7436801, -111.8853659 40.7443444)"
449,63,83604155,,603,1,,313,1,,1,3529416885,83604138,right,,,,EBR,"LINESTRING (-111.8881252 40.7436868, -111.8853663 40.7436801, -111.8853665 40.7434525)"
450,64,83604162,,58,1,,60,1,,1,83553451,83604166,thru,,,,EBT,"LINESTRING (-111.891042 40.7432861, -111.8900402 40.7432769, -111.8896557 40.7432738)"
451,64,83604162,,58,1,,162,1,,1,83553451,83658009,left,,,,EBL,"LINESTRING (-111.891042 40.7432861, -111.8900402 40.7432769, -111.8900496 40.7440276)"
452,64,83604162,,61,1,,59,1,,1,83604166,83553451,thru,,,,WBT,"LINESTRING (-111.8896557 40.7432738, -111.8900402 40.7432769, -111.891042 40.7432861)"
453,64,83604162,,61,1,,162,1,,1,83604166,83658009,right,,,,WBR,"LINESTRING (-111.8896557 40.7432738, -111.8900402 40.7432769, -111.8900496 40.7440276)"
454,64,83604162,,161,1,,59,1,,1,83658009,83553451,right,,,,SBR,"LINESTRING (-111.8900496 40.7440276, -111.8900402 40.7432769, -111.891042 40.7432861)"
455,64,83604162,,161,1,,60,1,,1,83658009,83604166,left,,,,SBL,"LINESTRING (-111.8900496 40.7440276, -111.8900402 40.7432769, -111.8896557 40.7432738)"
456,65,83604166,,60,1,,62,1,,1,83604162,83604168,thru,,,,EBT,"LINESTRING (-111.8900402 40.7432769, -111.8896557 40.7432738, -111.889307 40.7432652)"
457,65,83604166,,60,1,,98,1,,1,83604162,83569584,right,,,,EBR,"LINESTRING (-111.8900402 40.7432769, -111.8896557 40.7432738, -111.8896484 40.7415858)"
458,65,83604166,,63,1,,61,1,,1,83604168,83604162,thru,,,,WBT,"LINESTRING (-111.889307 40.7432652, -111.8896557 40.7432738, -111.8900402 40.7432769)"
459,65,83604166,,63,1,,98,1,,1,83604168,83569584,left,,,,WBL,"LINESTRING (-111.889307 40.7432652, -111.8896557 40.7432738, -111.8896484 40.7415858)"
460,65,83604166,,99,1,,61,1,,1,83569584,83604162,left,,,,NBL,"LINESTRING (-111.8896484 40.7415858, -111.8896557 40.7432738, -111.8900402 40.7432769)"
461,65,83604166,,99,1,,62,1,,1,83569584,83604168,right,,,,NBR,"LINESTRING (-111.8896484 40.7415858, -111.8896557 40.7432738, -111.889307 40.7432652)"
462,66,83604168,,62,1,,64,1,,1,83604166,83604170,thru,,,,EBT,"LINESTRING (-111.8896557 40.7432738, -111.889307 40.7432652, -111.8883305 40.7432604)"
463,66,83604168,,62,1,,109,1,,1,83604166,83624784,left,,,,EBL,"LINESTRING (-111.8896557 40.7432738, -111.889307 40.7432652, -111.8893031 40.7439764)"
464,66,83604168,,65,1,,63,1,,1,83604170,83604166,thru,,,,WBT,"LINESTRING (-111.8883305 40.7432604, -111.889307 40.7432652, -111.8896557 40.7432738)"
465,66,83604168,,65,1,,109,1,,1,83604170,83624784,right,,,,WBR,"LINESTRING (-111.8883305 40.7432604, -111.889307 40.7432652, -111.8893031 40.7439764)"
466,66,83604168,,108,1,,63,1,,1,83624784,83604166,right,,,,SBR,"LINESTRING (-111.8893031 40.7439764, -111.889307 40.7432652, -111.8896557 40.7432738)"
467,66,83604168,,108,1,,64,1,,1,83624784,83604170,left,,,,SBL,"LINESTRING (-111.8893031 40.7439764, -111.889307 40.7432652, -111.8883305 40.7432604)"
468,67,83604170,,64,1,,508,3,,1,83604168,83587099,right,,,,EBR,"LINESTRING (-111.889307 40.7432652, -111.8883305 40.7432604, -111.8883245 40.7429139)"
469,67,83604170,,64,1,,544,1,,1,83604168,3529416882,thru,,,,EBT,"LINESTRING (-111.889307 40.7432652, -111.8883305 40.7432604, -111.8881438 40.7432604)"
470,67,83604170,,509,3,,65,1,,1,83604146,83604168,right,,,,SBR,"LINESTRING (-111.8883147 40.7436901, -111.8883305 40.7432604, -111.889307 40.7432652)"
471,67,83604170,,509,2,,508,3,,1,83604146,83587099,thru,,,,SBT,"LINESTRING (-111.8883147 40.7436901, -111.8883305 40.7432604, -111.8883245 40.7429139)"
472,67,83604170,,509,1,,544,1,,1,83604146,3529416882,left,,,,SBL,"LINESTRING (-111.8883147 40.7436901, -111.8883305 40.7432604, -111.8881438 40.7432604)"
473,67,83604170,,545,1,,65,1,,1,3529416882,83604168,thru,,,,WBT,"LINESTRING (-111.8881438 40.7432604, -111.8883305 40.7432604, -111.889307 40.7432652)"
