PPL,,,,
node_id,mvmt_id,offroad_link_id,protection,notes
1966,22,,Permissive,EBL
1966,2,,Protected,EBT
1966,21,,RTOR,EBR
1966,62,,Permissive,WBL
1966,6,,Protected,WBT
1966,61,,RTOR,WBR
1966,3,,Protected,NBL
1966,8,,Protected,NBT
1966,81,,RTOR,NBR
1966,7,,Protected,SBL
1966,4,,Protected,SBT
1966,41,,RTOR,SBR
